,cep,cidade,uf,cep_5_digitos
13206,29101735,Vila Velha,ES,29101
13207,15140970,Bálsamo,SP,15140
13208,26190210,Belford Roxo,RJ,26190
13209,88809000,Criciúma,SC,88809
13210,17048021,Bauru,SP,17048
13211,87211405,Cianorte,PR,87211
13212,60421640,Fortaleza,CE,60421
13213,28913130,Cabo Frio,RJ,28913
13214,28906280,Cabo Frio,RJ,28906
13215,93410172,Novo Hamburgo,RS,93410
13216,45611100,Itabuna,BA,45611
13217,26043312,Nova Iguaçu,RJ,26043
13218,87204308,Cianorte,PR,87204
13219,40349530,Salvador,BA,40349
13220,76873384,Ariquemes,RO,76873
13221,89112786,Gaspar,SC,89112
13222,13848830,Mogi Guaçu,SP,13848
13223,44092442,Feira de Santana,BA,44092
13224,19580970,Anhumas,SP,19580
13225,06648020,Jandira,SP,06648
13226,76987608,Vilhena,RO,76987
13227,36051399,Juiz de Fora,MG,36051
13228,14713000,Bebedouro,SP,14713
13229,47300970,Casa Nova,BA,47300
13230,60542122,Fortaleza,CE,60542
13231,29706020,Colatina,ES,29706
13232,13780970,Divinolândia,SP,13780
13233,19865970,Pedrinhas Paulista,SP,19865
13234,23931470,Angra dos Reis,RJ,23931
13235,56840970,Iguaraci,PE,56840
13236,17470212,Duartina,SP,17470
13237,48840970,Cansanção,BA,48840
13238,38702044,Patos de Minas,MG,38702
13239,88330260,Balneário Camboriú,SC,88330
13240,59355970,Equador,RN,59355
13241,29906850,Linhares,ES,29906
13242,19065700,Presidente Prudente,SP,19065
13243,46570970,Botuporã,BA,46570
13244,95706000,Bento Gonçalves,RS,95706
13245,63670970,Arneiroz,CE,63670
13246,69905853,Rio Branco,AC,69905
13247,68513602,Marabá,PA,68513
13248,76962000,Cacoal,RO,76962
13249,28990894,Saquarema,RJ,28990
13250,40223580,Salvador,BA,40223
13251,97314086,São Gabriel,RS,97314
13252,62725970,Lagoa do Mato,CE,62725
13253,37548970,Conceição dos Ouros,MG,37548
13254,84020155,Ponta Grossa,PR,84020
13255,83015810,São José dos Pinhais,PR,83015
13256,08685130,Suzano,SP,08685
13257,76873132,Ariquemes,RO,76873
13258,89253506,Jaraguá do Sul,SC,89253
13259,16570064,Guarantã,SP,16570
13260,24007900,Niterói,RJ,24007
13261,65170970,Icatu,MA,65170
13262,16058219,Araçatuba,SP,16058
13263,88070040,Florianópolis,SC,88070
13264,37310970,Bom Jardim de Minas,MG,37310
13265,11668600,Caraguatatuba,SP,11668
13266,17501230,Marília,SP,17501
13267,76829124,Porto Velho,RO,76829
13268,18670017,Areiópolis,SP,18670
13269,29033334,Vitória,ES,29033
13270,35358971,Santana do Tabuleiro,MG,35358
13271,13500400,Rio Claro,SP,13500
13272,08257020,São Paulo,SP,08257
13273,17051420,Bauru,SP,17051
13274,25041505,Duque de Caxias,RJ,25041
13275,40342005,Salvador,BA,40342
13276,37170970,Boa Esperança,MG,37170
13277,19061545,Presidente Prudente,SP,19061
13278,44088072,Feira de Santana,BA,44088
13279,75815000,Itajá,GO,75815
13280,58428812,Campina Grande,PB,58428
13281,76829524,Porto Velho,RO,76829
13282,28300970,Itaperuna,RJ,28300
13283,26330450,Queimados,RJ,26330
13284,71697083,Brasília,DF,71697
13285,50790186,Recife,PE,50790
13286,78265970,Reserva do Cabaçal,MT,78265
13287,96178970,Arambaré,RS,96178
13288,74885760,Goiânia,GO,74885
13289,78552262,Sinop,MT,78552
13290,29222653,Guarapari,ES,29222
13291,53170497,Olinda,PE,53170
13292,26053550,Nova Iguaçu,RJ,26053
13293,76985798,Vilhena,RO,76985
13294,08560010,Poá,SP,08560
13295,32677299,Betim,MG,32677
13296,91788400,Porto Alegre,RS,91788
13297,14580970,Guará,SP,14580
13298,35702134,Sete Lagoas,MG,35702
13299,88372500,Navegantes,SC,88372
13300,76901270,Ji-Paraná,RO,76901
13301,31920010,Belo Horizonte,MG,31920
13302,54300087,Jaboatão dos Guararapes,PE,54300
13303,60873073,Fortaleza,CE,60873
13304,06820050,Embu das Artes,SP,06820
13305,76825033,Porto Velho,RO,76825
13306,86845970,Grandes Rios,PR,86845
13307,71655400,Brasília,DF,71655
13308,84290970,Sapopema,PR,84290
13309,76954970,Alta Floresta D'Oeste,RO,76954
13310,79831110,Dourados,MS,79831
13311,65302240,Santa Inês,MA,65302
13312,39440807,Janaúba,MG,39440
13313,11013400,Santos,SP,11013
13314,45550991,Ubatã,BA,45550
13315,46140970,Livramento de Nossa Senhora,BA,46140
13316,25808020,Três Rios,RJ,25808
13317,05337040,São Paulo,SP,05337
13318,07177025,Guarulhos,SP,07177
13319,18745970,Coronel Macedo,SP,18745
13320,71715048,Brasília,DF,71715
13321,24716715,São Gonçalo,RJ,24716
13322,60532650,Fortaleza,CE,60532
13323,30421026,Belo Horizonte,MG,30421
13324,07781080,Cajamar,SP,07781
13325,13088654,Campinas,SP,13088
13326,46980970,Iraquara,BA,46980
13327,46835970,Nova Redenção,BA,46835
13328,15150970,Monte Aprazível,SP,15150
13329,18470970,Riversul,SP,18470
13330,48630970,Rodelas,BA,48630
13331,58533970,Pindurão,PB,58533
13332,95612190,Taquara,RS,95612
13333,57950970,Japaratinga,AL,57950
13334,88168556,Biguaçu,SC,88168
13335,57525970,Ouro Branco,AL,57525
13336,88067400,Florianópolis,SC,88067
13337,30575644,Belo Horizonte,MG,30575
13338,17580033,Pompéia,SP,17580
13339,74684570,Goiânia,GO,74684
13340,64875970,Manoel Emídio,PI,64875
13341,68682970,Quatro Bocas,PA,68682
13342,75400128,Inhumas,GO,75400
13343,25755355,Petrópolis,RJ,25755
13344,35480970,Bonfim,MG,35480
13345,24903505,Maricá,RJ,24903
13346,35910970,Santa Maria de Itabira,MG,35910
13347,89252405,Jaraguá do Sul,SC,89252
13348,74723010,Goiânia,GO,74723
13349,78600412,Barra do Garças,MT,78600
13350,74635145,Goiânia,GO,74635
13351,45822071,Eunápolis,BA,45822
13352,16056225,Araçatuba,SP,16056
13353,12525254,Potim,SP,12525
13354,12912140,Bragança Paulista,SP,12912
13355,70422900,Brasília,DF,70422
13356,73730970,Mimoso de Goiás,GO,73730
13357,13064410,Campinas,SP,13064
13358,37400970,Campanha,MG,37400
13359,37563971,Tocos do Moji,MG,37563
13360,65292970,Boa Vista do Gurupi,MA,65292
13361,78553740,Sinop,MT,78553
13362,68617971,Cachoeira do Piriá,PA,68617
13363,28685970,Japuíba,RJ,28685
13364,26033295,Nova Iguaçu,RJ,26033
13365,64050010,Teresina,PI,64050
13366,48909733,Juazeiro,BA,48909
13367,37245970,Carrancas,MG,37245
13368,06286000,Osasco,SP,06286
13369,83501590,Almirante Tamandaré,PR,83501
13370,25271674,Duque de Caxias,RJ,25271
13371,53220132,Olinda,PE,53220
13372,25977291,Teresópolis,RJ,25977
13373,87209140,Cianorte,PR,87209
13374,22783551,Rio de Janeiro,RJ,22783
13375,61940027,Maranguape,CE,61940
13376,30285658,Belo Horizonte,MG,30285
13377,61801105,Pacatuba,CE,61801
13378,64048400,Teresina,PI,64048
13379,66630580,Belém,PA,66630
13380,69918630,Rio Branco,AC,69918
13381,09689030,São Bernardo do Campo,SP,09689
13382,76824338,Porto Velho,RO,76824
13383,95990970,Ilópolis,RS,95990
13384,98368971,Cristal do Sul,RS,98368
13385,86350970,Santa Mariana,PR,86350
13386,80740120,Curitiba,PR,80740
13387,95250970,Antônio Prado,RS,95250
13388,97418971,Toropi,RS,97418
13389,88385970,Penha,SC,88385
13390,76811532,Porto Velho,RO,76811
13391,06810390,Embu das Artes,SP,06810
13392,89182990,Lontras,SC,89182
13393,12980970,Joanópolis,SP,12980
13394,71715037,Brasília,DF,71715
13395,26113000,Belford Roxo,RJ,26113
13396,66060224,Belém,PA,66060
13397,89828970,Lajeado Grande,SC,89828
13398,75515593,Itumbiara,GO,75515
13399,37135200,Alfenas,MG,37135
13400,61903010,Maracanaú,CE,61903
13401,28991015,Saquarema,RJ,28991
13402,69067375,Manaus,AM,69067
13403,88336275,Balneário Camboriú,SC,88336
13404,69918600,Rio Branco,AC,69918
13405,30640070,Belo Horizonte,MG,30640
13406,25740247,Petrópolis,RJ,25740
13407,84320970,Reserva,PR,84320
13408,15760970,Urânia,SP,15760
13409,55870970,Timbaúba,PE,55870
13410,46200970,Condeúba,BA,46200
13411,38413309,Uberlândia,MG,38413
13412,40320005,Salvador,BA,40320
13413,19801210,Assis,SP,19801
13414,76963801,Cacoal,RO,76963
13415,44642970,Nova Fátima,BA,44642
13416,93135120,São Leopoldo,RS,93135
13417,45600792,Itabuna,BA,45600
13418,94945150,Cachoeirinha,RS,94945
13419,22630013,Rio de Janeiro,RJ,22630
13420,22211130,Rio de Janeiro,RJ,22211
13421,89221750,Joinville,SC,89221
13422,49067016,Aracaju,SE,49067
13423,57025655,Maceió,AL,57025
13424,58895970,Belém do Brejo do Cruz,PB,58895
13425,21525680,Rio de Janeiro,RJ,21525
13426,60440092,Fortaleza,CE,60440
13427,74356315,Goiânia,GO,74356
13428,29937290,São Mateus,ES,29937
13429,38405309,Uberlândia,MG,38405
13430,64108970,Boa Hora,PI,64108
13431,55540970,Palmares,PE,55540
13432,30295202,Belo Horizonte,MG,30295
13433,59031460,Natal,RN,59031
13434,59515970,Angicos,RN,59515
13435,08790859,Mogi das Cruzes,SP,08790
13436,88139042,Palhoça,SC,88139
13437,60356412,Fortaleza,CE,60356
13438,64222970,Cajueiro da Praia,PI,64222
13439,83535998,Campo Magro,PR,83535
13440,61949210,Maranguape,CE,61949
13441,12410030,Pindamonhangaba,SP,12410
13442,29177351,Serra,ES,29177
13443,88505152,Lages,SC,88505
13444,69101712,Itacoatiara,AM,69101
13445,88504355,Lages,SC,88504
13446,94430470,Viamão,RS,94430
13447,83325282,Pinhais,PR,83325
13448,13830001,Santo Antônio de Posse,SP,13830
13449,12943500,Atibaia,SP,12943
13450,84608970,São Domingos,PR,84608
13451,76808180,Porto Velho,RO,76808
13452,29900519,Linhares,ES,29900
13453,57310230,Arapiraca,AL,57310
13454,65906661,Imperatriz,MA,65906
13455,50875052,Recife,PE,50875
13456,68900074,Macapá,AP,68900
13457,59575990,Extremoz,RN,59575
13458,13142155,Paulínia,SP,13142
13459,94500330,Viamão,RS,94500
13460,57603145,Palmeira dos Índios,AL,57603
13461,44076350,Feira de Santana,BA,44076
13462,64465970,Lagoinha do Piauí,PI,64465
13463,68722970,Magalhães Barata,PA,68722
13464,65718959,Lagoa Grande do Maranhão,MA,65718
13465,74565420,Goiânia,GO,74565
13466,65908686,Imperatriz,MA,65908
13467,45830694,Eunápolis,BA,45830
13468,76824098,Porto Velho,RO,76824
13469,60520022,Fortaleza,CE,60520
13470,64910970,Santa Luz,PI,64910
13471,63122295,Crato,CE,63122
13472,94175320,Gravataí,RS,94175
13473,76810150,Porto Velho,RO,76810
13474,36061140,Juiz de Fora,MG,36061
13475,30518144,Belo Horizonte,MG,30518
13476,53300390,Olinda,PE,53300
13477,62014505,Sobral,CE,62014
13478,62886530,Horizonte,CE,62886
13479,21941611,Rio de Janeiro,RJ,21941
13480,08577020,Itaquaquecetuba,SP,08577
13481,31741132,Belo Horizonte,MG,31741
13482,79096149,Campo Grande,MS,79096
13483,12231675,São José dos Campos,SP,12231
13484,41480410,Salvador,BA,41480
13485,13289710,Vinhedo,SP,13289
13486,35473970,Belo Vale,MG,35473
13487,17015160,Bauru,SP,17015
13488,61809355,Pacatuba,CE,61809
13489,63902805,Quixadá,CE,63902
13490,51260001,Recife,PE,51260
13491,61805285,Pacatuba,CE,61805
13492,63018754,Juazeiro do Norte,CE,63018
13493,32020011,Contagem,MG,32020
13494,73356000,Brasília,DF,73356
13495,73011040,Brasília,DF,73011
13496,66916490,Belém,PA,66916
13497,74936145,Aparecida de Goiânia,GO,74936
13498,65913633,Imperatriz,MA,65913
13499,30620372,Belo Horizonte,MG,30620
13500,74981160,Aparecida de Goiânia,GO,74981
13501,35164538,Ipatinga,MG,35164
13502,32420000,Ibirité,MG,32420
13503,72320300,Brasília,DF,72320
13504,32407131,Ibirité,MG,32407
13505,11955970,Barra do Turvo,SP,11955
13506,35623971,Poções de Paineiras,MG,35623
13507,26700970,Mendes,RJ,26700
13508,39472970,Capitão Enéas,MG,39472
13509,76825481,Porto Velho,RO,76825
13510,23591450,Rio de Janeiro,RJ,23591
13511,26282105,Nova Iguaçu,RJ,26282
13512,20771003,Rio de Janeiro,RJ,20771
13513,24809140,Itaboraí,RJ,24809
13514,25811600,Três Rios,RJ,25811
13515,25995420,Teresópolis,RJ,25995
13516,25010090,Duque de Caxias,RJ,25010
13517,23030250,Rio de Janeiro,RJ,23030
13518,38607066,Paracatu,MG,38607
13519,27185970,Arrozal,RJ,27185
13520,78240970,Porto Esperidião,MT,78240
13521,26262160,Nova Iguaçu,RJ,26262
13522,96445971,Aceguá,RS,96445
13523,76345000,Nova América,GO,76345
13524,90018900,Porto Alegre,RS,90018
13525,77555970,Fátima,TO,77555
13526,09931400,Diadema,SP,09931
13527,75795970,Campo Alegre de Goiás,GO,75795
13528,21070032,Rio de Janeiro,RJ,21070
13529,76873323,Ariquemes,RO,76873
13530,85859730,Foz do Iguaçu,PR,85859
13531,80250210,Curitiba,PR,80250
13532,76824685,Porto Velho,RO,76824
13533,79170973,Sidrolândia,MS,79170
13534,76824329,Porto Velho,RO,76824
13535,89289660,São Bento do Sul,SC,89289
13536,85140970,Candói,PR,85140
13537,13750970,Igaraí,SP,13750
13538,83648990,Bateias,PR,83648
13539,60540495,Fortaleza,CE,60540
13540,89880970,Caxambu do Sul,SC,89880
13541,18420970,Guarizinho,SP,18420
13542,89745970,Presidente Castello Branco,SC,89745
13543,89875970,Tigrinhos,SC,89875
13544,15680970,Guarani D'Oeste,SP,15680
13545,29075035,Vitória,ES,29075
13546,83050010,São José dos Pinhais,PR,83050
13547,14670970,Nuporanga,SP,14670
13548,75708684,Catalão,GO,75708
13549,44630970,Mairi,BA,44630
13550,41387140,Salvador,BA,41387
13551,91900050,Porto Alegre,RS,91900
13552,55525970,Cortês,PE,55525
13553,93040335,São Leopoldo,RS,93040
13554,59518970,São Rafael,RN,59518
13555,58985970,Santana de Mangueira,PB,58985
13556,71969000,Brasília,DF,71969
13557,44032581,Feira de Santana,BA,44032
13558,69870970,Envira,AM,69870
13559,59665970,Carnaubais,RN,59665
13560,62970970,Alto Santo,CE,62970
13561,68850970,Santa Cruz do Arari,PA,68850
13562,29255970,Marechal Floriano,ES,29255
13563,29321990,Cachoeiro de Itapemirim,ES,29321
13564,35607971,Ibitira,MG,35607
13565,18045180,Sorocaba,SP,18045
13566,30286052,Belo Horizonte,MG,30286
13567,35409971,Santa Rita de Ouro Preto,MG,35409
13568,12604470,Lorena,SP,12604
13569,36972971,Martins Soares,MG,36972
13570,39170970,Rio Vermelho,MG,39170
13571,47814554,Barreiras,BA,47814
13572,13220080,Várzea Paulista,SP,13220
13573,36290970,Capela Nova,MG,36290
13574,68702005,Capanema,PA,68702
13575,37165970,Campo do Meio,MG,37165
13576,76873636,Ariquemes,RO,76873
13577,04533130,São Paulo,SP,04533
13578,28495971,Aperibé,RJ,28495
13579,86061959,Londrina,PR,86061
13580,08692085,Suzano,SP,08692
13581,72813970,Luziânia,GO,72813
13582,09783400,São Bernardo do Campo,SP,09783
13583,31160525,Belo Horizonte,MG,31160
13584,29115650,Vila Velha,ES,29115
13585,28613000,Nova Friburgo,RJ,28613
13586,45000365,Vitória da Conquista,BA,45000
13587,04643060,São Paulo,SP,04643
13588,95183993,Nova Sardenha,RS,95183
13589,95717970,Pinto Bandeira,RS,95717
13590,70337500,Brasília,DF,70337
13591,53630516,Igarassu,PE,53630
13592,69914324,Rio Branco,AC,69914
13593,75630000,Mairipotaba,GO,75630
13594,78698970,Pontal do Araguaia,MT,78698
13595,52211060,Recife,PE,52211
13596,69104003,Itacoatiara,AM,69104
13597,96817000,Santa Cruz do Sul,RS,96817
13598,79380970,Miranda,MS,79380
13599,76485000,Estrela do Norte,GO,76485
13600,79824060,Dourados,MS,79824
13601,29700543,Colatina,ES,29700
13602,52041005,Recife,PE,52041
13603,24717610,São Gonçalo,RJ,24717
13604,77495970,Nova Rosalândia,TO,77495
13605,82640182,Curitiba,PR,82640
13606,87115101,Sarandi,PR,87115
13607,62881060,Horizonte,CE,62881
13608,77410470,Gurupi,TO,77410
13609,60532780,Fortaleza,CE,60532
13610,76813898,Porto Velho,RO,76813
13611,40318050,Salvador,BA,40318
13612,88840972,Urussanga,SC,88840
13613,82940300,Curitiba,PR,82940
13614,63110310,Crato,CE,63110
13615,77813125,Araguaína,TO,77813
13616,39940970,Rio do Prado,MG,39940
13617,89233222,Joinville,SC,89233
13618,89535970,Ponte Alta do Norte,SC,89535
13619,75126400,Anápolis,GO,75126
13620,59173992,Goianinha,RN,59173
13621,78731601,Rondonópolis,MT,78731
13622,44340970,Muritiba,BA,44340
13623,36318970,São Miguel do Cajuru,MG,36318
13624,46985970,Iraporanga,BA,46985
13625,39660970,Turmalina,MG,39660
13626,37997970,Claraval,MG,37997
13627,65727970,Trizidela do Vale,MA,65727
13628,05604030,São Paulo,SP,05604
13629,64016075,Teresina,PI,64016
13630,40100385,Salvador,BA,40100
13631,70352500,Brasília,DF,70352
13632,89032325,Blumenau,SC,89032
13633,28890251,Rio das Ostras,RJ,28890
13634,65935971,Buritirana,MA,65935
13635,62870970,Pacajus,CE,62870
13636,39990971,Águas Vermelhas,MG,39990
13637,58485970,São Domingos do Cariri,PB,58485
13638,64540970,Ipiranga do Piauí,PI,64540
13639,74769790,Goiânia,GO,74769
13640,38775970,Veredas,MG,38775
13641,58701530,Patos,PB,58701
13642,65030220,São Luís,MA,65030
13643,23905010,Angra dos Reis,RJ,23905
13644,04704060,São Paulo,SP,04704
13645,09642000,São Bernardo do Campo,SP,09642
13646,89063083,Blumenau,SC,89063
13647,08122000,São Paulo,SP,08122
13648,85810170,Cascavel,PR,85810
13649,38748538,Patrocínio,MG,38748
13650,27267111,Volta Redonda,RJ,27267
13651,93295582,Esteio,RS,93295
13652,14025480,Ribeirão Preto,SP,14025
13653,23016620,Rio de Janeiro,RJ,23016
13654,51180970,Recife,PE,51180
13655,18704000,Avaré,SP,18704
13656,79002368,Campo Grande,MS,79002
13657,76876662,Ariquemes,RO,76876
13658,12230001,São José dos Campos,SP,12230
13659,78625970,Novo São Joaquim,MT,78625
13660,16013350,Araçatuba,SP,16013
13661,13560250,São Carlos,SP,13560
13662,70658291,Brasília,DF,70658
13663,40365715,Salvador,BA,40365
13664,13380305,Nova Odessa,SP,13380
13665,76964306,Cacoal,RO,76964
13666,41220515,Salvador,BA,41220
13667,81860390,Curitiba,PR,81860
13668,45822303,Eunápolis,BA,45822
13669,75085690,Anápolis,GO,75085
13670,50865041,Recife,PE,50865
13671,24731221,São Gonçalo,RJ,24731
13672,79950970,Naviraí,MS,79950
13673,85810090,Cascavel,PR,85810
13674,76808644,Porto Velho,RO,76808
13675,78445970,Nova Maringá,MT,78445
13676,77755970,Bernardo Sayão,TO,77755
13677,87640970,Uniflor,PR,87640
13678,88064001,Florianópolis,SC,88064
13679,76165000,Americano do Brasil,GO,76165
13680,21520720,Rio de Janeiro,RJ,21520
13681,78550570,Sinop,MT,78550
13682,01407909,São Paulo,SP,01407
13683,26022580,Nova Iguaçu,RJ,26022
13684,93410035,Novo Hamburgo,RS,93410
13685,32602335,Betim,MG,32602
13686,63702244,Crateús,CE,63702
13687,98335970,Boa Vista das Missões,RS,98335
13688,97032000,Santa Maria,RS,97032
13689,70730545,Brasília,DF,70730
13690,30532000,Belo Horizonte,MG,30532
13691,45206719,Jequié,BA,45206
13692,07434525,Arujá,SP,07434
13693,59025280,Natal,RN,59025
13694,88880970,Lauro Müller,SC,88880
13695,78025564,Cuiabá,MT,78025
13696,85980972,Guaíra,PR,85980
13697,87270970,Engenheiro Beltrão,PR,87270
13698,68375375,Altamira,PA,68375
13699,14860970,Barrinha,SP,14860
13700,17590970,Queiroz,SP,17590
13701,31530000,Belo Horizonte,MG,31530
13702,59152110,Parnamirim,RN,59152
13703,78553776,Sinop,MT,78553
13704,76984071,Vilhena,RO,76984
13705,14260970,Cássia dos Coqueiros,SP,14260
13706,74685730,Goiânia,GO,74685
13707,19960970,Campos Novos Paulista,SP,19960
13708,24060027,Niterói,RJ,24060
13709,76812754,Porto Velho,RO,76812
13710,88590971,Anita Garibaldi,SC,88590
13711,14230970,Serra Azul,SP,14230
13712,58356970,Gurinhém,PB,58356
13713,84600530,União da Vitória,PR,84600
13714,13486653,Limeira,SP,13486
13715,15828970,Palmares Paulista,SP,15828
13716,70200001,Brasília,DF,70200
13717,16078273,Araçatuba,SP,16078
13718,62104972,Patriarca,CE,62104
13719,05517040,São Paulo,SP,05517
13720,44655970,Pé de Serra,BA,44655
13721,08555135,Poá,SP,08555
13722,63041082,Juazeiro do Norte,CE,63041
13723,27220270,Volta Redonda,RJ,27220
13724,48760970,Araci,BA,48760
13725,06435350,Barueri,SP,06435
13726,38743078,Patrocínio,MG,38743
13727,76964116,Cacoal,RO,76964
13728,56825970,Ibitiranga,PE,56825
13729,40252430,Salvador,BA,40252
13730,45052180,Vitória da Conquista,BA,45052
13731,44086210,Feira de Santana,BA,44086
13732,35902085,Itabira,MG,35902
13733,04163005,São Paulo,SP,04163
13734,25223460,Duque de Caxias,RJ,25223
13735,62860970,Pindoretama,CE,62860
13736,63560991,Acopiara,CE,63560
13737,78080300,Cuiabá,MT,78080
13738,65723970,Bernardo do Mearim,MA,65723
13739,59513970,Itajá,RN,59513
13740,69425970,Caapiranga,AM,69425
13741,75145170,Anápolis,GO,75145
13742,60762704,Fortaleza,CE,60762
13743,89026305,Blumenau,SC,89026
13744,29295970,Vargem Alta,ES,29295
13745,58360970,Itabaiana,PB,58360
13746,36940970,Santana do Manhuaçu,MG,36940
13747,39553972,Ninheira,MG,39553
13748,30575834,Belo Horizonte,MG,30575
13749,70210550,Brasília,DF,70210
13750,20766721,Rio de Janeiro,RJ,20766
13751,27475970,Lídice,RJ,27475
13752,45075300,Vitória da Conquista,BA,45075
13753,96209260,Rio Grande,RS,96209
13754,03281904,São Paulo,SP,03281
13755,30518082,Belo Horizonte,MG,30518
13756,69911784,Rio Branco,AC,69911
13757,60540178,Fortaleza,CE,60540
13758,30111070,Belo Horizonte,MG,30111
13759,59012194,Natal,RN,59012
13760,08504020,Ferraz de Vasconcelos,SP,08504
13761,28615110,Nova Friburgo,RJ,28615
13762,76821240,Porto Velho,RO,76821
13763,23830030,Itaguaí,RJ,23830
13764,24858084,Itaboraí,RJ,24858
13765,60020351,Fortaleza,CE,60020
13766,69103280,Itacoatiara,AM,69103
13767,24813063,Itaboraí,RJ,24813
13768,83829068,Fazenda Rio Grande,PR,83829
13769,37022562,Varginha,MG,37022
13770,36400049,Conselheiro Lafaiete,MG,36400
13771,22610070,Rio de Janeiro,RJ,22610
13772,71020001,Brasília,DF,71020
13773,08590505,Itaquaquecetuba,SP,08590
13774,07114230,Guarulhos,SP,07114
13775,54735130,São Lourenço da Mata,PE,54735
13776,53429000,Paulista,PE,53429
13777,25745090,Petrópolis,RJ,25745
13778,35424390,Mariana,MG,35424
13779,79815170,Dourados,MS,79815
13780,65904293,Imperatriz,MA,65904
13781,25904876,Magé,RJ,25904
13782,78553576,Sinop,MT,78553
13783,70336500,Brasília,DF,70336
13784,79020907,Campo Grande,MS,79020
13785,12295230,Caçapava,SP,12295
13786,12233001,São José dos Campos,SP,12233
13787,74063360,Goiânia,GO,74063
13788,74330010,Goiânia,GO,74330
13789,96060160,Pelotas,RS,96060
13790,13150292,Cosmópolis,SP,13150
13791,13176323,Sumaré,SP,13176
13792,37135136,Alfenas,MG,37135
13793,26060672,Nova Iguaçu,RJ,26060
13794,28621650,Nova Friburgo,RJ,28621
13795,87080185,Maringá,PR,87080
13796,74480060,Goiânia,GO,74480
13797,29050765,Vitória,ES,29050
13798,13422212,Piracicaba,SP,13422
13799,29900174,Linhares,ES,29900
13800,75100725,Anápolis,GO,75100
13801,32670760,Betim,MG,32670
13802,88813095,Criciúma,SC,88813
13803,77435225,Gurupi,TO,77435
13804,89220815,Joinville,SC,89220
13805,74890806,Goiânia,GO,74890
13806,32046302,Contagem,MG,32046
13807,69308055,Boa Vista,RR,69308
13808,72865001,Novo Gama,GO,72865
13809,24802750,Itaboraí,RJ,24802
13810,94480500,Viamão,RS,94480
13811,51021282,Recife,PE,51021
13812,76808644,Porto Velho,RO,76808
13813,88164210,Biguaçu,SC,88164
13814,87065200,Maringá,PR,87065
13815,74853120,Goiânia,GO,74853
13816,88160286,Biguaçu,SC,88160
13817,54250183,Jaboatão dos Guararapes,PE,54250
13818,76824000,Porto Velho,RO,76824
13819,35183065,Timóteo,MG,35183
13820,06655750,Itapevi,SP,06655
13821,59090276,Natal,RN,59090
13822,22750440,Rio de Janeiro,RJ,22750
13823,60533500,Fortaleza,CE,60533
13824,68627488,Paragominas,PA,68627
13825,69906154,Rio Branco,AC,69906
13826,31975200,Belo Horizonte,MG,31975
13827,37559470,Pouso Alegre,MG,37559
13828,08742320,Mogi das Cruzes,SP,08742
13829,09842062,São Bernardo do Campo,SP,09842
13830,60540605,Fortaleza,CE,60540
13831,24737547,São Gonçalo,RJ,24737
13832,29156079,Cariacica,ES,29156
13833,58188970,Baraúna,PB,58188
13834,76304970,Ipiranga de Goiás,GO,76304
13835,93995970,Santa Maria do Herval,RS,93995
13836,75430000,Caturaí,GO,75430
13837,57360970,Girau do Ponciano,AL,57360
13838,47690970,Coribe,BA,47690
13839,64725970,Ribeira do Piauí,PI,64725
13840,65365970,Zé Doca,MA,65365
13841,96590970,Santana da Boa Vista,RS,96590
13842,86640970,Cafeara,PR,86640
13843,86975970,Mandaguari,PR,86975
13844,95580974,Três Cachoeiras,RS,95580
13845,69890970,Ipixuna,AM,69890
13846,78580970,Alta Floresta,MT,78580
13847,85557971,Coronel Domingos Soares,PR,85557
13848,68985000,Clevelândia do Norte,AP,68985
13849,20770145,Rio de Janeiro,RJ,20770
13850,47400970,Xique-Xique,BA,47400
13851,29920970,Rio Bananal,ES,29920
13852,76820537,Porto Velho,RO,76820
13853,35552970,Neolândia,MG,35552
13854,83880975,Rio Negro,PR,83880
13855,37820970,Arceburgo,MG,37820
13856,37582970,Careaçu,MG,37582
13857,76829712,Porto Velho,RO,76829
13858,86825970,Marilândia do Sul,PR,86825
13859,96360970,Pedro Osório,RS,96360
13860,77783970,Bandeirantes do Tocantins,TO,77783
13861,88940970,Timbé do Sul,SC,88940
13862,29031848,Vitória,ES,29031
13863,37512970,Wenceslau Braz,MG,37512
13864,76990973,Chupinguaia,RO,76990
13865,76873017,Ariquemes,RO,76873
13866,27690971,Manuel Duarte,RJ,27690
13867,48895971,São Domingos,BA,48895
13868,78301554,Tangará da Serra,MT,78301
13869,05585000,São Paulo,SP,05585
13870,59090135,Natal,RN,59090
13871,76710000,Aruanã,GO,76710
13872,78553631,Sinop,MT,78553
13873,77710970,Pedro Afonso,TO,77710
13874,93950970,Dois Irmãos,RS,93950
13875,75820000,Serranópolis,GO,75820
13876,78345970,Castanheira,MT,78345
13877,35305022,Caratinga,MG,35305
13878,97900970,Cerro Largo,RS,97900
13879,05523010,São Paulo,SP,05523
13880,88865970,Nova Veneza,SC,88865
13881,97960990,Sete de Setembro,RS,97960
13882,78370970,Nova Olímpia,MT,78370
13883,88870971,Orleans,SC,88870
13884,87503410,Umuarama,PR,87503
13885,89180970,Rio do Oeste,SC,89180
13886,20091060,Rio de Janeiro,RJ,20091
13887,74125010,Goiânia,GO,74125
13888,87033450,Maringá,PR,87033
13889,06421400,Barueri,SP,06421
13890,13790970,São Sebastião da Grama,SP,13790
13891,76810534,Porto Velho,RO,76810
13892,22621290,Rio de Janeiro,RJ,22621
