,cep,cidade,uf,cep_5_digitos
2856,44005785,Feira de Santana,BA,44005
2857,59032050,Natal,RN,59032
2858,38640975,Riachinho,MG,38640
2859,13483084,Limeira,SP,13483
2860,51030000,Recife,PE,51030
2861,51130180,Recife,PE,51130
2862,09627000,São Bernardo do Campo,SP,09627
2863,93140315,São Leopoldo,RS,93140
2864,09604000,São Bernardo do Campo,SP,09604
2865,62508170,Itapipoca,CE,62508
2866,33855534,Ribeirão das Neves,MG,33855
2867,95082380,Caxias do Sul,RS,95082
2868,09425500,Ribeirão Pires,SP,09425
2869,74487000,Goiânia,GO,74487
2870,09603000,São Bernardo do Campo,SP,09603
2871,76811220,Porto Velho,RO,76811
2872,29630970,Brejetuba,ES,29630
2873,76801458,Porto Velho,RO,76801
2874,85810140,Cascavel,PR,85810
2875,26650971,Engenheiro Paulo de Frontin,RJ,26650
2876,78555753,Sinop,MT,78555
2877,75513789,Itumbiara,GO,75513
2878,39678972,Aricanduva,MG,39678
2879,36213970,Dores de Campos,MG,36213
2880,27534000,Resende,RJ,27534
2881,23902640,Angra dos Reis,RJ,23902
2882,88168385,Biguaçu,SC,88168
2883,29901145,Linhares,ES,29901
2884,39317972,Pintópolis,MG,39317
2885,74430510,Goiânia,GO,74430
2886,97501622,Uruguaiana,RS,97501
2887,76824262,Porto Velho,RO,76824
2888,28430970,Cambuci,RJ,28430
2889,78553649,Sinop,MT,78553
2890,36406473,Conselheiro Lafaiete,MG,36406
2891,60540234,Fortaleza,CE,60540
2892,38307165,Ituiutaba,MG,38307
2893,21940260,Rio de Janeiro,RJ,21940
2894,08506000,Ferraz de Vasconcelos,SP,08506
2895,26062100,Nova Iguaçu,RJ,26062
2896,76813514,Porto Velho,RO,76813
2897,21042000,Rio de Janeiro,RJ,21042
2898,81310400,Curitiba,PR,81310
2899,88309663,Itajaí,SC,88309
2900,51110030,Recife,PE,51110
2901,04423000,São Paulo,SP,04423
2902,13044165,Campinas,SP,13044
2903,95778970,Vale Real,RS,95778
2904,07785540,Cajamar,SP,07785
2905,69103164,Itacoatiara,AM,69103
2906,91110004,Porto Alegre,RS,91110
2907,65630670,Timon,MA,65630
2908,40715536,Salvador,BA,40715
2909,78550338,Sinop,MT,78550
2910,59612300,Mossoró,RN,59612
2911,61627370,Caucaia,CE,61627
2912,25802270,Três Rios,RJ,25802
2913,76876656,Ariquemes,RO,76876
2914,61620343,Caucaia,CE,61620
2915,92010248,Canoas,RS,92010
2916,99034370,Passo Fundo,RS,99034
2917,59633540,Mossoró,RN,59633
2918,17285438,Pederneiras,SP,17285
2919,78132310,Várzea Grande,MT,78132
2920,29026600,Vitória,ES,29026
2921,69005140,Manaus,AM,69005
2922,24457155,São Gonçalo,RJ,24457
2923,89213217,Joinville,SC,89213
2924,89251000,Jaraguá do Sul,SC,89251
2925,81935393,Curitiba,PR,81935
2926,89035198,Blumenau,SC,89035
2927,34650200,Sabará,MG,34650
2928,88139228,Palhoça,SC,88139
2929,45987328,Teixeira de Freitas,BA,45987
2930,60872562,Fortaleza,CE,60872
2931,79907420,Ponta Porã,MS,79907
2932,30150260,Belo Horizonte,MG,30150
2933,36881094,Muriaé,MG,36881
2934,76964180,Cacoal,RO,76964
2935,99070445,Passo Fundo,RS,99070
2936,90050190,Porto Alegre,RS,90050
2937,97544170,Alegrete,RS,97544
2938,83512030,Almirante Tamandaré,PR,83512
2939,78125726,Várzea Grande,MT,78125
2940,88806300,Criciúma,SC,88806
2941,83824284,Fazenda Rio Grande,PR,83824
2942,29308167,Cachoeiro de Itapemirim,ES,29308
2943,31575065,Belo Horizonte,MG,31575
2944,28897364,Rio das Ostras,RJ,28897
2945,76821484,Porto Velho,RO,76821
2946,23063060,Rio de Janeiro,RJ,23063
2947,67103310,Ananindeua,PA,67103
2948,73813880,Formosa,GO,73813
2949,74920520,Aparecida de Goiânia,GO,74920
2950,31150690,Belo Horizonte,MG,31150
2951,60532760,Fortaleza,CE,60532
2952,86189435,Cambé,PR,86189
2953,40366180,Salvador,BA,40366
2954,13345006,Indaiatuba,SP,13345
2955,59015350,Natal,RN,59015
2956,79864970,Itahum,MS,79864
2957,79944970,Cristalina,MS,79944
2958,76866970,Theobroma,RO,76866
2959,84900970,Ibaiti,PR,84900
2960,83650970,Balsa Nova,PR,83650
2961,87575970,Rio Bonito,PR,87575
2962,45312971,Engenheiro França,BA,45312
2963,64365970,Novo Santo Antônio,PI,64365
2964,49300970,Tobias Barreto,SE,49300
2965,48970970,Senhor do Bonfim,BA,48970
2966,14680970,Jardinópolis,SP,14680
2967,17990970,Paulicéia,SP,17990
2968,89890970,Cunha Porã,SC,89890
2969,63530970,Cariús,CE,63530
2970,89896970,Itapiranga,SC,89896
2971,62840975,Beberibe,CE,62840
2972,55325970,Brejão,PE,55325
2973,55302990,Garanhuns,PE,55302
2974,15910970,Monte Alto,SP,15910
2975,87230970,Jussara,PR,87230
2976,98160970,Ivorá,RS,98160
2977,58320901,Alhandra,PB,58320
2978,57990970,Messias,AL,57990
2979,15960970,Ariranha,SP,15960
2980,39945972,Palmópolis,MG,39945
2981,35505970,Santo Antônio dos Campos,MG,35505
2982,37273970,Aguanil,MG,37273
2983,29950971,Jaguaré,ES,29950
2984,36320970,Prados,MG,36320
2985,82630160,Curitiba,PR,82630
2986,71731150,Brasília,DF,71731
2987,35738970,Prudente de Morais,MG,35738
2988,85628970,Manfrinópolis,PR,85628
2989,59066110,Natal,RN,59066
2990,77570970,Pium,TO,77570
2991,98980970,Porto Lucena,RS,98980
2992,85915175,Toledo,PR,85915
2993,86330970,Leópolis,PR,86330
2994,35010131,Governador Valadares,MG,35010
2995,86750970,Iguaraçu,PR,86750
2996,28800971,Rio Bonito,RJ,28800
2997,62650970,Uruburetama,CE,62650
2998,86960971,Barbosa Ferraz,PR,86960
2999,99800970,Marcelino Ramos,RS,99800
3000,73040110,Brasília,DF,73040
3001,74290040,Goiânia,GO,74290
3002,76821291,Porto Velho,RO,76821
3003,20060070,Rio de Janeiro,RJ,20060
3004,88443970,Vidal Ramos,SC,88443
3005,15270970,Macaubal,SP,15270
3006,78142360,Várzea Grande,MT,78142
3007,85350972,Nova Laranjeiras,PR,85350
3008,56670970,Betânia,PE,56670
3009,59245970,Serra Caiada,RN,59245
3010,59560970,Poço Branco,RN,59560
3011,64235970,Cocal,PI,64235
3012,63210970,Mauriti,CE,63210
3013,65320970,Vitorino Freire,MA,65320
3014,19070125,Presidente Prudente,SP,19070
3015,69104606,Itacoatiara,AM,69104
3016,07789375,Cajamar,SP,07789
3017,33980971,Taquaraçu de Minas,MG,33980
3018,18560971,Iperó,SP,18560
3019,29550970,Jerônimo Monteiro,ES,29550
3020,68610970,Augusto Corrêa,PA,68610
3021,69905970,Rio Branco,AC,69905
3022,41515002,Salvador,BA,41515
3023,60426097,Fortaleza,CE,60426
3024,79016000,Campo Grande,MS,79016
3025,13329170,Salto,SP,13329
3026,36844970,Tombos,MG,36844
3027,69083000,Manaus,AM,69083
3028,74767013,Goiânia,GO,74767
3029,54777433,Camaragibe,PE,54777
3030,78131182,Várzea Grande,MT,78131
3031,38160971,Nova Ponte,MG,38160
3032,76824819,Porto Velho,RO,76824
3033,36650970,Senador Cortes,MG,36650
3034,38130970,Campo Florido,MG,38130
3035,37578970,Bueno Brandão,MG,37578
3036,07031000,Guarulhos,SP,07031
3037,84604210,União da Vitória,PR,84604
3038,28425970,Cambiasca,RJ,28425
3039,74720260,Goiânia,GO,74720
3040,72001650,Brasília,DF,72001
3041,29032060,Vitória,ES,29032
3042,70737500,Brasília,DF,70737
3043,81290000,Curitiba,PR,81290
3044,59132440,Natal,RN,59132
3045,18400060,Itapeva,SP,18400
3046,61654050,Caucaia,CE,61654
3047,98590970,Santo Augusto,RS,98590
3048,35662702,Pará de Minas,MG,35662
3049,61920700,Maracanaú,CE,61920
3050,84020901,Ponta Grossa,PR,84020
3051,75114900,Anápolis,GO,75114
3052,75985000,São João da Paraúna,GO,75985
3053,49032016,Aracaju,SE,49032
3054,13327183,Salto,SP,13327
3055,64000300,Teresina,PI,64000
3056,13916218,Jaguariúna,SP,13916
3057,21532300,Rio de Janeiro,RJ,21532
3058,19063470,Presidente Prudente,SP,19063
3059,40750092,Salvador,BA,40750
3060,41204400,Salvador,BA,41204
3061,53610214,Igarassu,PE,53610
3062,78550663,Sinop,MT,78550
3063,07936150,Francisco Morato,SP,07936
3064,82320690,Curitiba,PR,82320
3065,87506050,Umuarama,PR,87506
3066,18304621,Capão Bonito,SP,18304
3067,96402064,Bagé,RS,96402
3068,08740080,Mogi das Cruzes,SP,08740
3069,79980970,Mundo Novo,MS,79980
3070,89490970,Três Barras,SC,89490
3071,60540232,Fortaleza,CE,60540
3072,23015230,Rio de Janeiro,RJ,23015
3073,78550597,Sinop,MT,78550
3074,06226000,Osasco,SP,06226
3075,78095616,Cuiabá,MT,78095
3076,88740970,Armazém,SC,88740
3077,54792496,Camaragibe,PE,54792
3078,19905157,Ourinhos,SP,19905
3079,37200400,Lavras,MG,37200
3080,21831300,Rio de Janeiro,RJ,21831
3081,54325631,Jaboatão dos Guararapes,PE,54325
3082,76824650,Porto Velho,RO,76824
3083,69103164,Itacoatiara,AM,69103
3084,42711560,Lauro de Freitas,BA,42711
3085,61880974,Itaitinga,CE,61880
3086,94463478,Viamão,RS,94463
3087,89266503,Jaraguá do Sul,SC,89266
3088,16052115,Araçatuba,SP,16052
3089,81690200,Curitiba,PR,81690
3090,89838970,Galvão,SC,89838
3091,49042190,Aracaju,SE,49042
3092,17290019,Macatuba,SP,17290
3093,24711120,São Gonçalo,RJ,24711
3094,77828554,Araguaína,TO,77828
3095,32341310,Contagem,MG,32341
3096,40285025,Salvador,BA,40285
3097,25932230,Magé,RJ,25932
3098,75124010,Anápolis,GO,75124
3099,92120015,Canoas,RS,92120
3100,78550466,Sinop,MT,78550
3101,19930970,Ribeirão do Sul,SP,19930
3102,15945970,Agulha,SP,15945
3103,76824326,Porto Velho,RO,76824
3104,66813215,Belém,PA,66813
3105,64055911,Teresina,PI,64055
3106,66825526,Belém,PA,66825
3107,49044350,Aracaju,SE,49044
3108,76820704,Porto Velho,RO,76820
3109,41905090,Salvador,BA,41905
3110,55170970,Brejo da Madre de Deus,PE,55170
3111,27360000,Barra Mansa,RJ,27360
3112,19274970,Primavera,SP,19274
3113,78717830,Rondonópolis,MT,78717
3114,14409685,Franca,SP,14409
3115,13208060,Jundiaí,SP,13208
3116,45440970,Nilo Peçanha,BA,45440
3117,15880970,Tabapuã,SP,15880
3118,13995970,Santo Antônio do Jardim,SP,13995
3119,89700640,Concórdia,SC,89700
3120,69042814,Manaus,AM,69042
3121,13255880,Itatiba,SP,13255
3122,59219970,Brejinho,RN,59219
3123,62597976,Caiçara,CE,62597
3124,30494080,Belo Horizonte,MG,30494
3125,65160970,Morros,MA,65160
3126,78550474,Sinop,MT,78550
3127,65810970,Alto Parnaíba,MA,65810
3128,58928970,Joca Claudino,PB,58928
3129,13471240,Americana,SP,13471
3130,62785970,Acarape,CE,62785
3131,06882405,Itapecerica da Serra,SP,06882
3132,59540970,Caiçara do Rio do Vento,RN,59540
3133,65035030,São Luís,MA,65035
3134,57670970,Maribondo,AL,57670
3135,82020970,Curitiba,PR,82020
3136,85067430,Guarapuava,PR,85067
3137,65042863,São Luís,MA,65042
3138,12523260,Guaratinguetá,SP,12523
3139,68420970,Mocajuba,PA,68420
3140,35182031,Timóteo,MG,35182
3141,79831372,Dourados,MS,79831
3142,57030170,Maceió,AL,57030
3143,82990203,Curitiba,PR,82990
3144,52280492,Recife,PE,52280
3145,35725971,Mocambeiro,MG,35725
3146,35364972,Pedra Bonita,MG,35364
3147,39190970,Senador Modestino Gonçalves,MG,39190
3148,58057453,João Pessoa,PB,58057
3149,76824084,Porto Velho,RO,76824
3150,72660000,Brasília,DF,72660
3151,08280340,São Paulo,SP,08280
3152,74673370,Goiânia,GO,74673
3153,11673460,Caraguatatuba,SP,11673
3154,93030132,São Leopoldo,RS,93030
3155,36506254,Ubá,MG,36506
3156,32417072,Ibirité,MG,32417
3157,28380990,Natividade,RJ,28380
3158,35022128,Governador Valadares,MG,35022
3159,35380971,Urucânia,MG,35380
3160,64059300,Teresina,PI,64059
3161,18775518,Iaras,SP,18775
3162,11555010,Cubatão,SP,11555
3163,28650970,Duas Barras,RJ,28650
3164,09617000,São Bernardo do Campo,SP,09617
3165,35303399,Caratinga,MG,35303
3166,57042528,Maceió,AL,57042
3167,78891490,Sorriso,MT,78891
3168,74180210,Goiânia,GO,74180
3169,74886075,Goiânia,GO,74886
3170,71710018,Brasília,DF,71710
3171,57052400,Maceió,AL,57052
3172,78020973,Cuiabá,MT,78020
3173,27943400,Macaé,RJ,27943
3174,95124010,Caxias do Sul,RS,95124
3175,66055040,Belém,PA,66055
3176,85898970,São José das Palmeiras,PR,85898
3177,88868000,Nossa Senhora de Caravaggio,SC,88868
3178,91170680,Porto Alegre,RS,91170
3179,76515000,Campos Verdes,GO,76515
3180,37007050,Varginha,MG,37007
3181,35182325,Timóteo,MG,35182
3182,76145000,Córrego do Ouro,GO,76145
3183,75250062,Senador Canedo,GO,75250
3184,80220000,Curitiba,PR,80220
3185,97043000,Santa Maria,RS,97043
3186,97306814,São Gabriel,RS,97306
3187,86188832,Cambé,PR,86188
3188,35010177,Governador Valadares,MG,35010
3189,19610000,Agisse,SP,19610
3190,60534281,Fortaleza,CE,60534
3191,15160959,Poloni,SP,15160
3192,78420970,Arenápolis,MT,78420
3193,85995970,Santa Rita do Oeste,PR,85995
3194,31370651,Belo Horizonte,MG,31370
3195,99925970,Ipiranga do Sul,RS,99925
3196,45190970,Planalto,BA,45190
3197,95042240,Caxias do Sul,RS,95042
3198,25051281,Duque de Caxias,RJ,25051
3199,89636970,Abdon Batista,SC,89636
3200,89188970,Agronômica,SC,89188
3201,89515970,Lebon Régis,SC,89515
3202,38406642,Uberlândia,MG,38406
3203,88316405,Itajaí,SC,88316
3204,06606035,Jandira,SP,06606
3205,89083450,Indaial,SC,89083
3206,54460080,Jaboatão dos Guararapes,PE,54460
3207,24940000,Maricá,RJ,24940
3208,78061402,Cuiabá,MT,78061
3209,74573285,Goiânia,GO,74573
3210,77826604,Araguaína,TO,77826
3211,46225970,Ibitira,BA,46225
3212,45085370,Vitória da Conquista,BA,45085
3213,88330329,Balneário Camboriú,SC,88330
3214,44094220,Feira de Santana,BA,44094
3215,19045000,Presidente Prudente,SP,19045
3216,65385970,São João do Carú,MA,65385
3217,59490970,Ielmo Marinho,RN,59490
3218,64435970,São Gonçalo do Piauí,PI,64435
3219,35012445,Governador Valadares,MG,35012
3220,55550970,Água Preta,PE,55550
3221,39710970,Coroaci,MG,39710
3222,29725970,Marilândia,ES,29725
3223,62022365,Sobral,CE,62022
3224,72735510,Brasília,DF,72735
3225,72980970,Pirenópolis,GO,72980
3226,35215970,São Sebastião da Vala,MG,35215
3227,24845100,Itaboraí,RJ,24845
3228,13433018,Piracicaba,SP,13433
3229,63970970,Ibaretama,CE,63970
3230,35733971,São Vicente,MG,35733
3231,12225143,São José dos Campos,SP,12225
3232,39508970,Jaíba,MG,39508
3233,12924620,Bragança Paulista,SP,12924
3234,59440959,Sítio Novo,RN,59440
3235,73700970,Padre Bernardo,GO,73700
3236,40105140,Salvador,BA,40105
3237,13973699,Itapira,SP,13973
3238,41385170,Salvador,BA,41385
3239,51111000,Recife,PE,51111
3240,13473620,Americana,SP,13473
3241,07909110,Francisco Morato,SP,07909
3242,08556180,Poá,SP,08556
3243,82950440,Curitiba,PR,82950
3244,95745970,Capela de Santana,RS,95745
3245,68184308,Itaituba,PA,68184
3246,29032761,Vitória,ES,29032
3247,78553565,Sinop,MT,78553
3248,99910975,Floriano Peixoto,RS,99910
3249,97640970,Manoel Viana,RS,97640
3250,64468970,Olho D'Água do Piauí,PI,64468
3251,78553670,Sinop,MT,78553
3252,29901592,Linhares,ES,29901
3253,95515971,Caraá,RS,95515
3254,30110916,Belo Horizonte,MG,30110
3255,75555000,Vicentinópolis,GO,75555
3256,76220000,Fazenda Nova,GO,76220
3257,78535970,Marcelândia,MT,78535
3258,36045475,Juiz de Fora,MG,36045
3259,84604000,União da Vitória,PR,84604
3260,98930970,Tucunduva,RS,98930
3261,26176170,Belford Roxo,RJ,26176
3262,69917520,Rio Branco,AC,69917
3263,83330167,Pinhais,PR,83330
3264,55018201,Caruaru,PE,55018
3265,60335015,Fortaleza,CE,60335
3266,76250000,Baliza,GO,76250
3267,58414970,Campina Grande,PB,58414
3268,59054131,Natal,RN,59054
3269,09732460,São Bernardo do Campo,SP,09732
3270,56912380,Serra Talhada,PE,56912
3271,79062510,Campo Grande,MS,79062
3272,82540014,Curitiba,PR,82540
3273,77310970,Almas,TO,77310
3274,68507786,Marabá,PA,68507
3275,68504141,Marabá,PA,68504
3276,27263830,Volta Redonda,RJ,27263
3277,68557764,Xinguara,PA,68557
3278,74781009,Goiânia,GO,74781
3279,77064152,Palmas,TO,77064
3280,39875973,Bertópolis,MG,39875
3281,90450032,Porto Alegre,RS,90450
3282,69907653,Rio Branco,AC,69907
3283,63508122,Iguatu,CE,63508
3284,14590970,Pioneiros,SP,14590
3285,53423600,Paulista,PE,53423
3286,35603970,Araújos,MG,35603
3287,79830010,Dourados,MS,79830
3288,55805970,Tracunhaém,PE,55805
3289,71720560,Brasília,DF,71720
3290,72312000,Brasília,DF,72312
3291,12061101,Taubaté,SP,12061
3292,74476100,Goiânia,GO,74476
3293,57230991,Coruripe,AL,57230
3294,70770200,Brasília,DF,70770
3295,94838470,Alvorada,RS,94838
3296,60325005,Fortaleza,CE,60325
3297,88330308,Balneário Camboriú,SC,88330
3298,70275500,Brasília,DF,70275
3299,74310295,Goiânia,GO,74310
3300,75115390,Anápolis,GO,75115
3301,64615970,Santana do Piauí,PI,64615
3302,89108993,Massaranduba,SC,89108
3303,59520970,Santana do Matos,RN,59520
3304,21530014,Rio de Janeiro,RJ,21530
3305,64225970,Bom Princípio do Piauí,PI,64225
3306,17064494,Bauru,SP,17064
3307,33914025,Ribeirão das Neves,MG,33914
3308,71610020,Brasília,DF,71610
3309,35963971,Barra Feliz,MG,35963
3310,44032491,Feira de Santana,BA,44032
3311,72907074,Santo Antônio do Descoberto,GO,72907
3312,79831360,Dourados,MS,79831
3313,37056000,Varginha,MG,37056
3314,35340972,Bom Jesus do Galho,MG,35340
3315,14781605,Barretos,SP,14781
3316,75712674,Catalão,GO,75712
3317,75386264,Trindade,GO,75386
3318,33010360,Santa Luzia,MG,33010
3319,37135544,Alfenas,MG,37135
3320,29752990,Pancas,ES,29752
3321,61939130,Maracanaú,CE,61939
3322,09974340,Diadema,SP,09974
3323,75262382,Senador Canedo,GO,75262
3324,11675670,Caraguatatuba,SP,11675
3325,38325971,Chaveslândia,MG,38325
3326,70755500,Brasília,DF,70755
3327,26325230,Queimados,RJ,26325
3328,86040750,Londrina,PR,86040
3329,56516110,Arcoverde,PE,56516
3330,29138000,Araçatiba,ES,29138
3331,38776972,Luizlândia do Oeste,MG,38776
3332,88330278,Balneário Camboriú,SC,88330
3333,76820662,Porto Velho,RO,76820
3334,39695970,Franciscópolis,MG,39695
3335,11668600,Caraguatatuba,SP,11668
3336,76873810,Ariquemes,RO,76873
3337,15808457,Catanduva,SP,15808
3338,76876306,Ariquemes,RO,76876
3339,76810496,Porto Velho,RO,76810
3340,77315970,Ponte Alta do Bom Jesus,TO,77315
3341,76873713,Ariquemes,RO,76873
3342,03105005,São Paulo,SP,03105
3343,28926470,Cabo Frio,RJ,28926
3344,78550663,Sinop,MT,78550
3345,84603152,União da Vitória,PR,84603
3346,60170176,Fortaleza,CE,60170
3347,88330500,Balneário Camboriú,SC,88330
3348,70252500,Brasília,DF,70252
3349,96195970,Cristal,RS,96195
3350,88890970,Grão Pará,SC,88890
3351,75455000,Santa Rosa de Goiás,GO,75455
3352,24241410,Niterói,RJ,24241
3353,79995970,Coronel Sapucaia,MS,79995
3354,76824168,Porto Velho,RO,76824
3355,78552540,Sinop,MT,78552
3356,48900022,Juazeiro,BA,48900
3357,53640021,Igarassu,PE,53640
3358,76814144,Porto Velho,RO,76814
3359,12227781,São José dos Campos,SP,12227
3360,94920030,Cachoeirinha,RS,94920
3361,70645000,Brasília,DF,70645
3362,77880970,Xambioá,TO,77880
3363,39495970,Montalvânia,MG,39495
3364,65304970,Santa Inês,MA,65304
3365,79550970,Costa Rica,MS,79550
3366,18260970,Porangaba,SP,18260
3367,41350548,Salvador,BA,41350
3368,19400414,Presidente Venceslau,SP,19400
3369,90650002,Porto Alegre,RS,90650
3370,41520971,Salvador,BA,41520
3371,44890970,Canarana,BA,44890
3372,74713445,Goiânia,GO,74713
3373,40155720,Salvador,BA,40155
3374,33940142,Ribeirão das Neves,MG,33940
3375,53433181,Paulista,PE,53433
3376,49260970,Umbaúba,SE,49260
3377,95902020,Lajeado,RS,95902
3378,78552313,Sinop,MT,78552
3379,55565992,São José da Coroa Grande,PE,55565
3380,53170285,Olinda,PE,53170
3381,74855140,Goiânia,GO,74855
3382,49000629,Aracaju,SE,49000
3383,78555036,Sinop,MT,78555
3384,45078638,Vitória da Conquista,BA,45078
3385,86046140,Londrina,PR,86046
3386,44380970,Cruz das Almas,BA,44380
3387,13873250,São João da Boa Vista,SP,13873
3388,87300155,Campo Mourão,PR,87300
3389,47160970,Mansidão,BA,47160
3390,86056000,Londrina,PR,86056
3391,11470220,Guarujá,SP,11470
3392,63123339,Crato,CE,63123
3393,40283870,Salvador,BA,40283
3394,57018524,Maceió,AL,57018
3395,89012011,Blumenau,SC,89012
3396,55395970,Jupi,PE,55395
3397,63600970,Senador Pompeu,CE,63600
3398,72871145,Valparaíso de Goiás,GO,72871
3399,45420970,Cairu,BA,45420
3400,88358700,Brusque,SC,88358
3401,62340970,Frecheirinha,CE,62340
3402,13346073,Indaiatuba,SP,13346
3403,36402234,Conselheiro Lafaiete,MG,36402
3404,71916500,Brasília,DF,71916
3405,70057900,Brasília,DF,70057
3406,24726280,São Gonçalo,RJ,24726
3407,36263971,Abreus,MG,36263
3408,86076110,Londrina,PR,86076
3409,62450970,Martinópole,CE,62450
3410,35212970,Penha do Capim,MG,35212
3411,06693340,Itapevi,SP,06693
3412,72910380,Águas Lindas de Goiás,GO,72910
3413,13346523,Indaiatuba,SP,13346
3414,21211006,Rio de Janeiro,RJ,21211
3415,70363500,Brasília,DF,70363
3416,36847970,Pedra Dourada,MG,36847
3417,39330970,Brasília de Minas,MG,39330
3418,85870828,Foz do Iguaçu,PR,85870
3419,84269000,Telêmaco Borba,PR,84269
3420,27262290,Volta Redonda,RJ,27262
3421,24430135,São Gonçalo,RJ,24430
3422,69104034,Itacoatiara,AM,69104
3423,79810100,Dourados,MS,79810
3424,78552415,Sinop,MT,78552
3425,37567970,São Sebastião da Bela Vista,MG,37567
3426,98792000,Santa Rosa,RS,98792
3427,38412316,Uberlândia,MG,38412
3428,77420220,Gurupi,TO,77420
3429,54230695,Jaboatão dos Guararapes,PE,54230
3430,31746037,Belo Horizonte,MG,31746
3431,38980970,Tapiraí,MG,38980
3432,98005112,Cruz Alta,RS,98005
3433,09412010,Ribeirão Pires,SP,09412
3434,58401230,Campina Grande,PB,58401
3435,85508225,Pato Branco,PR,85508
3436,82030646,Curitiba,PR,82030
3437,37413306,Três Corações,MG,37413
3438,78090793,Cuiabá,MT,78090
3439,83091000,São José dos Pinhais,PR,83091
3440,68505110,Marabá,PA,68505
3441,39723970,São Geraldo da Piedade,MG,39723
3442,02956040,São Paulo,SP,02956
3443,76828630,Porto Velho,RO,76828
3444,36010410,Juiz de Fora,MG,36010
3445,39398972,Olhos D'Água,MG,39398
3446,76824166,Porto Velho,RO,76824
3447,60740560,Fortaleza,CE,60740
3448,89042360,Blumenau,SC,89042
3449,13841310,Mogi Guaçu,SP,13841
3450,13457677,Santa Bárbara D'Oeste,SP,13457
3451,63033027,Juazeiro do Norte,CE,63033
3452,95175410,Farroupilha,RS,95175
3453,73752651,Planaltina,GO,73752
3454,78553670,Sinop,MT,78553
3455,79023270,Campo Grande,MS,79023
3456,40350140,Salvador,BA,40350
3457,90250880,Porto Alegre,RS,90250
3458,80627970,Curitiba,PR,80627
3459,99765970,Saltinho,RS,99765
3460,78280970,Mirassol D'Oeste,MT,78280
3461,94085010,Gravataí,RS,94085
3462,22460320,Rio de Janeiro,RJ,22460
3463,69101065,Itacoatiara,AM,69101
3464,96740970,Arroio dos Ratos,RS,96740
3465,07768310,Cajamar,SP,07768
3466,89730971,Alto Bela Vista,SC,89730
3467,29194170,Aracruz,ES,29194
3468,14907000,Tapinas,SP,14907
3469,88010140,Florianópolis,SC,88010
3470,46440971,Malhada,BA,46440
3471,60355512,Fortaleza,CE,60355
3472,89687971,Passos Maia,SC,89687
3473,49390970,Salgado,SE,49390
3474,61600992,Caucaia,CE,61600
3475,69909336,Rio Branco,AC,69909
3476,05892360,São Paulo,SP,05892
3477,26564030,Mesquita,RJ,26564
3478,29227550,Guarapari,ES,29227
3479,26510010,Nilópolis,RJ,26510
3480,69480970,Tapauá,AM,69480
3481,65765970,Dom Pedro,MA,65765
3482,22080050,Rio de Janeiro,RJ,22080
3483,66053430,Belém,PA,66053
3484,13063150,Campinas,SP,13063
3485,55199970,Pará,PE,55199
3486,66113310,Belém,PA,66113
3487,35617970,Serra da Saudade,MG,35617
3488,55194040,Santa Cruz do Capibaribe,PE,55194
3489,56430970,Itacuruba,PE,56430
3490,95908610,Lajeado,RS,95908
3491,19050230,Presidente Prudente,SP,19050
3492,36316970,São Sebastião da Vitória,MG,36316
3493,36935971,Alegria,MG,36935
3494,64253970,Milton Brandão,PI,64253
3495,65380970,Bom Jardim,MA,65380
3496,17023338,Bauru,SP,17023
3497,39775972,José Raydan,MG,39775
3498,70343500,Brasília,DF,70343
3499,39188972,Couto de Magalhães de Minas,MG,39188
3500,73870970,Cabeceiras,GO,73870
3501,29215240,Guarapari,ES,29215
3502,68148970,Brasil Novo,PA,68148
3503,36753971,Cisneiros,MG,36753
3504,37968970,Monte Santo de Minas,MG,37968
3505,63800970,Quixeramobim,CE,63800
3506,54220761,Jaboatão dos Guararapes,PE,54220
3507,27640000,Barão de Juparana,RJ,27640
3508,58705367,Patos,PB,58705
3509,34010540,Nova Lima,MG,34010
3510,35335972,São Domingos das Dores,MG,35335
3511,12444011,Pindamonhangaba,SP,12444
3512,76876580,Ariquemes,RO,76876
3513,71571825,Brasília,DF,71571
3514,15077456,São José do Rio Preto,SP,15077
3515,41305000,Salvador,BA,41305
3516,37034030,Varginha,MG,37034
3517,25875970,Afonso Arinos,RJ,25875
3518,71525000,Brasília,DF,71525
3519,26127370,Belford Roxo,RJ,26127
3520,71225000,Brasília,DF,71225
3521,38400708,Uberlândia,MG,38400
3522,78350970,Brasnorte,MT,78350
3523,22281131,Rio de Janeiro,RJ,22281
3524,38401188,Uberlândia,MG,38401
3525,59615255,Mossoró,RN,59615
3526,31870045,Belo Horizonte,MG,31870
3527,75398970,Santa Bárbara de Goiás,GO,75398
3528,68927203,Santana,AP,68927
3529,76824270,Porto Velho,RO,76824
3530,76863970,Rio Crespo,RO,76863
3531,03987200,São Paulo,SP,03987
3532,78800970,Poxoréu,MT,78800
3533,85813733,Cascavel,PR,85813
3534,96330970,Arroio Grande,RS,96330
3535,76876280,Ariquemes,RO,76876
3536,23092380,Rio de Janeiro,RJ,23092
3537,24934000,Maricá,RJ,24934
3538,26032190,Nova Iguaçu,RJ,26032
3539,16450970,Getulina,SP,16450
3540,98803154,Santo Ângelo,RS,98803
3541,38414529,Uberlândia,MG,38414
3542,86086420,Londrina,PR,86086
3543,80061981,Curitiba,PR,80061
3544,74610010,Goiânia,GO,74610
3545,81170350,Curitiba,PR,81170
