,cep_5_digitos,cidade,uf,lat,lon
2346,62033,Sobral,CE,-3.6879135,-40.3456372
2347,68743,Castanhal,PA,-1.2927031,-47.9223903
2348,96155,Arroio do Padre,RS,-31.4428773,-52.4228985
2349,77780,Arapoema,TO,-7.6575001,-49.0641484
2350,99810,Severiano de Almeida,RS,-27.4332178,-52.1155068
2351,60441,Fortaleza,CE,-3.7304512,-38.5217989
2352,20241,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2353,56848,Iguaraci,PE,-7.8352247,-37.5190066
2354,17580,Pompéia,SP,-22.1088293,-50.1720753
2355,74723,Goiânia,GO,-16.680882,-49.2532691
2356,26033,Nova Iguaçu,RJ,-22.7592175,-43.4508728
2357,59598,Guamaré,RN,-5.1075611,-36.3195361
2358,96200,Rio Grande,RS,-32.0334252,-52.0991297
2359,87740,São João do Caiuá,PR,-22.8544849,-52.3371114
2360,09710,São Bernardo do Campo,SP,-23.7080345,-46.5506747
2361,07913,Francisco Morato,SP,-23.2817308,-46.7448996
2362,15905,Taquaritinga,SP,-21.407486,-48.5054848
2363,25670,Petrópolis,RJ,-22.5075743,-43.1785356
2364,81510,Curitiba,PR,-25.4295963,-49.2712724
2365,85502,Pato Branco,PR,-26.2295984,-52.6712474
2366,39165,Serra Azul de Minas,MG,-18.3622042,-43.1702095
2367,74938,Aparecida de Goiânia,GO,-16.8226769,-49.2452546
2368,13455,Santa Bárbara D'Oeste,SP,-22.7542539,-47.4137884
2369,68165,Rurópolis,PA,-4.1014311,-54.9086853
2370,30720,Belo Horizonte,MG,-19.9227318,-43.9450948
2371,13849,Mogi Guaçu,SP,-22.372222,-46.9425
2372,29395,Ibatiba,ES,-20.2342792,-41.5082981
2373,86803,Apucarana,PR,-23.5525327,-51.4610764
2374,15133,Mirassol,SP,-20.8141411,-49.507449
2375,96015,Pelotas,RS,-31.7699736,-52.3410161
2376,09176,Santo André,SP,-23.6573395,-46.5322504
2377,79134,Prudêncio Thomaz,MS,-21.622469950000003,-54.38832742485647
2378,28430,Cambuci,RJ,-21.5749919,-41.9107833
2379,29031,Vitória,ES,-20.3200917,-40.3376682
2380,79901,Ponta Porã,MS,-22.5286917,-55.723426
2381,93020,São Leopoldo,RS,-29.7544405,-51.1516497
2382,62550,Morrinhos,CE,-3.2275749,-40.1280783
2383,70910,Brasília,DF,-15.7934036,-47.8823172
2384,13845,Mogi Guaçu,SP,-22.372222,-46.9425
2385,36501,Ubá,MG,-21.12,-42.942777
2386,86780,Flórida,PR,-23.0861312,-51.9540843
2387,23056,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2388,60334,Fortaleza,CE,-3.7304512,-38.5217989
2389,69402,Manacapuru,AM,-3.2996768,-60.6213528
2390,57955,Maragogi,AL,-9.0118278,-35.222512
2391,89069,Blumenau,SC,-26.9195567,-49.0658025
2392,34555,Sabará,MG,-19.8900372,-43.8107916
2393,28073,Campos dos Goytacazes,RJ,-21.7558619,-41.3326895
2394,75855,Doverlândia,GO,-16.89887205,-52.54570744431818
2395,94960,Cachoeirinha,RS,-29.9493353,-51.0898927
2396,06817,Embu das Artes,SP,-23.6495294,-46.8528497
2397,99590,Rondinha,RS,-27.8295534,-52.9084074
2398,53120,Olinda,PE,-7.9986401,-34.8459552
2399,66065,Belém,PA,-1.45056,-48.4682453
2400,06820,Embu das Artes,SP,-23.6495294,-46.8528497
2401,80050,Curitiba,PR,-25.4295963,-49.2712724
2402,88902,Araranguá,SC,-28.9348832,-49.4858389
2403,13484,Limeira,SP,-22.5615068,-47.401766
2404,65225,São João Batista,MA,-2.9582059,-44.7984816
2405,52010,Recife,PE,-8.0584933,-34.8848193
2406,18140,São Roque,SP,-23.5304843,-47.1355473
2407,63101,Crato,CE,-7.2369112,-39.4149236
2408,33022,Santa Luzia,MG,-19.7702097,-43.8505291
2409,36307,São João Del Rei,MG,-21.1335755,-44.2588086
2410,12918,Bragança Paulista,SP,-22.9520235,-46.5418586
2411,30882,Belo Horizonte,MG,-19.9227318,-43.9450948
2412,71605,Brasília,DF,-15.7934036,-47.8823172
2413,62730,Caridade,CE,-4.2316487,-39.1946515
2414,68786,Santo Antônio do Tauá,PA,-1.1522,-48.131446
2415,18307,Capão Bonito,SP,-24.0048759,-48.3489848
2416,70393,Brasília,DF,-15.7934036,-47.8823172
2417,11680,Ubatuba,SP,-23.433162,-45.083415
2418,93225,Sapucaia do Sul,RS,-29.8197019,-51.1608722
2419,75770,Anhangüera,GO,-18.3338749,-48.220363
2420,89868,Saudades,SC,-26.6976713,-52.638293
2421,86711,Arapongas,PR,-23.4152862,-51.4293961
2422,74255,Goiânia,GO,-16.680882,-49.2532691
2423,59192,Vila Flor,RN,-6.3156226,-35.0757697
2424,35464,Piedade do Paraopeba,MG,-20.1664178,-44.0232968
2425,21321,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2426,26131,Belford Roxo,RJ,-22.7667284,-43.4033603
2427,78715,Rondonópolis,MT,-16.4603533,-54.6397099
2428,48790,Tucano,BA,-10.963517,-38.785957
2429,21720,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2430,39130,Datas,MG,-18.4459187,-43.6584287
2431,88065,Florianópolis,SC,-27.5973002,-48.5496098
2432,17521,Marília,SP,-22.217108,-49.95006
2433,32470,Mário Campos,MG,-20.0511,-44.1858
2434,70374,Brasília,DF,-15.7934036,-47.8823172
2435,68010,Santarém,PA,-2.438489,-54.699611
2436,76125,Cachoeira de Goiás,GO,-16.6688414,-50.6435997
2437,26298,Nova Iguaçu,RJ,-22.7592175,-43.4508728
2438,25571,São João de Meriti,RJ,-22.8043744,-43.3724125
2439,49400,Lagarto,SE,-10.9141791,-37.6715308
2440,50640,Recife,PE,-8.0584933,-34.8848193
2441,93113,São Leopoldo,RS,-29.7544405,-51.1516497
2442,09391,Mauá,SP,-23.6669527,-46.4616922
2443,35485,Rio Manso,MG,-20.1912278,-44.2756505
2444,64670,São Julião,PI,-7.0834413,-40.8362405
2445,40310,Salvador,BA,-12.9822499,-38.4812772
2446,74483,Goiânia,GO,-16.680882,-49.2532691
2447,56670,Betânia,PE,-8.263522949999999,-38.00943243045138
2448,05524,São Paulo,SP,-23.5506507,-46.6333824
2449,11435,Guarujá,SP,-23.9927768,-46.2558332
2450,83212,Paranaguá,PR,-25.5148822,-48.5226695
2451,68908,Macapá,AP,0.0401529,-51.0569588
2452,15620,Macedônia,SP,-20.1454034,-50.193911
2453,55299,Garanhuns,PE,-8.8905889,-36.4930896
2454,37920,São João Batista do Glória,MG,-20.6413912,-46.5052866
2455,68457,Tucuruí,PA,-3.7738509,-49.6708204
2456,32341,Contagem,MG,-19.9132749,-44.0840953
2457,75660,Buriti Alegre,GO,-18.1377879,-49.0404411
2458,83302,Piraquara,PR,-25.4423273,-49.0604473
2459,87503,Umuarama,PR,-23.7621152,-53.3116192
2460,16087,Araçatuba,SP,-21.207992,-50.4390225
2461,16309,Penápolis,SP,-21.4192406,-50.0765588
2462,48900,Juazeiro,BA,-9.4336959,-40.5068201
2463,81560,Curitiba,PR,-25.4295963,-49.2712724
2464,67120,Ananindeua,PA,-1.374035,-48.4016623
2465,13160,Artur Nogueira,SP,-22.572737,-47.172679
2466,55125,Toritama,PE,-8.0083743,-36.058776
2467,72210,Brasília,DF,-15.7934036,-47.8823172
2468,57600,Palmeira dos Índios,AL,-9.4076249,-36.6323616
2469,15044,São José do Rio Preto,SP,-20.8125851,-49.3804212
2470,63908,Quixadá,CE,-4.9706021,-39.0158403
2471,35024,Governador Valadares,MG,-18.8539497,-41.9458753
2472,44095,Feira de Santana,BA,-12.2578934,-38.9598047
2473,86315,Santo Antônio do Paraíso,PR,-23.4949247,-50.6468656
2474,78280,Mirassol D'Oeste,MT,-15.675947,-58.0951397
2475,78800,Poxoréu,MT,-15.8290891,-54.3925375
2476,88519,Lages,SC,-27.8165664,-50.325883
2477,89460,Canoinhas,SC,-26.1755121,-50.3949592
2478,46860,Iaçu,BA,-12.7672074,-40.2106427
2479,42808,Camaçari,BA,-12.6998188,-38.3260762
2480,11750,Peruíbe,SP,-24.3218105,-46.9977452
2481,49960,Japaratuba,SE,-10.5934888,-36.941514
2482,74633,Goiânia,GO,-16.680882,-49.2532691
2483,98925,Doutor Maurício Cardoso,RS,-27.5067264,-54.3626756
2484,44044,Feira de Santana,BA,-12.2578934,-38.9598047
2485,32430,Ibirité,MG,-20.0214251,-44.0621506
2486,74560,Goiânia,GO,-16.680882,-49.2532691
2487,97755,Unistalda,RS,-29.0476115,-55.1503792
2488,12319,Jacareí,SP,-23.30528,-45.96583
2489,95690,Rolante,RS,-29.6527945,-50.5769391
2490,45190,Planalto,BA,-14.6689214,-40.481006
2491,89680,Irani,SC,-27.0230476,-51.9010675
2492,83823,Fazenda Rio Grande,PR,-25.645841,-49.3126653
2493,23591,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2494,91900,Porto Alegre,RS,-30.0324999,-51.2303767
2495,37165,Campo do Meio,MG,-21.1072006,-45.8301735
2496,84470,Cândido de Abreu,PR,-24.5747463,-51.3432207
2497,89082,Indaial,SC,-26.8901747,-49.2416736
2498,15545,Boa Vista dos Andradas,SP,-20.22975325,-49.88780041774193
2499,13032,Campinas,SP,-22.90556,-47.06083
2500,85880,Itaipulândia,PR,-25.1417007,-54.2980691
2501,37589,Silvianópolis,MG,-22.029723,-45.835277
2502,39865,Presidente Pena,MG,-17.6350595,-40.96530251245572
2503,35138,Alpercata,MG,-18.9803616,-41.9827637
2504,18095,Sorocaba,SP,-23.5003451,-47.4582864
2505,81250,Curitiba,PR,-25.4295963,-49.2712724
2506,14080,Ribeirão Preto,SP,-21.178333,-47.8066671
2507,95076,Caxias do Sul,RS,-29.1684951,-51.1796197
2508,57820,Murici,AL,-9.306823,-35.942798
2509,64535,Inhuma,PI,-6.6694502,-41.7096008
2510,36265,Cipotânea,MG,-20.905278,-43.365556
2511,45600,Itabuna,BA,-14.7935179,-39.274318
2512,79036,Campo Grande,MS,-20.4640173,-54.6162947
2513,66830,Belém,PA,-1.45056,-48.4682453
2514,76923,Vale do Paraíso,RO,-10.4266959,-62.1300904
2515,75076,Anápolis,GO,-16.3332828,-48.9525756
2516,49051,Aracaju,SE,-10.9162061,-37.0774655
2517,95097,Caxias do Sul,RS,-29.1684951,-51.1796197
2518,76290,Itapirapuã,GO,-15.8204999,-50.6094341
2519,13329,Salto,SP,-23.1989983,-47.2913682
2520,09762,São Bernardo do Campo,SP,-23.7080345,-46.5506747
2521,74053,Goiânia,GO,-16.680882,-49.2532691
2522,84263,Telêmaco Borba,PR,-24.3282939,-50.6318021
2523,06807,Embu das Artes,SP,-23.6495294,-46.8528497
2524,65470,São Mateus do Maranhão,MA,-4.0289169,-44.4667342
2525,18200,Itapetininga,SP,-23.588607,-48.048326
2526,95190,São Marcos,RS,-29.515627,-56.841496
2527,88230,Canelinha,SC,-27.2660341,-48.7666708
2528,40433,Salvador,BA,-12.9822499,-38.4812772
2529,80060,Curitiba,PR,-25.4295963,-49.2712724
2530,78088,Cuiabá,MT,-15.5986686,-56.0991301
2531,09821,São Bernardo do Campo,SP,-23.7080345,-46.5506747
2532,83880,Rio Negro,PR,-26.1047668,-49.7982766
2533,86825,Marilândia do Sul,PR,-23.7462425,-51.3021452
2534,65995,Feira Nova do Maranhão,MA,-6.965082,-46.678577
2535,09412,Ribeirão Pires,SP,-23.7129388,-46.4150871
2536,13841,Mogi Guaçu,SP,-22.372222,-46.9425
2537,15280,Turiúba,SP,-20.9491284,-50.1082011
2538,60544,Fortaleza,CE,-3.7304512,-38.5217989
2539,47807,Barreiras,BA,-12.1440031,-44.9967406
2540,49650,Divina Pastora,SE,-10.6783231,-37.1482727
2541,85830,Formosa do Oeste,PR,-24.2966562,-53.312801
2542,88820,Içara,SC,-28.7116553,-49.2971441
2543,78587,Carlinda,MT,-9.9690671,-55.8200191
2544,84040,Ponta Grossa,PR,-25.0891685,-50.1601812
2545,74474,Goiânia,GO,-16.680882,-49.2532691
2546,12260,Paraibuna,SP,-23.3864203,-45.6626797
2547,57083,Maceió,AL,-9.6476843,-35.7339264
2548,89074,Blumenau,SC,-26.9195567,-49.0658025
2549,65603,Caxias,MA,-4.8654201,-43.353664
2550,35963,Barra Feliz,MG,-19.95805085,-43.45513488785359
2551,79765,Taquarussu,MS,-22.4870022,-53.3524041
2552,07910,Francisco Morato,SP,-23.2817308,-46.7448996
2553,09672,São Bernardo do Campo,SP,-23.7080345,-46.5506747
2554,16250,Clementina,SP,-21.5594631,-50.448624
2555,65927,Davinópolis,MA,-5.5265775,-47.3942217
2556,25927,Magé,RJ,-22.6604221,-43.0426162
2557,76920,Ouro Preto do Oeste,RO,-10.717914,-62.2566611
2558,13036,Campinas,SP,-22.90556,-47.06083
2559,58043,João Pessoa,PB,-7.1215981,-34.882028
2560,44640,Riachão do Jacuípe,BA,-11.8071084,-39.3816843
2561,18125,Alumínio,SP,-23.5203479,-47.2575256
2562,09432,Ribeirão Pires,SP,-23.7129388,-46.4150871
2563,28380,Natividade,RJ,-21.040694,-41.9817534
2564,31741,Belo Horizonte,MG,-19.9227318,-43.9450948
2565,41612,Salvador,BA,-12.9822499,-38.4812772
2566,93285,Esteio,RS,-29.8511627,-51.1778852
2567,38064,Uberaba,MG,-19.750833,-47.936666
2568,09620,São Bernardo do Campo,SP,-23.7080345,-46.5506747
2569,21531,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2570,87710,Paranavaí,PR,-23.08165,-52.461724
2571,48475,Itapicuru,BA,-11.3094471,-38.2184391
2572,08780,Mogi das Cruzes,SP,-23.5234284,-46.1926671
2573,77718,Itapiratins,TO,-8.3832116,-48.1054968
2574,58050,João Pessoa,PB,-7.1215981,-34.882028
2575,78380,Denise,MT,-14.7292165,-57.0482981
2576,49510,Itabaiana,SE,-10.6856197,-37.4270517
2577,67110,Ananindeua,PA,-1.374035,-48.4016623
2578,95548,Quintão,RS,-30.39316345,-50.31486306376544
2579,15550,Américo de Campos,SP,-20.298476,-49.735904
2580,62640,Pentecoste,CE,-3.7952282,-39.2713219
2581,54590,Santo Agostinho,PE,-8.29479245,-34.98515928838454
2582,07024,Guarulhos,SP,-23.4430602,-46.524459
2583,37714,Poços de Caldas,MG,-21.7900318,-46.5647928
2584,74786,Goiânia,GO,-16.680882,-49.2532691
2585,77920,Itaguatins,TO,-5.7696766,-47.4815382
2586,13566,São Carlos,SP,-22.0180395,-47.891154
2587,05116,São Paulo,SP,-23.5506507,-46.6333824
2588,13843,Mogi Guaçu,SP,-22.372222,-46.9425
2589,36860,Patrocínio do Muriaé,MG,-21.153333,-42.214444
2590,89980,Campo Erê,SC,-26.3947432,-53.0790495
2591,91570,Porto Alegre,RS,-30.0324999,-51.2303767
2592,65026,São Luís,MA,-2.5295265,-44.2963942
2593,59217,Monte das Gameleiras,RN,-6.43975,-35.7851631
2594,62748,Capistrano,CE,-4.4644692,-38.8956734
2595,82120,Curitiba,PR,-25.4295963,-49.2712724
2596,69670,Fonte Boa,AM,-2.55,-66.91321428571428
2597,98785,Santa Rosa,RS,-27.8643546,-54.4779287
2598,82530,Curitiba,PR,-25.4295963,-49.2712724
2599,68509,Marabá,PA,-5.3462821,-49.1007401
2600,56310,Petrolina,PE,-9.3817334,-40.4968875
2601,09273,Santo André,SP,-23.6573395,-46.5322504
2602,75709,Catalão,GO,-18.1702546,-47.9447082
2603,14783,Barretos,SP,-20.5531437,-48.5697509
2604,69010,Manaus,AM,-3.1316333,-59.9825041
2605,18025,Sorocaba,SP,-23.5003451,-47.4582864
2606,59855,Itaú,RN,-5.8413626,-37.9913221
2607,97700,Santiago,RS,-29.189675,-54.866624
2608,24450,São Gonçalo,RJ,-22.8219014,-43.0309252
2609,55440,Belém de Maria,PE,-8.600283699999999,-35.822751549166384
2610,36030,Juiz de Fora,MG,-21.7609533,-43.3501129
2611,64200,Parnaíba,PI,-2.9147515,-41.7661953
2612,31080,Belo Horizonte,MG,-19.9227318,-43.9450948
2613,79621,Três Lagoas,MS,-20.7866799,-51.7061247
2614,07745,Caieiras,SP,-23.3644621,-46.7484765
2615,14307,Batatais,SP,-20.892867,-47.592149
2616,37680,Gonçalves,MG,-22.658883,-45.8558405
2617,62680,Paracuru,CE,-3.41436,-39.030028
2618,89370,Papanduva,SC,-26.4065885,-50.1457369
2619,65385,São João do Carú,MA,-3.5556764,-46.2569799
2620,58715,Catingueira,PB,-7.120081,-37.60638
2621,26385,Queimados,RJ,-22.7156978,-43.555754
2622,39948,Dois de Abril,MG,-16.7903333,-40.360560500789056
2623,35263,Floresta,MG,-18.7766324,-41.252186870454544
2624,48540,Jeremoabo,BA,-10.0754917,-38.3476326
2625,85602,Francisco Beltrão,PR,-26.0790979,-53.0533527
2626,89050,Blumenau,SC,-26.9195567,-49.0658025
2627,48590,Coronel João Sá,BA,-10.2856387,-37.9259435
2628,83390,Guaraqueçaba,PR,-25.2983566,-48.3290185
2629,28375,Varre-Sai,RJ,-20.892291399999998,-41.8385763827082
2630,58402,Campina Grande,PB,-7.2246743,-35.8771292
2631,74150,Goiânia,GO,-16.680882,-49.2532691
2632,18077,Sorocaba,SP,-23.5003451,-47.4582864
2633,64053,Teresina,PI,-5.0896403,-42.809588
2634,72594,Brasília,DF,-15.7934036,-47.8823172
2635,68182,Itaituba,PA,-4.2625218,-55.9878139
2636,36401,Conselheiro Lafaiete,MG,-20.6596107,-43.785743
2637,14670,Nuporanga,SP,-20.730877,-47.7522561
2638,78698,Pontal do Araguaia,MT,-15.9045099,-52.257365
2639,99060,Passo Fundo,RS,-28.2550598,-52.3966606
2640,33910,Ribeirão das Neves,MG,-19.7672898,-44.0875436
2641,86285,Cruzeiro do Norte,PR,-23.2289249,-50.8637767
2642,11608,São Sebastião,SP,-23.8027866,-45.4070527
2643,50980,Recife,PE,-8.0584933,-34.8848193
2644,58475,Queimadas,PB,-7.3640404,-35.9016644
2645,76988,Vilhena,RO,-12.7368536,-60.1465555
2646,09133,Santo André,SP,-23.6573395,-46.5322504
2647,23910,Angra dos Reis,RJ,-23.0063966,-44.316326
2648,88965,Santa Rosa do Sul,SC,-29.1354955,-49.7154188
2649,45416,Presidente Tancredo Neves,BA,-13.4556558,-39.4212197
2650,08528,Ferraz de Vasconcelos,SP,-23.541056,-46.37097
2651,59980,José da Penha,RN,-6.3188,-38.2853568
2652,62410,Barroquinha,CE,-3.0200371,-41.1339229
2653,45470,Jiquiriçá,BA,-13.255353,-39.5693044
2654,74917,Aparecida de Goiânia,GO,-16.8226769,-49.2452546
2655,95735,Roca Sales,RS,-29.2872555,-51.8724318
2656,70742,Brasília,DF,-15.7934036,-47.8823172
2657,15806,Catanduva,SP,-21.1331035,-48.9712817
2658,37340,Bocaina de Minas,MG,-22.167778,-44.394722
2659,48420,Antas,BA,-10.4114649,-38.3308815
2660,95032,Caxias do Sul,RS,-29.1684951,-51.1796197
2661,16021,Araçatuba,SP,-21.207992,-50.4390225
2662,18275,Tatuí,SP,-23.3518451,-47.848026
2663,31130,Belo Horizonte,MG,-19.9227318,-43.9450948
2664,48793,Caldas do Jorro,BA,-11.0347559,-38.7960618
2665,36520,Visconde do Rio Branco,MG,-21.01,-42.840833
2666,96215,Rio Grande,RS,-32.0334252,-52.0991297
2667,13479,Americana,SP,-22.7392463,-47.3306032
2668,41830,Salvador,BA,-12.9822499,-38.4812772
2669,94955,Cachoeirinha,RS,-29.9493353,-51.0898927
2670,72318,Brasília,DF,-15.7934036,-47.8823172
2671,24867,Itaboraí,RJ,-22.7496231,-42.8557428
2672,39238,São José do Buriti,MG,-18.67859915,-45.12547290917425
2673,85470,Catanduvas,PR,-25.2043528,-53.154826
2674,18706,Avaré,SP,-23.1045215,-48.9259103
2675,39325,Bentópolis de Minas,MG,-16.3669625,-44.920888731027375
2676,64685,Marcolândia,PI,-7.4404183,-40.6650972
2677,83824,Fazenda Rio Grande,PR,-25.645841,-49.3126653
2678,27470,Passa Três,RJ,-22.69107,-44.009492
2679,37131,Alfenas,MG,-21.4297405,-45.9479419
2680,23935,Angra dos Reis,RJ,-23.0063966,-44.316326
2681,41370,Salvador,BA,-12.9822499,-38.4812772
2682,55190,Santa Cruz do Capibaribe,PE,-7.948019,-36.206092
2683,22010,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2684,86640,Cafeara,PR,-22.78905,-51.714195
2685,68695,Tailândia,PA,-2.936096,-48.9523366
2686,09169,Santo André,SP,-23.6573395,-46.5322504
2687,35660,Pará de Minas,MG,-19.8599637,-44.6075313
2688,26381,Queimados,RJ,-22.7156978,-43.555754
2689,86870,Ivaiporã,PR,-24.2433517,-51.6719268
2690,14780,Barretos,SP,-20.5531437,-48.5697509
2691,38616,Unaí,MG,-16.3628767,-46.892413
2692,73751,Planaltina,GO,-15.4571536,-47.6089024
2693,39365,São João do Pacuí,MG,-16.5374481,-44.5309375
2694,95058,Caxias do Sul,RS,-29.1684951,-51.1796197
2695,12450,Santo Antônio do Pinhal,SP,-22.8250504,-45.6674063
2696,49520,Campo do Brito,SE,-10.7496246,-37.4942276
2697,88037,Florianópolis,SC,-27.5973002,-48.5496098
2698,38409,Uberlândia,MG,-18.9188041,-48.2767837
2699,60512,Fortaleza,CE,-3.7304512,-38.5217989
2700,64057,Teresina,PI,-5.0896403,-42.809588
2701,78880,Vera,MT,-12.2949604,-55.2947571
2702,54470,Jaboatão dos Guararapes,PE,-8.1752476,-34.9468716
2703,44092,Feira de Santana,BA,-12.2578934,-38.9598047
2704,13088,Campinas,SP,-22.90556,-47.06083
2705,29290,Rio Novo do Sul,ES,-20.8641487,-40.9384378
2706,66610,Belém,PA,-1.45056,-48.4682453
2707,39817,Novo Oriente de Minas,MG,-17.4153913,-41.2190225
2708,59815,Viçosa,RN,-5.9919509,-37.945439
2709,99605,Gramado dos Loureiros,RS,-27.4439526,-52.9183699
2710,74594,Goiânia,GO,-16.680882,-49.2532691
2711,51260,Recife,PE,-8.0584933,-34.8848193
2712,98335,Boa Vista das Missões,RS,-27.6677983,-53.3127622
2713,78025,Cuiabá,MT,-15.5986686,-56.0991301
2714,58069,João Pessoa,PB,-7.1215981,-34.882028
2715,74640,Goiânia,GO,-16.680882,-49.2532691
2716,12517,Guaratinguetá,SP,-22.8057839,-45.1908926
2717,54365,Jaboatão dos Guararapes,PE,-8.1752476,-34.9468716
2718,65535,Belágua,MA,-3.1604031,-43.5085052
2719,59675,Grossos,RN,-4.9843455,-37.1511253
2720,88935,Ermo,SC,-28.9849219,-49.6427198
2721,72669,Brasília,DF,-15.7934036,-47.8823172
2722,44715,Várzea do Poço,BA,-11.5283388,-40.318907
2723,19913,Ourinhos,SP,-22.9777918,-49.868204
2724,58487,Fagundes,PB,-7.40046575,-35.77997536862745
2725,62908,São João de Deus,CE,-4.9354279,-37.9783838
2726,62908,Russas,CE,-4.9354279,-37.9783838
2727,19909,Ourinhos,SP,-22.9777918,-49.868204
2728,65888,São Domingos do Azeitão,MA,-6.810868,-44.6445713
2729,89128,Luiz Alves,SC,-26.7118577,-48.9126756
2730,14057,Ribeirão Preto,SP,-21.178333,-47.8066671
2731,21863,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2732,76150,Mossâmedes,GO,-16.1263751,-50.2104393
2733,40411,Salvador,BA,-12.9822499,-38.4812772
2734,55618,Pirituba,PE,-8.0685,-35.25064761039343
2735,77403,Gurupi,TO,-11.72794,-49.068046
2736,36892,Belisário,MG,-20.9145,-42.49498653846154
2737,83430,Campina Grande do Sul,PR,-25.3046032,-49.0545355
2738,28820,Silva Jardim,RJ,-22.6509706,-42.3947353
2739,14024,Ribeirão Preto,SP,-21.178333,-47.8066671
2740,88520,Lages,SC,-27.8165664,-50.325883
2741,27213,Volta Redonda,RJ,-22.5225497,-44.1040128
2742,37470,São Lourenço,MG,-22.116389,-45.054167
2743,84033,Ponta Grossa,PR,-25.0891685,-50.1601812
2744,83035,São José dos Pinhais,PR,-25.533816,-49.2072163
2745,86465,Guapirama,PR,-23.5164582,-50.0431538
2746,84174,Castro,PR,-24.794072,-49.9972914
2747,14800,Araraquara,SP,-21.7886713,-48.1773096
2748,75701,Catalão,GO,-18.1702546,-47.9447082
2749,35532,Monsenhor João Alexandre,MG,-20.3598966,-44.732133626834425
2750,69255,Careiro da Várzea,AM,-3.197024,-59.8259104
2751,41337,Salvador,BA,-12.9822499,-38.4812772
2752,30628,Belo Horizonte,MG,-19.9227318,-43.9450948
2753,40483,Salvador,BA,-12.9822499,-38.4812772
2754,56312,Petrolina,PE,-9.3817334,-40.4968875
2755,97503,Uruguaiana,RS,-29.7560726,-57.0867546
2756,57041,Maceió,AL,-9.6476843,-35.7339264
2757,41520,Salvador,BA,-12.9822499,-38.4812772
2758,21211,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2759,60542,Fortaleza,CE,-3.7304512,-38.5217989
2760,54753,Camaragibe,PE,-8.0213832,-34.9810768
2761,75904,Rio Verde,GO,-17.7921255,-50.9191219
2762,68658,Aurora do Pará,PA,-2.1323199,-47.558436
2763,78719,Rondonópolis,MT,-16.4603533,-54.6397099
2764,84268,Telêmaco Borba,PR,-24.3282939,-50.6318021
2765,80231,Curitiba,PR,-25.4295963,-49.2712724
2766,35425,Mariana,MG,-20.3781468,-43.4174862
2767,22631,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2768,12605,Lorena,SP,-22.7367652,-45.1070876
2769,89086,Indaial,SC,-26.8901747,-49.2416736
2770,66113,Belém,PA,-1.45056,-48.4682453
2771,96330,Arroio Grande,RS,-29.548078,-52.0971166
2772,98380,Seberi,RS,-27.4828134,-53.4013251
2773,14765,Taquaral,SP,-21.07373,-48.412553
2774,88625,Urupema,SC,-27.9557716,-49.875957
2775,89170,Laurentino,SC,-27.2193231,-49.7322856
2776,02990,São Paulo,SP,-23.5506507,-46.6333824
2777,86845,Grandes Rios,PR,-24.1454626,-51.5063628
2778,69265,Apuí,AM,-7.1940195,-59.8830192
2779,03943,São Paulo,SP,-23.5506507,-46.6333824
2780,14811,Araraquara,SP,-21.7886713,-48.1773096
2781,75020,Anápolis,GO,-16.3332828,-48.9525756
2782,84220,Sengés,PR,-24.1141771,-49.4644197
2783,20210,Rio de Janeiro,RJ,-22.9110137,-43.2093727
2784,13221,Várzea Paulista,SP,-23.2113889,-46.8283333
2785,45155,Ribeirão do Largo,BA,-15.4588477,-40.7411582
2786,54325,Jaboatão dos Guararapes,PE,-8.1752476,-34.9468716
2787,83504,Almirante Tamandaré,PR,-25.3133048,-49.2997838
2788,72230,Brasília,DF,-15.7934036,-47.8823172
2789,44089,Feira de Santana,BA,-12.2578934,-38.9598047
2790,79950,Naviraí,MS,-23.0622152,-54.2018319
2791,57309,Arapiraca,AL,-9.754866,-36.661471
2792,70053,Brasília,DF,-15.7934036,-47.8823172
2793,79075,Campo Grande,MS,-20.4640173,-54.6162947
2794,06454,Barueri,SP,-23.5112184,-46.8764612
2795,12710,Cruzeiro,SP,-22.5783685,-44.9642044
2796,79320,Corumbá,MS,-19.0016365,-57.6534316
2797,48605,Paulo Afonso,BA,-9.3991006,-38.226711
2798,62880,Horizonte,CE,-4.0964618,-38.4965574
2799,95585,Arroio do Sal,RS,-29.549852,-49.8874395
2800,75160,Campo Limpo de Goiás,GO,-16.297101,-49.0894994
2801,14803,Araraquara,SP,-21.7886713,-48.1773096
2802,33882,Ribeirão das Neves,MG,-19.7672898,-44.0875436
2803,04722,São Paulo,SP,-23.5506507,-46.6333824
2804,28892,Rio das Ostras,RJ,-22.5269448,-41.944972
2805,79603,Três Lagoas,MS,-20.7866799,-51.7061247
2806,84630,Paula Freitas,PR,-26.2092739,-50.936462
2807,14815,Ibaté,SP,-21.9554092,-47.9989614
2808,58370,Salgado de São Félix,PB,-7.3565372,-35.4381278
