,cep_5_digitos,cidade,uf,lat,lon
5963,78254,Conquista D'Oeste,MT,-14.5381171,-59.5443775
5964,08072,São Paulo,SP,-23.5506507,-46.6333824
5965,72156,Brasília,DF,-15.7934036,-47.8823172
5966,09617,São Bernardo do Campo,SP,-23.7080345,-46.5506747
5967,65306,Santa Inês,MA,-3.6647821,-45.3826869
5968,35411,Antônio Pereira,MG,-20.3006011,-43.4829204
5969,85140,Candói,PR,-25.5711951,-52.051107
5970,05786,São Paulo,SP,-23.5506507,-46.6333824
5971,13389,Nova Odessa,SP,-22.783186,-47.294059
5972,18315,Ribeirão Grande,SP,-24.10114,-48.367931
5973,70352,Brasília,DF,-15.7934036,-47.8823172
5974,97037,Santa Maria,RS,-29.6860512,-53.8069214
5975,55002,Caruaru,PE,-8.2829702,-35.9722852
5976,72153,Brasília,DF,-15.7934036,-47.8823172
5977,09913,Diadema,SP,-23.681347,-46.62052
5978,45150,Encruzilhada,BA,-15.5322113,-40.9072488
5979,66652,Belém,PA,-1.45056,-48.4682453
5980,23035,Rio de Janeiro,RJ,-22.9110137,-43.2093727
5981,16203,Birigüi,SP,-21.2908491,-50.34144
5982,06514,Santana de Parnaíba,SP,-23.4446715,-46.9167722
5983,64288,Nossa Senhora de Nazaré,PI,-4.6333634,-42.1716341
5984,37757,Poço Fundo,MG,-21.780834,-45.965
5985,85603,Francisco Beltrão,PR,-26.0790979,-53.0533527
5986,57242,São Miguel dos Campos,AL,-9.7831115,-36.0967804
5987,66017,Belém,PA,-1.45056,-48.4682453
5988,76510,Crixás,GO,-14.5424536,-49.9694813
5989,28140,Santo Amaro de Campos,RJ,-21.9836054,-41.1297251
5990,89652,Ibiam,SC,-27.184658,-51.235154
5991,17526,Marília,SP,-22.217108,-49.95006
5992,14610,Ipuã,SP,-20.4441839,-48.012504
5993,69445,Anamã,AM,-3.5797356,-61.4049996
5994,52170,Recife,PE,-8.0584933,-34.8848193
5995,13333,Indaiatuba,SP,-23.09028,-47.21806
5996,65520,Brejo,MA,-3.6804397,-42.7529313
5997,36480,Piranga,MG,-20.685,-43.3
5998,74461,Goiânia,GO,-16.680882,-49.2532691
5999,38015,Uberaba,MG,-19.750833,-47.936666
6000,12250,Monteiro Lobato,SP,-22.9553542,-45.8387146
6001,77063,Palmas,TO,-10.1837852,-48.3336423
6002,89570,Pinheiro Preto,SC,-27.0457296,-51.2296306
6003,15520,Valentim Gentil,SP,-20.4226107,-50.0861511
6004,26150,Belford Roxo,RJ,-22.7667284,-43.4033603
6005,40020,Salvador,BA,-12.9822499,-38.4812772
6006,78340,Juruena,MT,-10.3282716,-58.4968918
6007,54730,São Lourenço da Mata,PE,-7.9959607,-35.039335
6008,60348,Fortaleza,CE,-3.7304512,-38.5217989
6009,88260,Major Gercino,SC,-27.419236,-48.94878
6010,45009,Vitória da Conquista,BA,-14.8567487,-40.8414804
6011,30492,Belo Horizonte,MG,-19.9227318,-43.9450948
6012,15930,Cândido Rodrigues,SP,-21.3255615,-48.6308798
6013,72500,Brasília,DF,-15.7934036,-47.8823172
6014,85902,Toledo,PR,-24.7222438,-53.7402476
6015,27946,Macaé,RJ,-22.3712958,-41.7866922
6016,23573,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6017,79980,Mundo Novo,MS,-23.9378876,-54.2859489
6018,36958,Roseiral,MG,-19.927334600000002,-41.36132368030991
6019,36455,Lamim,MG,-20.7905386,-43.4733218
6020,27525,Resende,RJ,-22.4683626,-44.4463494
6021,64105,Cabeceiras do Piauí,PI,-4.4424124,-42.30490573535906
6022,26526,Nilópolis,RJ,-22.8080114,-43.4138222
6023,23036,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6024,61933,Maracanaú,CE,-3.8779438,-38.6247697
6025,86630,Centenário do Sul,PR,-22.821497,-51.5951456
6026,35115,Marilac,MG,-18.5075,-42.080278
6027,29154,Cariacica,ES,-20.263202,-40.416549
6028,85877,São Miguel do Iguaçu,PR,-25.349171,-54.240498
6029,89560,Videira,SC,-27.00544,-51.1533733
6030,22071,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6031,95350,Nova Araçá,RS,-28.6604116,-51.7424776
6032,76990,Chupinguaia,RO,-12.5528918,-60.9027819
6033,83091,São José dos Pinhais,PR,-25.533816,-49.2072163
6034,24915,Maricá,RJ,-22.9057478,-42.789831397132616
6035,83900,São Mateus do Sul,PR,-25.866823,-50.382796
6036,21060,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6037,42714,Lauro de Freitas,BA,-12.89242,-38.3127691
6038,11088,Santos,SP,-23.960833,-46.333889
6039,08554,Poá,SP,-23.5249082,-46.3445663
6040,27542,Resende,RJ,-22.4683626,-44.4463494
6041,80630,Curitiba,PR,-25.4295963,-49.2712724
6042,59464,Santa Maria,RN,-5.838022,-35.691409
6043,79208,Cipolândia,MS,-20.14619415,-55.2816309185147
6044,35192,São Sebastião da Barra,MG,-19.2365,-42.241101740311144
6045,70632,Brasília,DF,-15.7934036,-47.8823172
6046,35123,Capitão Andrade,MG,-19.0675,-41.859722
6047,94080,Gravataí,RS,-29.9440222,-50.9930938
6048,70864,Brasília,DF,-15.7934036,-47.8823172
6049,14060,Ribeirão Preto,SP,-21.178333,-47.8066671
6050,13570,São Carlos,SP,-22.0180395,-47.891154
6051,05526,São Paulo,SP,-23.5506507,-46.6333824
6052,45375,Planaltino,BA,-13.2600789,-40.3692123
6053,14915,Curupá,SP,-21.685792300000003,-48.55802907424243
6054,22620,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6055,36974,Durandé,MG,-20.15181805,-41.80076963571429
6056,89292,São Bento do Sul,SC,-26.2483669,-49.3820672
6057,65690,Colinas,MA,-6.0332631,-44.2528542
6058,09686,São Bernardo do Campo,SP,-23.7080345,-46.5506747
6059,76293,Jacilândia,GO,-15.606835,-50.9365573
6060,79712,São José,MS,-22.4880897,-54.425512376
6061,75807,Jataí,GO,-17.8783829,-51.7204241
6062,83870,Campo do Tenente,PR,-25.9814143,-49.684518
6063,16026,Araçatuba,SP,-21.207992,-50.4390225
6064,75615,Aloândia,GO,-17.7277983,-49.4809338
6065,88064,Florianópolis,SC,-27.5973002,-48.5496098
6066,99265,Santo Antônio do Palma,RS,-28.4946558,-52.0254769
6067,86700,Arapongas,PR,-23.4152862,-51.4293961
6068,87880,Guairaçá,PR,-22.9352304,-52.6865101
6069,25957,Teresópolis,RJ,-22.4164578,-42.975194
6070,68030,Santarém,PA,-2.438489,-54.699611
6071,94814,Alvorada,RS,-29.9981184,-51.0772509
6072,45622,Jussari,BA,-15.1882453,-39.493597
6073,44036,Feira de Santana,BA,-12.2578934,-38.9598047
6074,86041,Londrina,PR,-23.3112878,-51.1595023
6075,44920,João Dourado,BA,-11.3483643,-41.6626509
6076,40355,Salvador,BA,-12.9822499,-38.4812772
6077,93334,Novo Hamburgo,RS,-29.6905705,-51.1429035
6078,92850,Sertão Santana,RS,-30.4617134,-51.6041992
6079,46100,Brumado,BA,-14.29507325,-41.659307508575985
6080,65032,São Luís,MA,-2.5295265,-44.2963942
6081,29520,Alegre,ES,-20.728080499999997,-41.49667054846215
6082,68626,Paragominas,PA,-2.99564,-47.3548942
6083,06618,Jandira,SP,-23.5282246,-46.902003
6084,77016,Palmas,TO,-10.1837852,-48.3336423
6085,89113,Gaspar,SC,-26.9307306,-48.9566824
6086,65468,Matões do Norte,MA,-3.6268881,-44.5547543
6087,91798,Porto Alegre,RS,-30.0324999,-51.2303767
6088,38410,Uberlândia,MG,-18.9188041,-48.2767837
6089,69640,Tabatinga,AM,-4.2327349,-69.9263372
6090,58028,João Pessoa,PB,-7.1215981,-34.882028
6091,14813,Gavião Peixoto,SP,-21.8377536,-48.492853
6092,13846,Mogi Guaçu,SP,-22.372222,-46.9425
6093,06609,Jandira,SP,-23.5282246,-46.902003
6094,35526,Nova Serrana,MG,-19.875834,-44.984166
6095,33171,Santa Luzia,MG,-19.7702097,-43.8505291
6096,40421,Salvador,BA,-12.9822499,-38.4812772
6097,13425,Piracicaba,SP,-22.72528,-47.64917
6098,38441,Araguari,MG,-18.6511256,-48.1933764
6099,89870,Pinhalzinho,SC,-26.852586,-52.9872478
6100,06612,Jandira,SP,-23.5282246,-46.902003
6101,71731,Brasília,DF,-15.7934036,-47.8823172
6102,47680,Cocos,BA,-14.1811222,-44.5382117
6103,41195,Salvador,BA,-12.9822499,-38.4812772
6104,29206,Guarapari,ES,-20.6718755,-40.4984617
6105,51020,Recife,PE,-8.0584933,-34.8848193
6106,27210,Volta Redonda,RJ,-22.5225497,-44.1040128
6107,47520,Ibotirama,BA,-12.1829519,-43.2181138
6108,85508,Pato Branco,PR,-26.2295984,-52.6712474
6109,63280,Penaforte,CE,-7.8288372,-39.0751908
6110,29192,Aracruz,ES,-19.8245218,-40.2735025
6111,86818,Pinhalzinho,PR,-24.3964293,-49.2502292
6112,68390,Ourilândia do Norte,PA,-6.748975,-51.0788476
6113,22783,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6114,09430,Ribeirão Pires,SP,-23.7129388,-46.4150871
6115,26220,Nova Iguaçu,RJ,-22.7592175,-43.4508728
6116,38405,Uberlândia,MG,-18.9188041,-48.2767837
6117,76260,Diorama,GO,-16.2359735,-51.2578729
6118,61914,Maracanaú,CE,-3.8779438,-38.6247697
6119,78720,Rondonópolis,MT,-16.4603533,-54.6397099
6120,87202,Cianorte,PR,-23.662036,-52.6103989
6121,16880,Valparaíso,SP,-21.2230369,-50.8666375
6122,89506,Caçador,SC,-26.77567,-51.0120041
6123,63500,Iguatu,CE,-6.361934,-39.2972233
6124,39340,Coração de Jesus,MG,-16.6888187,-44.3577401
6125,58041,João Pessoa,PB,-7.1215981,-34.882028
6126,53370,Olinda,PE,-7.9986401,-34.8459552
6127,26323,Queimados,RJ,-22.7156978,-43.555754
6128,25970,Teresópolis,RJ,-22.4164578,-42.975194
6129,38041,Uberaba,MG,-19.750833,-47.936666
6130,79114,Campo Grande,MS,-20.4640173,-54.6162947
6131,89700,Concórdia,SC,-27.2312011,-52.0231024
6132,58928,Joca Claudino,PB,-6.4832147,-38.478874
6133,07997,Francisco Morato,SP,-23.2817308,-46.7448996
6134,13750,Igaraí,SP,-21.41411065,-46.833917075
6135,24474,São Gonçalo,RJ,-22.8219014,-43.0309252
6136,35042,Governador Valadares,MG,-18.8539497,-41.9458753
6137,95012,Caxias do Sul,RS,-29.1684951,-51.1796197
6138,87190,São Jorge do Ivaí,PR,-23.4327325,-52.2924553
6139,58450,Boqueirão,PB,-7.487004,-36.130887
6140,36345,Lagoa Dourada,MG,-20.914444,-44.077778
6141,77325,Aurora do Tocantins,TO,-12.71045,-46.407604
6142,65390,Santa Luzia,MA,-3.9633675,-45.6637956
6143,62034,Sobral,CE,-3.6879135,-40.3456372
6144,37190,Três Pontas,MG,-21.3686224,-45.5122937
6145,94465,Viamão,RS,-30.0819338,-51.0261927
6146,60357,Fortaleza,CE,-3.7304512,-38.5217989
6147,83560,Itaperuçu,PR,-25.21926,-49.345427
6148,44650,Gavião,BA,-11.4714303,-39.7826316
6149,48880,Santaluz,BA,-11.2505314,-39.3746617
6150,87240,Terra Boa,PR,-23.768329,-52.447002
6151,29273,Domingos Martins,ES,-20.3646483,-40.6585797
6152,70866,Brasília,DF,-15.7934036,-47.8823172
6153,55345,Iati,PE,-9.0426669,-36.8466803
6154,86200,Ibiporã,PR,-23.2684137,-51.0475907
6155,62790,Redenção,CE,-4.2243979,-38.7278461
6156,14910,Tabatinga,SP,-21.7373768,-48.6880522
6157,23860,Mangaratiba,RJ,-22.9600193,-44.04111
6158,82560,Curitiba,PR,-25.4295963,-49.2712724
6159,61603,Caucaia,CE,-3.7300563,-38.6593082
6160,29260,Domingos Martins,ES,-20.3646483,-40.6585797
6161,26511,Nilópolis,RJ,-22.8080114,-43.4138222
6162,95700,Bento Gonçalves,RS,-29.1654014,-51.5197627
6163,15885,Novais,SP,-20.9941576,-48.9188283
6164,18611,Botucatu,SP,-22.8879628,-48.4410712
6165,74083,Goiânia,GO,-16.680882,-49.2532691
6166,64031,Teresina,PI,-5.0896403,-42.809588
6167,98530,Barra do Guarita,RS,-27.1888016,-53.7147086
6168,29171,Serra,ES,39.6838793,-0.4288545
6169,15145,Mirassolândia,SP,-20.6147204,-49.462817
6170,65059,São Luís,MA,-2.5295265,-44.2963942
6171,27345,Barra Mansa,RJ,-22.5394843,-44.1735129
6172,11085,Santos,SP,-23.960833,-46.333889
6173,23088,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6174,62660,Umirim,CE,-3.6777738,-39.348725
6175,15960,Ariranha,SP,-21.18716,-48.790418
6176,18400,Itapeva,SP,-23.9849105,-48.8803886
6177,29930,São Mateus,ES,-18.7156342,-39.8482555
6178,21922,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6179,59293,São Gonçalo do Amarante,RN,-5.7932331,-35.3286312
6180,23955,Angra dos Reis,RJ,-23.0063966,-44.316326
6181,85811,Cascavel,PR,-24.9554996,-53.4560544
6182,29475,Alto Calçado,ES,-20.9111228,-41.62371574464956
6183,26260,Nova Iguaçu,RJ,-22.7592175,-43.4508728
6184,09666,São Bernardo do Campo,SP,-23.7080345,-46.5506747
6185,09290,Santo André,SP,-23.6573395,-46.5322504
6186,16403,Lins,SP,-21.6741873,-49.7518932
6187,78085,Cuiabá,MT,-15.5986686,-56.0991301
6188,50010,Recife,PE,-8.0584933,-34.8848193
6189,49096,Aracaju,SE,-10.9162061,-37.0774655
6190,47400,Xique-Xique,BA,-10.8217193,-42.7265689
6191,39695,Franciscópolis,MG,-17.9594883,-42.0081094
6192,62340,Frecheirinha,CE,-3.755572,-40.818019
6193,36206,Costas da Mantiqueira,MG,-21.246871,-43.63646564033757
6194,78557,Sinop,MT,-11.8508224,-55.5175957
6195,18022,Sorocaba,SP,-23.5003451,-47.4582864
6196,13287,Vinhedo,SP,-23.0298535,-46.9749847
6197,65820,Tasso Fragoso,MA,-8.4729347,-45.7461798
6198,13335,Indaiatuba,SP,-23.09028,-47.21806
6199,08596,Itaquaquecetuba,SP,-23.4754492,-46.3514033
6200,89283,São Bento do Sul,SC,-26.2483669,-49.3820672
6201,15355,Guzolândia,SP,-20.6491637,-50.6622974
6202,81710,Curitiba,PR,-25.4295963,-49.2712724
6203,13225,Várzea Paulista,SP,-23.2113889,-46.8283333
6204,29173,Serra,ES,39.6838793,-0.4288545
6205,06343,Carapicuíba,SP,-23.5234673,-46.8406808
6206,96545,Novo Cabrais,RS,-29.7347439,-52.9499851
6207,35447,Barra Longa,MG,-20.2833541,-43.0423516
6208,21032,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6209,71620,Brasília,DF,-15.7934036,-47.8823172
6210,53260,Olinda,PE,-7.9986401,-34.8459552
6211,13456,Santa Bárbara D'Oeste,SP,-22.7542539,-47.4137884
6212,30870,Belo Horizonte,MG,-19.9227318,-43.9450948
6213,50721,Recife,PE,-8.0584933,-34.8848193
6214,85854,Foz do Iguaçu,PR,-25.5401479,-54.5858139
6215,19803,Assis,SP,-22.6620892,-50.420623
6216,09091,Santo André,SP,-23.6573395,-46.5322504
6217,46130,Aracatu,BA,-14.4274236,-41.4604105
6218,39100,Diamantina,MG,-18.2440862,-43.6006487
6219,08720,Mogi das Cruzes,SP,-23.5234284,-46.1926671
6220,37535,Luminosa,MG,-22.5925935,-45.61326483839035
6221,51230,Recife,PE,-8.0584933,-34.8848193
6222,08248,São Paulo,SP,-23.5506507,-46.6333824
6223,05659,São Paulo,SP,-23.5506507,-46.6333824
6224,74981,Aparecida de Goiânia,GO,-16.8226769,-49.2452546
6225,24731,São Gonçalo,RJ,-22.8219014,-43.0309252
6226,05065,São Paulo,SP,-23.5506507,-46.6333824
6227,45027,Vitória da Conquista,BA,-14.8567487,-40.8414804
6228,57010,Maceió,AL,-9.6476843,-35.7339264
6229,88113,São José,SC,-27.6157733,-48.6276491
6230,28435,Três Irmãos,RJ,-21.6275531,-41.9885596
6231,15385,Ilha Solteira,SP,-20.4281001,-51.3410871
6232,76387,Goianésia,GO,-15.3118269,-49.1162001
6233,96076,Pelotas,RS,-31.7699736,-52.3410161
6234,22743,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6235,13408,Piracicaba,SP,-22.72528,-47.64917
6236,86480,Conselheiro Mairinck,PR,-23.6229983,-50.1706779
6237,87890,Terra Rica,PR,-22.7264874,-52.6202541
6238,65074,São Luís,MA,-2.5295265,-44.2963942
6239,76135,Moiporá,GO,-16.5448305,-50.7352929
6240,60810,Fortaleza,CE,-3.7304512,-38.5217989
6241,98460,Iraí,RS,-27.1955392,-53.256791
6242,37060,Varginha,MG,-21.5565914,-45.4340674
6243,73730,Mimoso de Goiás,GO,-15.0575453,-48.1602281
6244,26291,Nova Iguaçu,RJ,-22.7592175,-43.4508728
6245,96203,Rio Grande,RS,-32.0334252,-52.0991297
6246,15640,São João das Duas Pontes,SP,-20.3878223,-50.378858
6247,65378,Tufilândia,MA,-3.6734127,-45.6357014
6248,19029,Presidente Prudente,SP,-22.1225167,-51.3882528
6249,78065,Cuiabá,MT,-15.5986686,-56.0991301
6250,89633,Zortéa,SC,-27.4867936,-51.548693146507254
6251,69170,Freguesia do Andirá,AM,-2.99338505,-57.08163233651517
6252,63900,Quixadá,CE,-4.9706021,-39.0158403
6253,70846,Brasília,DF,-15.7934036,-47.8823172
6254,56322,Petrolina,PE,-9.3817334,-40.4968875
6255,17057,Bauru,SP,-22.3218102,-49.0705863
6256,65625,Duque Bacelar,MA,-4.1542795,-42.946096
6257,62580,Acaraú,CE,-2.8869514,-40.1194713
6258,26272,Nova Iguaçu,RJ,-22.7592175,-43.4508728
6259,79280,Porto Murtinho,MS,-21.698078,-57.883586
6260,94415,Viamão,RS,-30.0819338,-51.0261927
6261,66623,Belém,PA,-1.45056,-48.4682453
6262,89224,Joinville,SC,-26.3044898,-48.8486726
6263,30660,Belo Horizonte,MG,-19.9227318,-43.9450948
6264,57039,Maceió,AL,-9.6476843,-35.7339264
6265,62980,Iracema,CE,-5.8106219,-38.3028294
6266,95236,Monte Alegre dos Campos,RS,-28.6840498,-50.7820322
6267,52040,Recife,PE,-8.0584933,-34.8848193
6268,74471,Goiânia,GO,-16.680882,-49.2532691
6269,98855,Entre-Ijuís,RS,-28.361628,-54.2670019
6270,57545,Inhapi,AL,-9.222095,-37.7480654
6271,13844,Mogi Guaçu,SP,-22.372222,-46.9425
6272,68230,Almeirim,PA,-1.5290377,-52.5788111
6273,14680,Jardinópolis,SP,-21.0255126,-47.7706807
6274,29550,Jerônimo Monteiro,ES,-20.796366,-41.39266867868395
6275,99430,Alto Alegre,RS,-28.78345515,-53.00191079167412
6276,59621,Mossoró,RN,-5.1904332,-37.3443872
6277,61901,Maracanaú,CE,-3.8779438,-38.6247697
6278,49920,Amparo de São Francisco,SE,-10.20021555,-36.93252371926807
6279,55295,Garanhuns,PE,-8.8905889,-36.4930896
6280,59790,Governador Dix-Sept Rosado,RN,-5.4577723,-37.5207493
6281,41505,Salvador,BA,-12.9822499,-38.4812772
6282,56504,Arcoverde,PE,-8.415192,-37.057748
6283,82220,Curitiba,PR,-25.4295963,-49.2712724
6284,98330,Sagrada Família,RS,-27.7013689,-53.126649191718144
6285,73360,Brasília,DF,-15.7934036,-47.8823172
6286,93615,Estância Velha,RS,-29.6529666,-51.1719687
6287,25904,Magé,RJ,-22.6604221,-43.0426162
6288,20051,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6289,78580,Alta Floresta,MT,-9.8698547,-56.0834993
6290,83825,Fazenda Rio Grande,PR,-25.645841,-49.3126653
6291,94470,Viamão,RS,-30.0819338,-51.0261927
6292,85853,Foz do Iguaçu,PR,-25.5401479,-54.5858139
6293,68330,Porto de Moz,PA,-1.7502089,-52.235556
6294,60730,Fortaleza,CE,-3.7304512,-38.5217989
6295,78141,Várzea Grande,MT,-15.645816,-56.132218
6296,60415,Fortaleza,CE,-3.7304512,-38.5217989
6297,68830,Ponta de Pedras,PA,-1.3914098,-48.8714528
6298,18050,Sorocaba,SP,-23.5003451,-47.4582864
6299,21221,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6300,37527,Conceição das Pedras,MG,-22.1596572,-45.4550521
6301,35328,Santa Bárbara do Leste,MG,-19.978334,-42.140555
6302,71982,Brasília,DF,-15.7934036,-47.8823172
6303,75524,Itumbiara,GO,-18.4135862,-49.2172596
6304,37630,Toledo,MG,-22.7433969,-46.3735044
6305,48905,Juazeiro,BA,-9.4336959,-40.5068201
6306,97313,São Gabriel,RS,-30.334214,-54.3227149
6307,89202,Joinville,SC,-26.3044898,-48.8486726
6308,65880,Nova Iorque,MA,40.7127281,-74.0060152
6309,23917,Angra dos Reis,RJ,-23.0063966,-44.316326
6310,59073,Natal,RN,-5.805398,-35.2080905
6311,33030,Santa Luzia,MG,-19.7702097,-43.8505291
6312,35311,Sapucaia,MG,-19.86407675,-42.19891892104319
6313,70804,Brasília,DF,-15.7934036,-47.8823172
6314,17511,Marília,SP,-22.217108,-49.95006
6315,12231,São José dos Campos,SP,-23.1860383,-45.8866816
6316,75126,Anápolis,GO,-16.3332828,-48.9525756
6317,12230,São José dos Campos,SP,-23.1860383,-45.8866816
6318,38510,Iraí de Minas,MG,-18.9865339,-47.4642202
6319,87820,Cidade Gaúcha,PR,-23.3816558,-52.9444098
6320,12229,São José dos Campos,SP,-23.1860383,-45.8866816
6321,18112,Votorantim,SP,-23.5383101,-47.4422496
6322,27257,Volta Redonda,RJ,-22.5225497,-44.1040128
6323,64360,Alto Longá,PI,-5.2549051,-42.2072388
6324,86280,Uraí,PR,-23.199997,-50.793873
6325,39708,Frei Lagonegro,MG,-18.1671176,-42.7656893
6326,57245,São Miguel dos Campos,AL,-9.7831115,-36.0967804
6327,44565,Varzedo,BA,-12.9755592,-39.3943596
6328,75400,Inhumas,GO,-16.3610569,-49.500111
6329,30516,Belo Horizonte,MG,-19.9227318,-43.9450948
6330,87260,Araruna,PR,-23.9320308,-52.4976047
6331,08507,Ferraz de Vasconcelos,SP,-23.541056,-46.37097
6332,95552,Capivari do Sul,RS,-30.1437605,-50.5129169
6333,35046,Governador Valadares,MG,-18.8539497,-41.9458753
6334,78518,Colorado do Norte,MT,-13.13694415,-60.537200274415866
6335,57062,Maceió,AL,-9.6476843,-35.7339264
6336,06065,Osasco,SP,-23.5324859,-46.7916801
6337,88725,Azambuja,SC,-27.1233568,-48.918273
6338,72420,Brasília,DF,-15.7934036,-47.8823172
6339,08564,Poá,SP,-23.5249082,-46.3445663
6340,08593,Itaquaquecetuba,SP,-23.4754492,-46.3514033
6341,79311,Corumbá,MS,-19.0016365,-57.6534316
6342,53441,Paulista,PE,-7.9340069,-34.868407
6343,57607,Palmeira dos Índios,AL,-9.4076249,-36.6323616
6344,29140,Cariacica,ES,-20.263202,-40.416549
6345,88135,Palhoça,SC,-27.6447774,-48.6646323
6346,61902,Maracanaú,CE,-3.8779438,-38.6247697
6347,31035,Belo Horizonte,MG,-19.9227318,-43.9450948
6348,50910,Recife,PE,-8.0584933,-34.8848193
6349,76889,Cacaulândia,RO,-10.3380043,-62.9007231
6350,11548,Cubatão,SP,-23.8857982,-46.4241869
6351,74685,Goiânia,GO,-16.680882,-49.2532691
6352,69425,Caapiranga,AM,-3.3188884,-61.2096404
6353,72160,Brasília,DF,-15.7934036,-47.8823172
6354,17213,Jaú,SP,-22.293585,-48.559193
6355,09321,Mauá,SP,-23.6669527,-46.4616922
6356,20541,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6357,26556,Mesquita,RJ,-22.783092,-43.4293599
6358,79792,Lagoa Bonita,MS,-22.2257347,-54.22435469518288
6359,05124,São Paulo,SP,-23.5506507,-46.6333824
6360,35865,Dom Joaquim,MG,-18.967137,-43.2552141
6361,40800,Salvador,BA,-12.9822499,-38.4812772
6362,14179,Sertãozinho,SP,-21.1375782,-47.9913741
6363,85926,Boa Vista,PR,-30.0247805,-51.1745238
6364,13530,Itirapina,SP,-22.2890877,-47.822946524904154
6365,30855,Belo Horizonte,MG,-19.9227318,-43.9450948
6366,99765,Saltinho,RS,-27.43394175,-53.16274615620809
6367,25875,Afonso Arinos,RJ,-22.0116696,-43.3346467
6368,15417,Monte Verde Paulista,SP,-20.8553157,-48.77578286764706
6369,13847,Mogi Guaçu,SP,-22.372222,-46.9425
6370,51111,Recife,PE,-8.0584933,-34.8848193
6371,13473,Americana,SP,-22.7392463,-47.3306032
6372,27916,Macaé,RJ,-22.3712958,-41.7866922
6373,55630,Pombos,PE,-8.1398585,-35.396437
6374,35358,Santana do Tabuleiro,MG,-19.96242,-42.218357016020406
6375,57950,Japaratinga,AL,-9.087464,-35.263403
6376,93520,Novo Hamburgo,RS,-29.6905705,-51.1429035
6377,58750,Juru,PB,-7.5375089,-37.8192275
6378,19024,Presidente Prudente,SP,-22.1225167,-51.3882528
6379,39850,Ataléia,MG,-18.04432,-41.1110524
6380,75195,Bonfinópolis,GO,-16.6172709,-48.9615701
6381,32020,Contagem,MG,-19.9132749,-44.0840953
6382,75630,Mairipotaba,GO,-17.2949694,-49.4960906
6383,12286,Caçapava,SP,-23.099204,-45.707645
6384,21675,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6385,72876,Valparaíso de Goiás,GO,-16.0686394,-47.9764907
6386,35798,Angueretá,MG,-19.0521451,-44.608245999241035
6387,59148,Parnamirim,RN,-5.9153334,-35.2679913
6388,61645,Caucaia,CE,-3.7300563,-38.6593082
6389,21535,Rio de Janeiro,RJ,-22.9110137,-43.2093727
6390,31520,Belo Horizonte,MG,-19.9227318,-43.9450948
6391,73850,Cristalina,GO,-16.7680599,-47.6133427
6392,88165,Biguaçu,SC,-27.4961277,-48.6542432
6393,52030,Recife,PE,-8.0584933,-34.8848193
6394,05073,São Paulo,SP,-23.5506507,-46.6333824
6395,56316,Petrolina,PE,-9.3817334,-40.4968875
6396,28779,Triunfo,RJ,-22.0485951,-41.9418997
6397,06663,Itapevi,SP,-23.54888,-46.933889
6398,29985,São João do Sobrado,ES,-18.37209645,-40.36590829635161
6399,09845,São Bernardo do Campo,SP,-23.7080345,-46.5506747
6400,29263,Domingos Martins,ES,-20.3646483,-40.6585797
6401,64209,Parnaíba,PI,-2.9147515,-41.7661953
6402,29131,Viana,ES,42.5154725,-2.3713437
6403,45104,Pradoso,BA,-14.87028415,-40.98760338445818
6404,13091,Campinas,SP,-22.90556,-47.06083
6405,70067,Brasília,DF,-15.7934036,-47.8823172
6406,90240,Porto Alegre,RS,-30.0324999,-51.2303767
6407,65110,São José de Ribamar,MA,-2.5609115,-44.0559509
6408,38240,Itapagipe,MG,-19.9033884,-49.3666934
6409,79910,Antônio João,MS,-22.1892837,-55.9508227
6410,38280,Iturama,MG,-19.7272733,-50.193488
6411,76937,Costa Marques,RO,-12.4367165,-64.2279765
6412,61921,Maracanaú,CE,-3.8779438,-38.6247697
6413,17607,Tupã,SP,-21.9349129,-50.5141255
6414,78245,Vila Bela da Santíssima Trindade,MT,-15.009904,-59.961115
6415,56308,Petrolina,PE,-9.3817334,-40.4968875
6416,47240,Pilão Arcado,BA,-10.0004334,-42.4793189
6417,85606,Francisco Beltrão,PR,-26.0790979,-53.0533527
6418,23916,Angra dos Reis,RJ,-23.0063966,-44.316326
6419,72317,Brasília,DF,-15.7934036,-47.8823172
6420,62500,Itapipoca,CE,-3.499329,-39.583571
6421,16600,Pirajuí,SP,-21.9957877,-49.4549675
6422,15790,Rubinéia,SP,-20.1718325,-50.9995571
6423,34940,Morro Vermelho,MG,-20.3918556,-43.3600271
6424,38689,Chapada Gaúcha,MG,-15.2946253,-45.6284904
6425,88730,São Ludgero,SC,-28.3243832,-49.174819
6426,06634,Jandira,SP,-23.5282246,-46.902003
