,cep_5_digitos,lat,lon
1419,65180,-2.598282,-43.464877
1420,64265,-4.131182,-41.7824969
1421,18044,-23.5003451,-47.4582864
1422,08567,-23.5249082,-46.3445663
1423,58570,-7.3917683,-36.8079501
1424,13909,-22.70111,-46.76444
1425,89157,-26.927487,-49.794675
1426,78678,-12.1725897,-51.5074425
1427,44360,-12.6069891,-38.9695574
1428,19700,-22.4203497,-50.5792099
1429,60040,-3.7304512,-38.5217989
1430,54777,-8.0213832,-34.9810768
1431,92314,-29.9216045,-51.1799525
1432,87301,-24.046329,-52.37802
1433,92025,-29.9216045,-51.1799525
1434,63460,-6.046269,-38.4604192
1435,25235,-22.7896225,-43.309929
1436,24738,-22.8219014,-43.0309252
1437,57960,-8.83951,-35.459074
1438,83021,-25.533816,-49.2072163
1439,79094,-20.4640173,-54.6162947
1440,91360,-30.0324999,-51.2303767
1441,39460,-14.7528035,-43.9417044
1442,06152,-23.5324859,-46.7916801
1443,12515,-22.8057839,-45.1908926
1444,26225,-22.7592175,-43.4508728
1445,39860,-17.8391113,-40.3537221
1446,67033,-1.374035,-48.4016623
1447,33821,-19.7672898,-44.0875436
1448,83490,-24.6557863,-48.9912769
1449,37036,-21.5565914,-45.4340674
1450,11612,-23.8027866,-45.4070527
1451,18280,-23.3518451,-47.848026
1452,86170,-23.0600434,-51.0373544
1453,76130,-16.68881925,-50.926252699582605
1454,87504,-23.7621152,-53.3116192
1455,14711,-20.949077,-48.479083
1456,17215,-22.293585,-48.559193
1457,80410,-25.4295963,-49.2712724
1458,11718,-24.005833,-46.402778
1459,96835,-29.7141869,-52.4285914
1460,29182,39.6838793,-0.4288545
1461,31550,-19.9227318,-43.9450948
1462,35703,-19.466111,-44.246944
1463,75102,-16.3332828,-48.9525756
1464,33836,-19.7672898,-44.0875436
1465,97545,-29.790166,-55.794862
1466,71693,-15.7934036,-47.8823172
1467,25917,-22.6604221,-43.0426162
1468,88735,-28.3300703,-49.0362296
1469,83024,-25.533816,-49.2072163
1470,36664,-21.7473304,-42.6766466
1471,38198,-19.781489800000003,-47.56866679669399
1472,79815,-22.2206145,-54.812208
1473,58993,-7.4202462,-38.2156782
1474,70764,-15.7934036,-47.8823172
1475,16205,-21.2908491,-50.34144
1476,88350,-27.0964628,-48.9136323
1477,85865,-25.5401479,-54.5858139
1478,12730,-22.5783685,-44.9642044
1479,74650,-16.680882,-49.2532691
1480,99020,-28.2550598,-52.3966606
1481,81452,-25.4295963,-49.2712724
1482,76977,-11.9107798,-61.5130058
1483,11667,-23.62028,-45.41306
1484,43820,-12.6693806,-38.5406462
1485,18530,-23.1030302,-47.7147937
1486,16012,-21.207992,-50.4390225
1487,39625,-16.5614934,-41.502275
1488,70770,-15.7934036,-47.8823172
1489,74653,-16.680882,-49.2532691
1490,17810,-21.7966708,-51.1831475
1491,73740,-14.1555935,-48.0729958
1492,86270,-23.7221275,-50.7389164
1493,66045,-1.45056,-48.4682453
1494,57670,-9.5808649,-36.3040574
1495,35488,-20.391389,-44.488055
1496,64604,-7.0823544,-41.4685053
1497,70239,-15.7934036,-47.8823172
1498,64465,-5.8324033,-42.6236706
1499,35409,-20.5334035,-43.5524561
1500,87640,-23.0853871,-52.1584403
1501,26089,-22.7592175,-43.4508728
1502,35490,-20.670834,-44.065556
1503,36475,-20.7685467,-43.1877237
1504,25964,-22.4164578,-42.975194
1505,47610,-13.0843136,-43.4686989
1506,70406,-15.7934036,-47.8823172
1507,59145,-5.9153334,-35.2679913
1508,85770,-25.7720262,-53.5338306
1509,88080,-27.5973002,-48.5496098
1510,05663,-23.5506507,-46.6333824
1511,46446,-14.2117024,-44.2822314
1512,09785,-23.7080345,-46.5506747
1513,09185,-23.6573395,-46.5322504
1514,63780,-4.7879512,-40.063949
1515,35439,-20.4303,-42.8056
1516,14160,-21.1375782,-47.9913741
1517,13238,-23.207791,-46.788919
1518,65770,-5.023562,-44.2709924
1519,89190,-27.1167574,-50.0002159
1520,82710,-25.4295963,-49.2712724
1521,08395,-23.5506507,-46.6333824
1522,48415,-10.5944103,-38.2118405
1523,93546,-29.6905705,-51.1429035
1524,45821,-16.3722412,-39.575704
1525,69985,-7.7380283,-72.6509379
1526,36417,-20.5015168,-43.8564586
1527,72445,-15.7934036,-47.8823172
1528,36352,-21.03203245,-44.59197206100568
1529,79095,-20.4640173,-54.6162947
1530,45910,-17.5215875,-39.1965474
1531,59340,-6.2166906,-36.6823094
1532,59290,-5.7932331,-35.3286312
1533,88460,-27.5805287,-48.9838759
1534,47650,-13.344157,-44.6345066
1535,18131,-23.5304843,-47.1355473
1536,65206,-2.972719,-45.349316
1537,25914,-22.6604221,-43.0426162
1538,88034,-27.5973002,-48.5496098
1539,89121,-26.739777,-49.271828
1540,57042,-9.6476843,-35.7339264
1541,78595,-9.5678422,-57.394852
1542,65704,-4.3728019,-45.0366054
1543,89899,-26.988409,-53.5344408
1544,48480,-11.5105813,-38.1506278
1545,74395,-16.680882,-49.2532691
1546,58123,-7.2620711,-36.2415161
1547,37650,-22.755278,-46.144444
1548,49530,-10.5405577,-37.4368783
1549,97195,-29.643191,-53.5867044
1550,87430,-23.7334411,-52.8701739
1551,69079,-3.1316333,-59.9825041
1552,39800,-17.8579267,-41.5081533
1553,38175,-19.308611,-47.525
1554,85818,-24.9554996,-53.4560544
1555,93425,-29.6905705,-51.1429035
1556,65795,-5.470776,-44.0720572
1557,01516,-23.5506507,-46.6333824
1558,11438,-23.9927768,-46.2558332
1559,68633,-4.2928111,-47.5559083
1560,37160,-21.2333342,-45.7584127
1561,95930,-29.5139742,-51.9917068
1562,26420,-22.6427642,-43.6533831
1563,07190,-23.4430602,-46.524459
1564,61962,-3.8966068,-40.7526548
1565,40254,-12.9822499,-38.4812772
1566,15405,-20.7072589,-49.06531003657817
1567,89705,-27.2312011,-52.0231024
1568,25225,-22.7896225,-43.309929
1569,87270,-23.7996003,-52.2592684
1570,11450,-23.9927768,-46.2558332
1571,89218,-26.3044898,-48.8486726
1572,66911,-1.45056,-48.4682453
1573,17525,-22.217108,-49.95006
1574,76979,-12.1810712,-61.6037558
1575,77490,-10.59848,-49.194202
1576,61908,-3.8779438,-38.6247697
1577,40157,-12.9822499,-38.4812772
1578,09973,-23.681347,-46.62052
1579,64240,-3.9304804,-41.7150099
1580,19814,-22.6620892,-50.420623
1581,48390,-11.9428154,-37.9494462
1582,12525,-22.8377227,-45.2565239
1583,70872,-15.7934036,-47.8823172
1584,46580,-13.5474243,-42.4907587
1585,92480,-29.8489972,-51.2764275
1586,17512,-22.217108,-49.95006
1587,40430,-12.9822499,-38.4812772
1588,27655,-22.2874724,-43.92448
1589,82920,-25.4295963,-49.2712724
1590,13610,-22.1859721,-47.389764
1591,76374,-14.702282,-49.706656244444446
1592,75703,-18.1702546,-47.9447082
1593,48902,-9.4336959,-40.5068201
1594,94150,-29.9440222,-50.9930938
1595,32152,-19.9132749,-44.0840953
1596,12510,-22.8057839,-45.1908926
1597,84031,-25.0891685,-50.1601812
1598,18710,-23.1345103,-49.0545651
1599,20760,-22.9110137,-43.2093727
1600,79091,-20.4640173,-54.6162947
1601,25940,-22.5266308,-42.9790687
1602,08285,-23.5506507,-46.6333824
1603,15064,-20.8125851,-49.3804212
1604,86385,-23.1151788,-50.1813945
1605,72015,-15.7934036,-47.8823172
1606,25725,-22.5075743,-43.1785356
1607,41745,-12.9822499,-38.4812772
1608,29687,-19.7269876,-40.47530505251956
1609,78896,-12.5444887,-55.7233972
1610,08526,-23.541056,-46.37097
1611,74487,-16.680882,-49.2532691
1612,40715,-12.9822499,-38.4812772
1613,60872,-3.7304512,-38.5217989
1614,59162,-6.0746867,-35.2370184
1615,18030,-23.5003451,-47.4582864
1616,27113,-22.4703403,-43.8263256
1617,95210,-28.5102901,-50.9356044
1618,83607,-25.4597726,-49.5270851
1619,86085,-23.3112878,-51.1595023
1620,54320,-8.1752476,-34.9468716
1621,89255,-26.4897432,-49.0778063
1622,83830,-25.645841,-49.3126653
1623,15835,-21.9549806,-49.0232348
1624,53025,-7.9986401,-34.8459552
1625,60355,-3.7304512,-38.5217989
1626,61934,-3.8779438,-38.6247697
1627,29222,-20.6718755,-40.4984617
1628,14580,-20.4290496,-47.8250067
1629,18250,-23.3718195,-48.184685
1630,76160,-16.1993165,-50.309374
1631,78746,-16.4603533,-54.6397099
1632,24466,-22.8219014,-43.0309252
1633,29024,-20.3200917,-40.3376682
1634,28463,-21.4307301,-42.1006344
1635,45345,-13.5294974,-39.9693081
1636,68459,-3.7738509,-49.6708204
1637,74989,-16.8226769,-49.2452546
1638,21921,-22.9110137,-43.2093727
1639,23822,-22.8629597,-43.775322
1640,41950,-12.9822499,-38.4812772
1641,85568,-25.6915533,-52.6184857
1642,41341,-12.9822499,-38.4812772
1643,70602,-15.7934036,-47.8823172
1644,42800,-12.6998188,-38.3260762
1645,25860,-22.2209961,-43.3150452
1646,89245,-26.4425466,-48.762307811382954
1647,64565,-7.4483425,-41.4796645
1648,36690,-21.459444,-42.967223
1649,12333,-23.30528,-45.96583
1650,86047,-23.3112878,-51.1595023
1651,74971,-16.8226769,-49.2452546
1652,09274,-23.6573395,-46.5322504
1653,58805,-6.7662029,-38.2319607
1654,85507,-26.2295984,-52.6712474
1655,55158,-8.3338293,-36.4176419
1656,74460,-16.680882,-49.2532691
1657,99500,-28.2981634,-52.7942363
1658,18510,-23.03053165,-47.88978997103159
1659,69097,-3.1316333,-59.9825041
1660,11713,-24.005833,-46.402778
1661,47806,-12.1440031,-44.9967406
1662,45986,-17.5376644,-39.7458096
1663,39665,-17.5308667,-43.0136207
1664,74883,-16.680882,-49.2532691
1665,30285,-19.9227318,-43.9450948
1666,29785,-18.9984033,-40.3894342
1667,53230,-7.9986401,-34.8459552
1668,98390,-27.5511418,-53.506851
1669,26023,-22.7592175,-43.4508728
1670,88490,-27.964968,-48.6830299
1671,12411,-22.9340165,-45.462938
1672,37709,-21.7900318,-46.5647928
1673,21072,-22.9110137,-43.2093727
1674,74375,-16.680882,-49.2532691
1675,56380,-8.8001615,-39.8271099
1676,41215,-12.9822499,-38.4812772
1677,38755,-18.6002698,-46.5200751
1678,17203,-22.293585,-48.559193
1679,75706,-18.1702546,-47.9447082
1680,65707,-3.8911223,-45.1710284
1681,28894,-22.5269448,-41.944972
1682,55302,-8.8905889,-36.4930896
1683,74944,-16.8226769,-49.2452546
1684,57044,-9.6476843,-35.7339264
1685,13478,-22.7392463,-47.3306032
1686,59030,-5.805398,-35.2080905
1687,72912,-15.7392283,-48.2793357
1688,32046,-19.9132749,-44.0840953
1689,37586,-22.1641985,-46.1785855
1690,25231,-22.7896225,-43.309929
1691,29920,-19.2614413,-40.3353272
1692,26280,-22.7592175,-43.4508728
1693,37930,-20.6142437,-46.0487652
1694,62738,-4.0517636,-39.4509271
1695,78610,-16.758407,-52.836864
1696,15070,-20.8125851,-49.3804212
1697,41214,-12.9822499,-38.4812772
1698,39540,-15.3171214,-42.01678
1699,65765,-5.0398278,-44.4385724
1700,37034,-21.5565914,-45.4340674
1701,78551,-11.8508224,-55.5175957
1702,14022,-21.178333,-47.8066671
1703,25710,-22.5075743,-43.1785356
1704,21820,-22.9110137,-43.2093727
1705,40725,-12.9822499,-38.4812772
1706,60731,-3.7304512,-38.5217989
1707,14015,-21.178333,-47.8066671
1708,49025,-10.9162061,-37.0774655
1709,48370,-11.800614,-37.9453
1710,17033,-22.3218102,-49.0705863
1711,88103,-27.6157733,-48.6276491
1712,73860,-13.44937035,-46.49690092794401
1713,27360,-22.5394843,-44.1735129
1714,76145,-16.2960629,-50.5512216
1715,29316,-20.848084,-41.11129
1716,13470,-22.7392463,-47.3306032
1717,49200,-11.2682255,-37.4378341
1718,68440,-1.721828,-48.878843
1719,75925,-18.089062,-50.220798
1720,89895,-27.0697574,-53.3225281
1721,98960,-27.826259,-54.661963
1722,05515,-23.5506507,-46.6333824
1723,39215,-18.3242667,-44.1187729
1724,75603,-17.8139944,-50.1653411
1725,90570,-30.0324999,-51.2303767
1726,21511,-22.9110137,-43.2093727
1727,45661,-14.792599,-39.0453843
1728,95880,-29.5010545,-51.962226
1729,08653,-23.5427842,-46.3108391
1730,96460,-31.4074739,-53.8699535
1731,55720,-7.8608755,-35.591575
1732,79803,-22.2206145,-54.812208
1733,17510,-22.217108,-49.95006
1734,54330,-8.1752476,-34.9468716
1735,08372,-23.5506507,-46.6333824
1736,22740,-22.9110137,-43.2093727
1737,97065,-29.6860512,-53.8069214
1738,18440,-23.8621345,-49.1398926
1739,83833,-25.645841,-49.3126653
1740,79470,-19.4466984,-54.9860433
1741,45675,-14.3167137,-39.3256107
1742,59770,-6.1006213,-37.6385148
1743,45202,-13.8604033,-40.0719627
1744,16300,-21.4192406,-50.0765588
1745,15650,-20.2860692,-50.3986216
1746,85710,-26.0727118,-53.725556
1747,37150,-20.973315,-46.1186754
1748,37910,-20.344749,-46.8546425
1749,74020,-16.680882,-49.2532691
1750,68742,-1.2927031,-47.9223903
1751,72001,-15.7934036,-47.8823172
1752,71727,-15.7934036,-47.8823172
1753,71920,-15.7934036,-47.8823172
1754,21735,-22.9110137,-43.2093727
1755,88015,-27.5973002,-48.5496098
1756,88035,-27.5973002,-48.5496098
1757,89289,-26.2483669,-49.3820672
1758,36512,-21.1738872,-43.0207206
1759,50770,-8.0584933,-34.8848193
1760,38037,-19.750833,-47.936666
1761,27657,-22.2272568,-44.0659539
1762,12620,-22.6138451,-45.1777096
1763,23530,-22.9110137,-43.2093727
1764,79460,-19.827429,-54.8322243
1765,61943,-3.8922967,-38.6835427
1766,65204,-2.5907563,-45.3623652
1767,76140,-16.6645,-51.0806125
1768,64145,-3.8929066,-42.7078344
1769,19015,-22.1225167,-51.3882528
1770,93604,-29.6529666,-51.1719687
1771,13568,-22.0180395,-47.891154
1772,76966,-11.4333,-61.4420502
1773,57020,-9.6476843,-35.7339264
1774,08527,-23.541056,-46.37097
1775,20745,-22.9110137,-43.2093727
1776,63504,-6.361934,-39.2972233
1777,13313,-23.2638828,-47.298892
1778,35245,-19.008437999999998,-41.119645775
1779,65063,-2.5295265,-44.2963942
1780,29193,-19.8245218,-40.2735025
1781,26293,-22.7592175,-43.4508728
1782,29112,-20.3297037,-40.2920174
1783,73760,-14.7043453,-47.5206865
1784,98680,-27.402229,-54.081367
1785,89555,-26.91180585,-51.138143996875
1786,09120,-23.6573395,-46.5322504
1787,83215,-25.5148822,-48.5226695
1788,18404,-23.9849105,-48.8803886
1789,37560,-22.2343858,-45.9327241
1790,89820,-26.8748603,-52.4035964
1791,71572,-15.7934036,-47.8823172
1792,13289,-23.0298535,-46.9749847
1793,65913,-5.5269279,-47.478115
1794,65021,-2.5295265,-44.2963942
1795,45000,-14.8567487,-40.8414804
1796,52110,-8.0584933,-34.8848193
1797,13045,-22.90556,-47.06083
1798,53010,-7.9986401,-34.8459552
1799,79680,-20.147183650000002,-52.92612379249999
1800,78043,-15.5986686,-56.0991301
1801,49052,-10.9162061,-37.0774655
1802,58884,-6.340625,-37.746967
1803,16265,-21.1671191,-50.1850393
1804,99895,-27.9098613,-51.6433072
1805,35534,-20.541224,-44.6350611
1806,52150,-8.0584933,-34.8848193
1807,17056,-22.3218102,-49.0705863
1808,77378,-11.6119239,-47.7538517
1809,77318,-11.8199253,-46.6254107
1810,70875,-15.7934036,-47.8823172
1811,16210,-21.403962,-50.47464
1812,59430,-6.003043,-35.8710877
1813,38603,-17.2174056,-46.8707514
1814,38442,-18.6511256,-48.1933764
1815,78145,-15.645816,-56.132218
1816,58707,-7.0258285,-37.2766817
1817,36301,-21.1335755,-44.2588086
1818,11081,-23.960833,-46.333889
1819,15803,-21.1331035,-48.9712817
1820,15501,-20.4252908,-49.972028
1821,69375,0.951659,-59.913293
1822,50800,-8.0584933,-34.8848193
1823,96535,-29.6359134,-52.949799
1824,35304,-19.7900887,-42.140533
1825,28035,-21.7558619,-41.3326895
1826,36135,-22.149166,-44.094444
1827,11089,-23.960833,-46.333889
1828,15996,-21.6033611,-48.3660603
1829,63150,-7.0750814,-40.3830178
1830,87112,-23.444117,-51.876016
1831,35547,-20.558334,-44.8703774
1832,68388,-7.3508505,-50.4064531
1833,06422,-23.5112184,-46.8764612
1834,59297,-5.7932331,-35.3286312
1835,78284,-15.7703888,-58.1211018
1836,68721,-0.6259282,-47.3442819
1837,40226,-12.9822499,-38.4812772
1838,67015,-1.374035,-48.4016623
1839,36230,-21.605833,-43.756944
1840,42708,-12.89242,-38.3127691
1841,06636,-23.5282246,-46.902003
1842,08590,-23.4754492,-46.3514033
1843,39866,-17.867345,-40.98668418598373
1844,37485,-21.997777,-45.290833
1845,31340,-19.9227318,-43.9450948
1846,71820,-15.7934036,-47.8823172
1847,21640,-22.9110137,-43.2093727
1848,41321,-12.9822499,-38.4812772
1849,27512,-22.4683626,-44.4463494
1850,36419,-20.5247536,-43.78243942331749
1851,58289,-6.912922,-35.250219
1852,25886,-22.0333751,-42.79261
1853,38840,-18.9992327,-46.306916
1854,36702,-21.5314282,-42.6403534
1855,56313,-9.3817334,-40.4968875
1856,39455,-15.651507800000001,-44.16619807916666
1857,58200,-6.8513982,-35.4915582
1858,58015,-7.1215981,-34.882028
1859,12061,-23.031448,-45.5612792
1860,98918,-27.6687782,-54.1111913
1861,46250,-14.685696,-41.6770097
1862,97335,-30.339117,-54.0856735
1863,44019,-12.2578934,-38.9598047
1864,37561,-22.2343858,-45.9327241
1865,59380,-6.2626676,-36.5173039
1866,15690,-19.9802644,-50.2906035
1867,30441,-19.9227318,-43.9450948
1868,45823,-16.3722412,-39.575704
1869,39347,-16.488751649999998,-44.13204440791408
1870,13270,-22.97056,-46.99583
1871,64075,-5.0896403,-42.809588
1872,87114,-23.444117,-51.876016
1873,65935,-5.5897455,-47.0148915
1874,49082,-10.9162061,-37.0774655
1875,60131,-3.7304512,-38.5217989
1876,70753,-15.7934036,-47.8823172
1877,22785,-22.9110137,-43.2093727
1878,55643,-8.1993049,-35.5631137
1879,88310,-26.9117879,-48.6669852
1880,15502,-20.4252908,-49.972028
1881,48450,-11.0990534,-38.5153006
1882,65768,-5.498196,-44.558146
1883,93035,-29.7544405,-51.1516497
1884,15560,-20.1833464,-49.7031406
1885,59214,-6.4169271,-35.70478
1886,36790,-21.1957417,-42.6125153
1887,44642,-11.6046105,-39.631054
1888,88134,-27.6447774,-48.6646323
1889,39517,-15.5311251,-43.0667102
1890,39526,-15.346,-43.10159075630252
1891,75094,-16.3332828,-48.9525756
1892,77723,-8.9586893,-47.3355181
1893,65650,-6.249397,-42.8581192
1894,28580,-21.7597096,-42.1715585
1895,85168,-25.1133759,-52.2581854
1896,95186,-29.3576744,-51.57626085259699
1897,24723,-22.8219014,-43.0309252
1898,51346,-8.0584933,-34.8848193
1899,14305,-20.892867,-47.592149
1900,37144,-21.4090398,-45.8322579
1901,37596,-20.66164,-43.784039
1902,41681,-12.9822499,-38.4812772
1903,46350,-14.7680766,-42.6573988
1904,89711,-27.2312011,-52.0231024
1905,83512,-25.3133048,-49.2997838
1906,96590,-30.8736867,-53.1148304
1907,32681,-19.968056,-44.198333
1908,73050,-15.7934036,-47.8823172
1909,07804,-23.3328038,-46.724446
1910,65025,-2.5295265,-44.2963942
1911,14072,-21.178333,-47.8066671
1912,95176,-29.22647,-51.3468188
1913,29016,-20.3200917,-40.3376682
1914,18035,-23.5003451,-47.4582864
1915,46480,-13.9098616,-42.8461536
1916,29175,39.6838793,-0.4288545
1917,63020,-7.2153453,-39.3153336
1918,29027,-20.3200917,-40.3376682
1919,88220,-27.0988126,-48.64454838500228
1920,76913,-10.8778148,-61.9277854
1921,89225,-26.3044898,-48.8486726
1922,39610,-16.6066757,-41.7702077
1923,83015,-25.533816,-49.2072163
1924,61648,-3.7300563,-38.6593082
1925,25585,-22.8043744,-43.3724125
1926,39645,-17.08493,-42.259576
1927,48030,-12.133526,-38.420772
1928,45870,-15.5645474,-39.3026663
1929,70387,-15.7934036,-47.8823172
1930,76480,-13.713116,-49.0164361
1931,88960,-29.107985,-49.632776
1932,42710,-12.89242,-38.3127691
1933,74948,-16.8226769,-49.2452546
1934,14760,-20.9991677,-48.3287237
1935,17288,-22.351086,-48.778113
1936,12970,-23.052545,-46.359374
1937,37716,-21.7900318,-46.5647928
1938,81520,-25.4295963,-49.2712724
1939,78425,-14.4960696,-57.0045096
1940,32041,-19.9132749,-44.0840953
1941,09613,-23.7080345,-46.5506747
1942,15135,-20.8141411,-49.507449
1943,25933,-22.6604221,-43.0426162
1944,44046,-12.2578934,-38.9598047
1945,70723,-15.7934036,-47.8823172
1946,91010,-30.0324999,-51.2303767
1947,77685,-9.2539897,-49.0665558
1948,21725,-22.9110137,-43.2093727
1949,77475,-12.928934,-49.823134
1950,55540,-8.684226,-35.589032
1951,93022,-29.7544405,-51.1516497
1952,70384,-15.7934036,-47.8823172
1953,13505,-22.4100108,-47.5603933
1954,62505,-3.499329,-39.583571
1955,55530,-8.579803,-35.384573
1956,65919,-5.5269279,-47.478115
1957,76928,-10.9336967,-62.2560049
1958,64080,-5.0896403,-42.809588
1959,39516,-15.0477099,-42.9499586
1960,19880,-22.7434964,-50.38924
1961,38020,-19.750833,-47.936666
1962,73790,-13.7928414,-47.4568521
1963,56130,-7.72761,-39.2013611105818
1964,12051,-23.031448,-45.5612792
1965,65020,-2.5295265,-44.2963942
1966,83840,-25.8737269,-49.4977717
1967,76870,-9.9076522,-63.033069
1968,75395,-16.4672409,-49.7578661
1969,19190,-21.8508736,-51.3925315
1970,33808,-19.7672898,-44.0875436
1971,16940,-21.1066536,-51.4910804
1972,24737,-22.8219014,-43.0309252
1973,68685,-1.9924056,-47.9450474
1974,65304,-3.6647821,-45.3826869
1975,95783,-29.6386722,-51.3961969
1976,37163,-21.378738499999997,-45.76456179025826
1977,08215,-23.5506507,-46.6333824
1978,40420,-12.9822499,-38.4812772
1979,06861,-23.7176303,-46.8492435
1980,39555,-15.6118785,-41.7417382
1981,25820,-22.1167884,-43.2087226
1982,49760,-10.6968099,-37.0319184
1983,38602,-17.2174056,-46.8707514
1984,89300,-26.1150943,-49.8035982
1985,55199,-6.8699697,-75.0458515
1986,59490,-5.8228157,-35.5527494
1987,13973,-22.436111,-46.821667
1988,89900,-26.7278977,-53.5176689
1989,08774,-23.5234284,-46.1926671
1990,36270,-21.063056,-43.762778
1991,14315,-20.892867,-47.592149
1992,31998,-19.9227318,-43.9450948
1993,63103,-7.2369112,-39.4149236
1994,55520,-8.5066761,-35.3747339
1995,85015,-25.3950986,-51.4622016
1996,18960,-23.0140216,-49.4760724
1997,35303,-19.7900887,-42.140533
1998,28050,-21.7558619,-41.3326895
1999,11523,-23.8857982,-46.4241869
2000,85503,-26.2295984,-52.6712474
2001,65975,-6.5583016,-47.4432212
2002,35410,-20.3516282,-43.6719426
2003,27973,-22.3712958,-41.7866922
2004,68725,-1.128244,-47.6199021
2005,12062,-23.031448,-45.5612792
2006,13305,-23.2638828,-47.298892
2007,90030,-30.0324999,-51.2303767
2008,76460,-13.5078899,-48.74171
2009,14704,-20.949077,-48.479083
2010,08694,-23.5427842,-46.3108391
2011,49220,-11.2628389,-37.619978
2012,58732,-7.1233949,-36.9446216
2013,98230,-28.742279,-53.0951692
2014,07424,-23.396266,-46.3175449
2015,59950,-6.4836791,-38.3117943
2016,35478,-20.3985647,-44.3429275
2017,79006,-20.4640173,-54.6162947
2018,58255,-6.6967586,-35.5369626
2019,26116,-22.7667284,-43.4033603
2020,60184,-3.7304512,-38.5217989
2021,66822,-1.45056,-48.4682453
2022,36048,-21.7609533,-43.3501129
2023,98950,-27.6566142,-54.7653195
2024,19051,-22.1225167,-51.3882528
2025,65276,-2.2226922,-45.3061308
2026,35868,-18.83,-43.262100000000004
2027,45500,-14.1615686,-39.369522
2028,81810,-25.4295963,-49.2712724
2029,19220,-22.4080573,-51.5251755
2030,53431,-7.9340069,-34.868407
2031,31748,-19.9227318,-43.9450948
2032,58071,-7.1215981,-34.882028
2033,83609,-25.4597726,-49.5270851
2034,12440,-22.9340165,-45.462938
2035,85628,-26.1440729,-53.3113372
2036,86813,-23.5525327,-51.4610764
2037,15057,-20.8125851,-49.3804212
2038,59138,-5.805398,-35.2080905
2039,12308,-23.30528,-45.96583
2040,65345,-3.6397814,-45.1872837
2041,64455,-5.8180139,-42.5106589
2042,76962,-11.4333,-61.4420502
2043,59605,-5.1904332,-37.3443872
2044,79062,-20.4640173,-54.6162947
2045,54275,-8.1752476,-34.9468716
2046,18087,-23.5003451,-47.4582864
2047,44062,-12.2578934,-38.9598047
2048,38072,-19.750833,-47.936666
2049,15115,-20.9178969,-49.4517911
2050,66110,-1.45056,-48.4682453
2051,82810,-25.4295963,-49.2712724
2052,86848,-24.3193396,-51.3139672
2053,47864,-12.0869117,-45.7834163
2054,13755,-21.330674549999998,-47.072956127001305
2055,93046,-29.7544405,-51.1516497
2056,74070,-16.680882,-49.2532691
2057,84435,-25.1909033,-50.8116961
2058,16304,-21.4192406,-50.0765588
2059,95086,-29.1684951,-51.1796197
2060,06462,-23.5112184,-46.8764612
2061,64037,-5.0896403,-42.809588
2062,74683,-16.680882,-49.2532691
2063,99680,-27.7331711,-52.9929561
2064,95098,-29.1684951,-51.1796197
2065,07788,-23.3561111,-46.8769444
2066,45585,-14.2891521,-39.8452592
2067,87570,-24.0694395,-53.844348
2068,59020,-5.805398,-35.2080905
2069,74962,-16.8226769,-49.2452546
2070,70843,-15.7934036,-47.8823172
2071,49995,-10.4287358,-36.4667918
2072,13337,-23.09028,-47.21806
2073,39820,-19.4730937,-42.537897
2074,88704,-28.471488,-49.014132
2075,61945,-3.8922967,-38.6835427
2076,69895,-7.5455927,-72.5832769
2077,08738,-23.5234284,-46.1926671
2078,57235,-10.03188665,-36.1475247625
2079,18209,-23.588607,-48.048326
2080,27332,-22.5394843,-44.1735129
2081,71969,-15.7934036,-47.8823172
2082,62881,-4.0964618,-38.4965574
2083,58701,-7.0258285,-37.2766817
2084,26553,-22.783092,-43.4293599
2085,48608,-9.3991006,-38.226711
2086,71926,-15.7934036,-47.8823172
2087,72836,-16.2535456,-47.9500276
2088,52060,-8.0584933,-34.8848193
2089,44892,-11.8604635,-41.7515449
2090,77820,-7.193241,-48.2018597
2091,68005,-2.438489,-54.699611
2092,64865,-7.5603126,-45.2417148
2093,86045,-23.3112878,-51.1595023
2094,83540,-25.1885374,-49.3119082
2095,48603,-9.3991006,-38.226711
2096,36145,-21.8607194,-43.9370942
2097,28055,-21.7558619,-41.3326895
2098,19100,-22.1225167,-51.3882528
2099,56304,-9.3817334,-40.4968875
2100,70746,-15.7934036,-47.8823172
2101,58084,-7.1215981,-34.882028
2102,31573,-19.9227318,-43.9450948
2103,86067,-23.3112878,-51.1595023
2104,69070,-3.1316333,-59.9825041
2105,88803,-28.6789941,-49.3695627
2106,24240,-22.8832371,-43.1154552
2107,58100,-6.97324,-34.8351609
2108,26084,-22.7592175,-43.4508728
2109,59685,-5.866913,-37.1857379
2110,28640,-21.9341749,-42.6091737
2111,68512,-5.3462821,-49.1007401
2112,68632,-3.7575266,-47.5009377
2113,33145,-19.7702097,-43.8505291
2114,93346,-29.6905705,-51.1429035
2115,58590,-7.4612404,-36.50434855225137
2116,60177,-3.7304512,-38.5217989
2117,60813,-3.7304512,-38.5217989
2118,64150,-3.7150636,-42.5547925
2119,29609,-20.077841,-41.12606
2120,50791,-8.0584933,-34.8848193
2121,65052,-2.5295265,-44.2963942
2122,64578,-7.1327559,-41.0381164
2123,84172,-24.794072,-49.9972914
2124,65055,-2.5295265,-44.2963942
2125,93544,-29.6905705,-51.1429035
2126,64840,-6.7879775,-43.5708162
2127,44680,-12.3158261,-39.306421
2128,89511,-26.77567,-51.0120041
