,cep_5_digitos,lat,lon
257,69860,-7.7122214,-66.9998441
258,11075,-23.960833,-46.333889
259,13147,-22.7630391,-47.1532213
260,11677,-23.62028,-45.41306
261,61903,-3.8779438,-38.6247697
262,65980,35.90503535,-79.04775326525107
263,45280,-14.752754,-40.089417
264,69090,-3.1316333,-59.9825041
265,11095,-23.960833,-46.333889
266,64071,-5.0896403,-42.809588
267,41247,-12.9822499,-38.4812772
268,42820,-12.6998188,-38.3260762
269,26165,-22.7667284,-43.4033603
270,62130,-3.5390209,-40.4546107
271,70862,-15.7934036,-47.8823172
272,26082,-22.7592175,-43.4508728
273,96085,-31.7699736,-52.3410161
274,64570,-7.7359201,-41.6765311
275,65283,-2.2429316,-45.8588977
276,08747,-23.5234284,-46.1926671
277,72747,-15.7934036,-47.8823172
278,22790,-22.9110137,-43.2093727
279,16016,-21.207992,-50.4390225
280,69960,-8.1648652,-70.3539579
281,08660,-23.5427842,-46.3108391
282,77465,-12.1347916,-49.1737141
283,77416,-11.72794,-49.068046
284,63503,-6.361934,-39.2972233
285,49092,-10.9162061,-37.0774655
286,95972,-29.0689663,-51.8597913
287,27460,-22.7229997,-44.1359986
288,72135,-15.7934036,-47.8823172
289,36930,-20.1233838,-42.0024294
290,51240,-8.0584933,-34.8848193
291,20560,-22.9110137,-43.2093727
292,40270,-12.9822499,-38.4812772
293,72145,-15.7934036,-47.8823172
294,59320,-6.4634028,-37.2696374
295,60732,-3.7304512,-38.5217989
296,05438,-23.5506507,-46.6333824
297,76806,-8.7494525,-63.8735438
298,59184,-6.0493346,-35.4311152
299,25974,-22.4164578,-42.975194
300,04373,-23.5506507,-46.6333824
301,19680,-22.2486157,-50.7677114
302,28750,-22.0637911,-42.0644414
303,62503,-3.499329,-39.583571
304,78559,-11.8508224,-55.5175957
305,37476,-22.212222,-45.264167
306,13108,-22.90556,-47.06083
307,13705,-21.92722645,-47.047453507499995
308,74345,-16.680882,-49.2532691
309,82115,-25.4295963,-49.2712724
310,39492,-15.605833,-44.391944
311,08539,-23.541056,-46.37097
312,29894,-18.18593315,-40.215660592902694
313,32641,-19.968056,-44.198333
314,94818,-29.9981184,-51.0772509
315,18620,-22.796764500000002,-48.146295431151586
316,19430,-22.1069936,-51.9629504
317,13068,-22.90556,-47.06083
318,79260,-22.107327,-56.5317344
319,25221,-22.7896225,-43.309929
320,08330,-23.5506507,-46.6333824
321,05115,-23.5506507,-46.6333824
322,62023,-3.6879135,-40.3456372
323,74420,-16.680882,-49.2532691
324,17132,-22.4719836,-48.9884476
325,53300,-7.9986401,-34.8459552
326,90560,-30.0324999,-51.2303767
327,57840,-9.171413,-36.217608
328,13550,-22.1285713,-47.67774974932432
329,70298,-15.7934036,-47.8823172
330,64560,-7.4224725,-41.9146001
331,53330,-7.9986401,-34.8459552
332,98825,-28.29271645,-54.40197445487827
333,46640,-13.815529,-41.2981722
334,13321,-23.1989983,-47.2913682
335,32410,-20.0214251,-44.0621506
336,68903,0.0401529,-51.0569588
337,38770,-17.742777,-46.175278
338,89609,-27.1294338,-51.4686169
339,24922,-22.9057478,-42.789831397132616
340,95933,-29.3240418,-52.2348494
341,89840,-26.9058932,-52.7028055
342,83535,-25.3691533,-49.4496921
343,88680,-27.798993,-49.486994
344,38026,-19.750833,-47.936666
345,30210,-19.9227318,-43.9450948
346,11611,-23.8027866,-45.4070527
347,58665,-6.94734485,-36.6171928772894
348,65910,-5.5269279,-47.478115
349,60844,-3.7304512,-38.5217989
350,08562,-23.5249082,-46.3445663
351,22245,-22.9110137,-43.2093727
352,89062,-26.9195567,-49.0658025
353,08592,-23.4754492,-46.3514033
354,32342,-19.9132749,-44.0840953
355,23040,-22.9110137,-43.2093727
356,14070,-21.178333,-47.8066671
357,60331,-3.7304512,-38.5217989
358,89683,-26.8708566,-52.0164089
359,13400,-22.72528,-47.64917
360,79842,-22.2206145,-54.812208
361,14450,-20.3104773,-47.5915669
362,31030,-19.9227318,-43.9450948
363,17014,-22.3218102,-49.0705863
364,13490,-22.4768324,-47.4550551
365,50660,-8.0584933,-34.8848193
366,98895,-28.0270233,-54.5435136
367,40130,-12.9822499,-38.4812772
368,64007,-5.0896403,-42.809588
369,25270,-22.7896225,-43.309929
370,29620,-19.8707305,-40.8749826
371,90640,-30.0324999,-51.2303767
372,82900,-25.4295963,-49.2712724
373,38307,-18.9691887,-49.4639335
374,87690,-22.5520625,-52.036373
375,88580,-27.822439850000002,-50.73974756671906
376,29030,-20.3200917,-40.3376682
377,65758,-5.0188478,-44.9925058
378,58840,-6.7711315,-37.7988646
379,49130,-22.9026953,-43.255175
380,27690,-22.0856999,-43.5590532
381,24900,-22.9057478,-42.789831397132616
382,98805,-28.3000481,-54.2669971
383,89248,-26.0294904,-48.8545202
384,39802,-17.8579267,-41.5081533
385,59213,-6.4634348,-35.9456879
386,38740,-18.9408294,-46.9926624
387,77675,-9.7962503,-49.6547174
388,12904,-22.9520235,-46.5418586
389,91740,-30.0324999,-51.2303767
390,18245,-23.5935653,-48.4801876
391,58275,-6.8283007,-35.244782
392,71742,-15.7934036,-47.8823172
393,22281,-22.9110137,-43.2093727
394,13919,-22.70374,-46.985062
395,86032,-23.3112878,-51.1595023
396,16700,-21.2542739,-50.6440083
397,25880,-21.9946569,-42.9137975
398,81850,-25.4295963,-49.2712724
399,22061,-22.9110137,-43.2093727
400,69058,-3.1316333,-59.9825041
401,05436,-23.5506507,-46.6333824
402,40210,-12.9822499,-38.4812772
403,41262,-12.9822499,-38.4812772
404,36091,-21.7609533,-43.3501129
405,75945,-17.4239419,-49.6644011
406,69620,-3.3640509,-68.1994689
407,95660,-29.5155023,-50.7770635
408,27333,-22.5394843,-44.1735129
409,50760,-8.0584933,-34.8848193
410,89120,-26.8282737,-49.270641
411,15625,-20.3547223,-50.172574
412,04424,-23.5506507,-46.6333824
413,15132,-20.8141411,-49.507449
414,78721,-16.4603533,-54.6397099
415,13083,-22.90556,-47.06083
416,35285,-18.4995,-41.3
417,39600,-16.8484451,-42.0661868
418,78734,-16.4603533,-54.6397099
419,24451,-22.8219014,-43.0309252
420,59990,-6.1892485,-38.2238647
421,39725,-18.8275746,-42.4400734
422,75355,-17.045397,-49.632599
423,25901,-22.6604221,-43.0426162
424,39565,-16.4067495,-42.2623615
425,05608,-23.5506507,-46.6333824
426,85450,-25.0328004,-52.992976
427,13050,-22.90556,-47.06083
428,71699,-15.7934036,-47.8823172
429,20960,-22.9110137,-43.2093727
430,99525,-28.3991804,-52.6910319
431,91250,-30.0324999,-51.2303767
432,95900,-29.4671522,-51.9624046
433,59275,-6.3341981999999994,-35.79031321466272
434,37014,-21.5565914,-45.4340674
435,63901,-4.9706021,-39.0158403
436,27288,-22.5225497,-44.1040128
437,15507,-20.4252908,-49.972028
438,88190,-27.317161,-48.557608
439,62390,-4.4156199,-40.9048081
440,95050,-29.1684951,-51.1796197
441,60812,-3.7304512,-38.5217989
442,13643,-21.9980468,-47.4280861
443,15041,-20.8125851,-49.3804212
444,25555,-22.8043744,-43.3724125
445,49072,-10.9162061,-37.0774655
446,24917,-22.9057478,-42.789831397132616
447,34800,-19.897777,-43.670278
448,18202,-23.588607,-48.048326
449,48000,-12.133526,-38.420772
450,13412,-22.72528,-47.64917
451,21021,-22.9110137,-43.2093727
452,95727,-29.3510488,-51.6779679
453,40260,-12.9822499,-38.4812772
454,19640,-22.660165,-51.077881
455,11714,-24.005833,-46.402778
456,25260,-22.7896225,-43.309929
457,24725,-22.8219014,-43.0309252
458,18075,-23.5003451,-47.4582864
459,97420,-29.688161,-54.682643
460,76997,-13.186987,-60.816836
461,65900,-5.5269279,-47.478115
462,29707,-19.5346732,-40.6287836
463,06421,-23.5112184,-46.8764612
464,89237,-26.3044898,-48.8486726
465,17479,-22.4310459,-49.5219241
466,21371,-22.9110137,-43.2093727
467,31840,-19.9227318,-43.9450948
468,29151,-20.263202,-40.416549
469,25922,-22.6604221,-43.0426162
470,67201,-1.3595306,-48.3361504
471,13390,-22.8441256,-47.6065667
472,69370,1.0170607,-60.0371719
473,28085,-21.7558619,-41.3326895
474,71050,-15.7934036,-47.8823172
475,13510,-22.4590897,-47.532034
476,80061,-25.4295963,-49.2712724
477,91791,-30.0324999,-51.2303767
478,87900,-22.9320944,-53.1352452
479,04627,-23.5506507,-46.6333824
480,74410,-16.680882,-49.2532691
481,36207,-21.203634649999998,-43.723149046277086
482,25675,-22.5075743,-43.1785356
483,35588,-20.282223,-45.539444
484,64690,-7.088607,-40.6147253
485,75105,-16.3332828,-48.9525756
486,59680,-5.862063,-37.3134908
487,77980,-5.354233,-47.878184
488,73802,-15.5492443,-47.3301212
489,74580,-16.680882,-49.2532691
490,24743,-22.8219014,-43.0309252
491,99030,-28.2550598,-52.3966606
492,35680,-20.075556,-44.576389
493,39250,-17.886944,-44.576667
494,18325,-24.472203,-49.023784
495,24340,-22.8832371,-43.1154552
496,64963,-10.3273669,-44.2397326
497,29702,-19.5346732,-40.6287836
498,62414,-3.0200371,-41.1339229
499,85914,-24.7222438,-53.7402476
500,12329,-23.30528,-45.96583
501,69312,2.8208478,-60.6719582
502,50850,-8.0584933,-34.8848193
503,35054,-18.8539497,-41.9458753
504,64495,-6.0953808,-42.636034
505,72425,-15.7934036,-47.8823172
506,89708,-27.2312011,-52.0231024
507,28026,-21.7558619,-41.3326895
508,72506,-15.7934036,-47.8823172
509,78293,-15.7680093,-58.3107593
510,87708,-23.08165,-52.461724
511,99190,-28.0599735,-52.6779378
512,79050,-20.4640173,-54.6162947
513,09840,-23.7080345,-46.5506747
514,64995,-10.6525894,-45.1847405
515,93222,-29.8197019,-51.1608722
516,20396,-22.9110137,-43.2093727
517,23909,-23.0063966,-44.316326
518,69940,-9.0659556,-68.6571058
519,37245,-21.4910462,-44.6436151
520,57025,-9.6476843,-35.7339264
521,87050,-23.425269,-51.9382078
522,58033,-7.1215981,-34.882028
523,62570,-3.0529129,-40.167582
524,99714,-27.6350709,-52.2738654
525,58173,-6.64317595,-35.933835193092264
526,22240,-22.9110137,-43.2093727
527,53620,-7.8354423,-34.9061125
528,75123,-16.3332828,-48.9525756
529,76846,-9.6195192,-65.83553463357356
530,13178,-22.8217964,-47.267105
531,17670,-22.0705513,-50.308652
532,09230,-23.6573395,-46.5322504
533,63530,-6.5348688,-39.4966658
534,15801,-21.1331035,-48.9712817
535,62470,-3.3528,-40.4644057
536,44077,-12.2578934,-38.9598047
537,75550,-18.4864065,-49.9887805
538,85911,-24.7222438,-53.7402476
539,98790,-27.8643546,-54.4779287
540,89265,-26.4897432,-49.0778063
541,07727,-23.3644621,-46.7484765
542,49089,-10.9162061,-37.0774655
543,55473,-8.6590088,-36.12385642927809
544,23063,-22.9110137,-43.2093727
545,09684,-23.7080345,-46.5506747
546,41120,-12.9822499,-38.4812772
547,97210,-29.9982245,-53.5029931
548,76984,-12.7368536,-60.1465555
549,05517,-23.5506507,-46.6333824
550,65904,-5.5269279,-47.478115
551,77413,-11.72794,-49.068046
552,47845,-12.315088,-44.8616434
553,69890,-7.047909,-71.693426
554,13465,-22.7392463,-47.3306032
555,14786,-20.5531437,-48.5697509
556,74250,-16.680882,-49.2532691
557,70845,-15.7934036,-47.8823172
558,78750,-16.4603533,-54.6397099
559,23946,-23.0063966,-44.316326
560,64516,-7.2320268,-42.1777122
561,05583,-23.5506507,-46.6333824
562,55191,-7.948019,-36.206092
563,17039,-22.3218102,-49.0705863
564,21911,-22.9110137,-43.2093727
565,79071,-20.4640173,-54.6162947
566,49890,-10.0786746,-37.0572176
567,79560,-18.7949051,-52.6199512
568,85813,-24.9554996,-53.4560544
569,29752,-19.2239225,-40.8502555
570,55695,-8.3277815,-35.7094611
571,75815,-19.0673379,-51.5495141
572,29820,-18.54822,-40.979012
573,70765,-15.7934036,-47.8823172
574,79043,-20.4640173,-54.6162947
575,75170,-16.5071038,-49.0213217
576,11025,-23.960833,-46.333889
577,86065,-23.3112878,-51.1595023
578,29168,39.6838793,-0.4288545
579,07767,-23.3561111,-46.8769444
580,36878,-20.9786,-42.5119
581,89669,-27.4053188,-51.7734648
582,14882,-21.252037,-48.325223
583,11704,-24.005833,-46.402778
584,56321,-9.3817334,-40.4968875
585,89750,-27.3736365,-51.9050311
586,79321,-19.0016365,-57.6534316
587,46670,-13.5176017,-41.5919452
588,38190,-19.8652854,-47.4402746
589,33060,-19.7702097,-43.8505291
590,40425,-12.9822499,-38.4812772
591,70750,-15.7934036,-47.8823172
592,69042,-3.1316333,-59.9825041
593,78020,-15.5986686,-56.0991301
594,77410,-11.72794,-49.068046
595,37904,-20.7167803,-46.6156864
596,36046,-21.7609533,-43.3501129
597,85148,-25.1086375,-51.8076658
598,86380,-23.0494761,-50.2310027
599,72621,-15.7934036,-47.8823172
600,45840,-16.5802498,-39.7808088
601,38288,-19.407656099999997,-50.34420278143418
602,59800,-6.0892841,-37.9114676
603,59235,-6.1497352,-36.1166085
604,58300,-7.128465,-34.9846186
605,08795,-23.5234284,-46.1926671
606,75822,-18.2229685,-52.21297726646525
607,08832,-23.5234284,-46.1926671
608,58808,-6.7662029,-38.2319607
609,78148,-15.645816,-56.132218
610,62842,-4.2626679,-38.0533913
611,57246,-9.7831115,-36.0967804
612,92440,-29.9216045,-51.1799525
613,88801,-28.6789941,-49.3695627
614,22630,-22.9110137,-43.2093727
615,95130,-29.23938875,-51.02526616081705
616,74440,-16.680882,-49.2532691
617,80620,-25.4295963,-49.2712724
618,13417,-22.72528,-47.64917
619,24005,-22.8832371,-43.1154552
620,60321,-3.7304512,-38.5217989
621,19813,-22.6620892,-50.420623
622,78040,-15.5986686,-56.0991301
623,07131,-23.4430602,-46.524459
624,45720,-14.9871017,-39.9242157
625,41630,-12.9822499,-38.4812772
626,65633,-5.1023325,-42.8449518
627,38990,-19.823889,-45.904167
628,64518,-6.7983399,-42.2799407
629,65870,-6.6013999,-44.0878124
630,87508,-23.7621152,-53.3116192
631,60734,-3.7304512,-38.5217989
632,42739,-12.89242,-38.3127691
633,42712,-12.89242,-38.3127691
634,95082,-29.1684951,-51.1796197
635,51110,-8.0584933,-34.8848193
636,41275,-12.9822499,-38.4812772
637,82210,-25.4295963,-49.2712724
638,42803,-12.6998188,-38.3260762
639,89055,-26.9195567,-49.0658025
640,39363,-17.286622,-43.9515719
641,57604,-9.4076249,-36.6323616
642,98792,-27.8643546,-54.4779287
643,62460,-3.3147591,-40.558957
644,39527,-16.499274,-44.2279588
645,79804,-22.2206145,-54.812208
646,70236,-15.7934036,-47.8823172
647,57037,-9.6476843,-35.7339264
648,69660,-2.7471478,-66.7721255
649,77026,-10.1837852,-48.3336423
650,13350,-23.07458955,-47.3560667
651,39629,-21.00269075,-42.72685910054798
652,17207,-22.293585,-48.559193
653,37350,-22.0253009,-44.3208231
654,74967,-16.8226769,-49.2452546
655,23080,-22.9110137,-43.2093727
656,64890,-8.1112473,-42.944844
657,25015,-22.7896225,-43.309929
658,13240,-23.0949649,-46.7148565
659,36280,-20.9523934,-43.8043903
660,12330,-23.30528,-45.96583
661,68738,-1.3455478,-47.5782981
662,37064,-21.5565914,-45.4340674
663,89188,-27.2660744,-49.7104753
664,11955,-24.756421,-48.5056942
665,62970,-5.5190371,-38.2719351
666,59218,-6.4356697,-35.6434459
667,59025,-5.805398,-35.2080905
668,18609,-22.8879628,-48.4410712
669,53413,-7.9340069,-34.868407
670,65143,-2.9786744,-44.3163504
671,85670,-25.7815642,-53.3085197
672,33939,-19.7672898,-44.0875436
673,59296,-5.7932331,-35.3286312
674,83408,-25.309460299999998,-49.18507242898573
675,59565,-5.6228594,-35.5991764
676,95380,-28.0543707,-51.1921896
677,79018,-20.4640173,-54.6162947
678,36773,-21.387426,-42.6957219
679,28180,-21.4894916,-41.6152776
680,32659,-19.968056,-44.198333
681,50060,-8.0584933,-34.8848193
682,72815,-16.2535456,-47.9500276
683,26535,-22.8080114,-43.4138222
684,23950,-23.0063966,-44.316326
685,83040,-25.533816,-49.2072163
686,99170,-27.9853815,-52.257587
687,25953,-22.4164578,-42.975194
688,18051,-23.5003451,-47.4582864
689,70766,-15.7934036,-47.8823172
690,96824,-29.7141869,-52.4285914
691,32143,-19.9132749,-44.0840953
692,93990,-29.5389519,-51.0818864
693,66633,-1.45056,-48.4682453
694,54515,-8.2838945,-35.0320984
695,97040,-29.6860512,-53.8069214
696,69024,-3.1316333,-59.9825041
697,37540,-22.2486968,-45.7064507
698,76914,-10.8778148,-61.9277854
699,57601,-9.4076249,-36.6323616
700,78053,-15.5986686,-56.0991301
701,74960,-16.8226769,-49.2452546
702,85660,-25.7464681,-53.0554369
703,37138,-21.4297405,-45.9479419
704,23073,-22.9110137,-43.2093727
705,28923,-22.8804369,-42.0189227
706,69400,-3.2996768,-60.6213528
707,76900,-10.8778148,-61.9277854
708,69480,-5.6232283,-63.1879157
709,56430,-8.7267879,-38.6868835
710,35557,-20.184444,-44.770834
711,46840,-12.6489164,-40.9323004
712,18143,-23.5304843,-47.1355473
713,09725,-23.7080345,-46.5506747
714,86070,-23.3112878,-51.1595023
715,58046,-7.1215981,-34.882028
716,87704,-23.08165,-52.461724
717,58610,-6.7758264,-36.797916
718,14789,-20.5531437,-48.5697509
719,96816,-29.7141869,-52.4285914
720,11674,-23.62028,-45.41306
721,75264,-16.7013233,-49.0914921
722,33861,-19.7672898,-44.0875436
723,75825,-18.9642193,-51.92804
724,39780,-18.1894783,-42.4188445
725,89420,-26.4739837,-51.1509787
726,71675,-15.7934036,-47.8823172
727,83405,-25.309460299999998,-49.18507242898573
728,61932,-3.8779438,-38.6247697
729,26070,-22.7592175,-43.4508728
730,92200,-29.9216045,-51.1799525
731,64645,-6.9944754,-41.1345548
732,29110,-20.3297037,-40.2920174
733,70160,-15.7934036,-47.8823172
734,05177,-23.5506507,-46.6333824
735,13279,-22.97056,-46.99583
736,13177,-22.8217964,-47.267105
737,53401,-7.9340069,-34.868407
738,69089,-3.1316333,-59.9825041
739,38106,-19.7143233,-47.68370330544205
740,63106,-7.2369112,-39.4149236
741,15670,-19.9427771,-50.5372875
742,37922,-20.3282116,-46.3668419
