72603100,Brasília,DF,72603
36572362,Viçosa,MG,36572
24315190,Niterói,RJ,24315
08675023,Suzano,SP,08675
68047105,Santarém,PA,68047
88318970,Itajaí,SC,88318
11443360,Guarujá,SP,11443
76828034,Porto Velho,RO,76828
28907070,Cabo Frio,RJ,28907
23917500,Angra dos Reis,RJ,23917
03195105,São Paulo,SP,03195
23036150,Rio de Janeiro,RJ,23036
60540545,Fortaleza,CE,60540
24911620,Maricá,RJ,24911
75945970,Edealina,GO,75945
88054380,Florianópolis,SC,88054
81830000,Curitiba,PR,81830
98925970,Doutor Maurício Cardoso,RS,98925
87702430,Paranavaí,PR,87702
36010011,Juiz de Fora,MG,36010
94198050,Gravataí,RS,94198
12224480,São José dos Campos,SP,12224
76806096,Porto Velho,RO,76806
69101071,Itacoatiara,AM,69101
17504256,Marília,SP,17504
08545200,Ferraz de Vasconcelos,SP,08545
95890992,Teutônia,RS,95890
69400508,Manacapuru,AM,69400
76821078,Porto Velho,RO,76821
59143000,Parnamirim,RN,59143
68372040,Altamira,PA,68372
12305670,Jacareí,SP,12305
13222760,Várzea Paulista,SP,13222
38745130,Patrocínio,MG,38745
39270186,Pirapora,MG,39270
76807614,Porto Velho,RO,76807
31050132,Belo Horizonte,MG,31050
95500992,Santo Antônio da Patrulha,RS,95500
17450354,Gália,SP,17450
19067230,Presidente Prudente,SP,19067
90680610,Porto Alegre,RS,90680
85160970,Cantagalo,PR,85160
89640970,Ibicaré,SC,89640
76940970,Rolim de Moura,RO,76940
76335000,Uruana,GO,76335
76824384,Porto Velho,RO,76824
85422970,Ouro Verde do Piquiri,PR,85422
13920971,Pedreira,SP,13920
78685970,Araguaiana,MT,78685
53444541,Paulista,PE,53444
77980970,Sampaio,TO,77980
61770570,Eusébio,CE,61770
85240971,Mato Rico,PR,85240
66123440,Belém,PA,66123
08737010,Mogi das Cruzes,SP,08737
30110047,Belo Horizonte,MG,30110
60763003,Fortaleza,CE,60763
11442220,Guarujá,SP,11442
48750970,Retirolândia,BA,48750
55590971,Ipojuca,PE,55590
19750970,Lutécia,SP,19750
39980972,Cachoeira de Pajeú,MG,39980
18185970,Pilar do Sul,SP,18185
55370970,São Bento do Una,PE,55370
13900400,Amparo,SP,13900
14789014,Barretos,SP,14789
39848971,São José do Divino,MG,39848
44480970,Jaguaripe,BA,44480
17690970,Bastos,SP,17690
57290970,Porto Real do Colégio,AL,57290
23894170,Seropédica,RJ,23894
45770970,Maiquinique,BA,45770
87205218,Cianorte,PR,87205
24937105,Maricá,RJ,24937
93490990,Novo Hamburgo,RS,93490
11701090,Praia Grande,SP,11701
87015610,Maringá,PR,87015
12722510,Cruzeiro,SP,12722
75913266,Rio Verde,GO,75913
59395970,Cerro Corá,RN,59395
62875990,Chorozinho,CE,62875
22795008,Rio de Janeiro,RJ,22795
15137422,Mirassol,SP,15137
59995970,Água Nova,RN,59995
68140970,Uruará,PA,68140
58497970,Umbuzeiro,PB,58497
75113635,Anápolis,GO,75113
75713388,Catalão,GO,75713
15809160,Catanduva,SP,15809
87083808,Maringá,PR,87083
53130222,Olinda,PE,53130
17018343,Bauru,SP,17018
44044099,Feira de Santana,BA,44044
63028268,Juazeiro do Norte,CE,63028
69345970,Pacaraima,RR,69345
68400970,Cametá,PA,68400
39207970,Andrequicé,MG,39207
69620959,Amaturá,AM,69620
60360725,Fortaleza,CE,60360
39465972,Miravânia,MG,39465
71964720,Brasília,DF,71964
76829512,Porto Velho,RO,76829
33022010,Santa Luzia,MG,33022
64607675,Picos,PI,64607
07916030,Francisco Morato,SP,07916
70735500,Brasília,DF,70735
64807050,Floriano,PI,64807
24890973,Tanguá,RJ,24890
70255500,Brasília,DF,70255
28398970,Santa Clara,RJ,28398
35525274,Nova Serrana,MG,35525
29700417,Colatina,ES,29700
76963507,Cacoal,RO,76963
25730736,Petrópolis,RJ,25730
69911036,Rio Branco,AC,69911
76829548,Porto Velho,RO,76829
60182308,Fortaleza,CE,60182
37130480,Alfenas,MG,37130
79011903,Campo Grande,MS,79011
95660970,Três Coroas,RS,95660
08465000,São Paulo,SP,08465
05536000,São Paulo,SP,05536
83824153,Fazenda Rio Grande,PR,83824
