36201147,Barbacena,MG,36201
69093000,Manaus,AM,69093
29125015,Vila Velha,ES,29125
29030026,Vitória,ES,29030
86140970,Primeiro de Maio,PR,86140
95272970,Otávio Rocha,RS,95272
31560200,Belo Horizonte,MG,31560
79770970,Anaurilândia,MS,79770
16240970,Santópolis do Aguapeí,SP,16240
36073130,Juiz de Fora,MG,36073
37045100,Varginha,MG,37045
86995971,Aquidaban,PR,86995
69907868,Rio Branco,AC,69907
58066290,João Pessoa,PB,58066
60192015,Fortaleza,CE,60192
89560204,Videira,SC,89560
92320065,Canoas,RS,92320
60532660,Fortaleza,CE,60532
33808150,Ribeirão das Neves,MG,33808
89280064,São Bento do Sul,SC,89280
17730970,Parapuã,SP,17730
22071053,Rio de Janeiro,RJ,22071
81610000,Curitiba,PR,81610
85340970,Rio Bonito do Iguaçu,PR,85340
76963687,Cacoal,RO,76963
75914971,Lagoa do Bauzinho,GO,75914
69045000,Manaus,AM,69045
59135708,Natal,RN,59135
13910272,Jaguariúna,SP,13910
11440380,Guarujá,SP,11440
82210290,Curitiba,PR,82210
58390970,Alagoinha,PB,58390
17522260,Marília,SP,17522
16940970,Nova Independência,SP,16940
62990970,Potiretama,CE,62990
31640007,Belo Horizonte,MG,31640
60720605,Fortaleza,CE,60720
93224350,Sapucaia do Sul,RS,93224
13145101,Paulínia,SP,13145
65758970,São Roberto,MA,65758
79901852,Ponta Porã,MS,79901
58117970,Lagoa Seca,PB,58117
97574043,Sant'Ana do Livramento,RS,97574
57043000,Maceió,AL,57043
22270020,Rio de Janeiro,RJ,22270
88330543,Balneário Camboriú,SC,88330
97503048,Uruguaiana,RS,97503
68515974,Parauapebas,PA,68515
18147990,Araçariguama,SP,18147
32677080,Betim,MG,32677
69340970,Mucajaí,RR,69340
96070861,Pelotas,RS,96070
12927120,Bragança Paulista,SP,12927
40296400,Salvador,BA,40296
68560970,Santana do Araguaia,PA,68560
58840970,Pombal,PB,58840
18030000,Sorocaba,SP,18030
44066300,Feira de Santana,BA,44066
18066033,Sorocaba,SP,18066
93020350,São Leopoldo,RS,93020
33035170,Santa Luzia,MG,33035
32605005,Betim,MG,32605
79051220,Campo Grande,MS,79051
68950970,Amapá,AP,68950
29932210,São Mateus,ES,29932
76810618,Porto Velho,RO,76810
74590800,Goiânia,GO,74590
68398970,Cumaru do Norte,PA,68398
66816406,Belém,PA,66816
88330299,Balneário Camboriú,SC,88330
14097500,Ribeirão Preto,SP,14097
86716262,Arapongas,PR,86716
72275150,Brasília,DF,72275
69101428,Itacoatiara,AM,69101
11601105,São Sebastião,SP,11601
69082265,Manaus,AM,69082
45613212,Itabuna,BA,45613
35057200,Governador Valadares,MG,35057
30532054,Belo Horizonte,MG,30532
06636160,Jandira,SP,06636
21011280,Rio de Janeiro,RJ,21011
68900074,Macapá,AP,68900
69024000,Manaus,AM,69024
74360010,Goiânia,GO,74360
27113080,Barra do Piraí,RJ,27113
37901781,Passos,MG,37901
21330300,Rio de Janeiro,RJ,21330
97110114,Santa Maria,RS,97110
24805320,Itaboraí,RJ,24805
82520060,Curitiba,PR,82520
85030080,Guarapuava,PR,85030
79062450,Campo Grande,MS,79062
54275030,Jaboatão dos Guararapes,PE,54275
41120313,Salvador,BA,41120
89266900,Jaraguá do Sul,SC,89266
78552664,Sinop,MT,78552
13213253,Jundiaí,SP,13213
55032391,Caruaru,PE,55032
40323720,Salvador,BA,40323
78088901,Cuiabá,MT,78088
27524510,Resende,RJ,27524
69094065,Manaus,AM,69094
14784098,Barretos,SP,14784
83070290,São José dos Pinhais,PR,83070
58708110,Patos,PB,58708
32186300,Contagem,MG,32186
68746444,Castanhal,PA,68746
78098678,Cuiabá,MT,78098
92330000,Canoas,RS,92330
76874202,Ariquemes,RO,76874
18301095,Capão Bonito,SP,18301
13283648,Vinhedo,SP,13283
13070000,Campinas,SP,13070
17270080,Boracéia,SP,17270
41370105,Salvador,BA,41370
09831400,São Bernardo do Campo,SP,09831
78085700,Cuiabá,MT,78085
59030356,Natal,RN,59030
49030130,Aracaju,SE,49030
67040005,Ananindeua,PA,67040
15812117,Catanduva,SP,15812
32432305,Ibirité,MG,32432
29128210,Vila Velha,ES,29128
85055010,Guarapuava,PR,85055
24931745,Maricá,RJ,24931
40330730,Salvador,BA,40330
69049000,Manaus,AM,69049
68906030,Macapá,AP,68906
53080181,Olinda,PE,53080
