60184190,Fortaleza,CE,60184
09691060,São Bernardo do Campo,SP,09691
28912010,Cabo Frio,RJ,28912
60356412,Fortaleza,CE,60356
41760100,Salvador,BA,41760
60730243,Fortaleza,CE,60730
66095225,Belém,PA,66095
76820820,Porto Velho,RO,76820
72725015,Brasília,DF,72725
74984321,Aparecida de Goiânia,GO,74984
63048245,Juazeiro do Norte,CE,63048
60741215,Fortaleza,CE,60741
82920327,Curitiba,PR,82920
15501281,Votuporanga,SP,15501
51160091,Recife,PE,51160
13336744,Indaiatuba,SP,13336
17057380,Bauru,SP,17057
18279625,Tatuí,SP,18279
23585050,Rio de Janeiro,RJ,23585
55030511,Caruaru,PE,55030
59104213,Natal,RN,59104
13186410,Hortolândia,SP,13186
11263850,Bertioga,SP,11263
32600010,Betim,MG,32600
69903340,Rio Branco,AC,69903
69103280,Itacoatiara,AM,69103
74691280,Goiânia,GO,74691
30810605,Belo Horizonte,MG,30810
23031125,Rio de Janeiro,RJ,23031
77823650,Araguaína,TO,77823
94100220,Gravataí,RS,94100
79903374,Ponta Porã,MS,79903
25903784,Magé,RJ,25903
69317291,Boa Vista,RR,69317
17030010,Bauru,SP,17030
86192000,Cambé,PR,86192
74463350,Goiânia,GO,74463
75837597,Mineiros,GO,75837
17475015,Lucianópolis,SP,17475
65919435,Imperatriz,MA,65919
25515420,São João de Meriti,RJ,25515
95173000,Farroupilha,RS,95173
26470370,Japeri,RJ,26470
87509862,Umuarama,PR,87509
16058044,Araçatuba,SP,16058
13322115,Salto,SP,13322
30411392,Belo Horizonte,MG,30411
17521700,Marília,SP,17521
15506005,Votuporanga,SP,15506
38184544,Araxá,MG,38184
76813838,Porto Velho,RO,76813
29220401,Guarapari,ES,29220
97065160,Santa Maria,RS,97065
32242340,Contagem,MG,32242
32655450,Betim,MG,32655
74093250,Goiânia,GO,74093
87307672,Campo Mourão,PR,87307
54510500,Cabo de Santo Agostinho,PE,54510
20535390,Rio de Janeiro,RJ,20535
45829118,Eunápolis,BA,45829
72800330,Luziânia,GO,72800
74820120,Goiânia,GO,74820
51190120,Recife,PE,51190
27537800,Resende,RJ,27537
15905084,Taquaritinga,SP,15905
31310000,Belo Horizonte,MG,31310
75910462,Rio Verde,GO,75910
19860009,Cruzália,SP,19860
08534345,Ferraz de Vasconcelos,SP,08534
24412485,São Gonçalo,RJ,24412
22630120,Rio de Janeiro,RJ,22630
88816731,Criciúma,SC,88816
30110028,Belo Horizonte,MG,30110
76873172,Ariquemes,RO,76873
08562000,Poá,SP,08562
61913015,Maracanaú,CE,61913
64077175,Teresina,PI,64077
07985015,Francisco Morato,SP,07985
66822480,Belém,PA,66822
76829594,Porto Velho,RO,76829
94850050,Alvorada,RS,94850
30411250,Belo Horizonte,MG,30411
99032030,Passo Fundo,RS,99032
29303377,Cachoeiro de Itapemirim,ES,29303
05532040,São Paulo,SP,05532
12120065,Tremembé,SP,12120
21381470,Rio de Janeiro,RJ,21381
13567700,São Carlos,SP,13567
04647020,São Paulo,SP,04647
76988048,Vilhena,RO,76988
91781200,Porto Alegre,RS,91781
04953110,São Paulo,SP,04953
23055001,Rio de Janeiro,RJ,23055
68512040,Marabá,PA,68512
31250175,Belo Horizonte,MG,31250
85890970,Missal,PR,85890
79800003,Dourados,MS,79800
75600970,Goiatuba,GO,75600
88830970,Morro da Fumaça,SC,88830
87957970,Porto São José,PR,87957
30140190,Belo Horizonte,MG,30140
36048804,Juiz de Fora,MG,36048
95360959,Paraí,RS,95360
74590800,Goiânia,GO,74590
29018250,Vitória,ES,29018
24350380,Niterói,RJ,24350
28925190,Cabo Frio,RJ,28925
30110925,Belo Horizonte,MG,30110
74043905,Goiânia,GO,74043
91778043,Porto Alegre,RS,91778
79015480,Campo Grande,MS,79015
93534162,Novo Hamburgo,RS,93534
94060001,Gravataí,RS,94060
57930970,Passo de Camaragibe,AL,57930
18440970,Itaberá,SP,18440
56420970,Carnaubeira da Penha,PE,56420
64940970,Monte Alegre do Piauí,PI,64940
46830970,Andaraí,BA,46830
89052600,Blumenau,SC,89052
44180970,Antônio Cardoso,BA,44180
58338970,Pilar,PB,58338
96410000,Bagé,RS,96410
12302303,Jacareí,SP,12302
85803722,Cascavel,PR,85803
