18118045,Votorantim,SP,18118
78555286,Sinop,MT,78555
69098308,Manaus,AM,69098
87303321,Campo Mourão,PR,87303
69095577,Manaus,AM,69095
62540970,Amontada,CE,62540
93130360,São Leopoldo,RS,93130
86711081,Arapongas,PR,86711
79018020,Campo Grande,MS,79018
62033560,Sobral,CE,62033
60440112,Fortaleza,CE,60440
76964376,Cacoal,RO,76964
58395970,Serraria,PB,58395
12239570,São José dos Campos,SP,12239
79042811,Campo Grande,MS,79042
29297981,Jaciguá,ES,29297
37890970,Muzambinho,MG,37890
72410730,Brasília,DF,72410
11930970,Pariquera-Açu,SP,11930
74230360,Goiânia,GO,74230
37757970,Poço Fundo,MG,37757
64865970,Ribeiro Gonçalves,PI,64865
37568970,São João da Mata,MG,37568
63740975,Novo Oriente,CE,63740
88330438,Balneário Camboriú,SC,88330
44036336,Feira de Santana,BA,44036
38770970,João Pinheiro,MG,38770
37190974,Três Pontas,MG,37190
94455350,Viamão,RS,94455
76876238,Ariquemes,RO,76876
64033720,Teresina,PI,64033
30130009,Belo Horizonte,MG,30130
79810060,Dourados,MS,79810
76876218,Ariquemes,RO,76876
11030550,Santos,SP,11030
38749970,Salitre de Minas,MG,38749
78579970,Itanhangá,MT,78579
76820839,Porto Velho,RO,76820
69557205,Tefé,AM,69557
58063002,João Pessoa,PB,58063
81270200,Curitiba,PR,81270
37130364,Alfenas,MG,37130
47803858,Barreiras,BA,47803
66833635,Belém,PA,66833
76876317,Ariquemes,RO,76876
77490970,Cristalândia,TO,77490
93214060,Sapucaia do Sul,RS,93214
97300162,São Gabriel,RS,97300
09843560,São Bernardo do Campo,SP,09843
78700502,Rondonópolis,MT,78700
76821510,Porto Velho,RO,76821
85805505,Cascavel,PR,85805
78201580,Cáceres,MT,78201
26015100,Nova Iguaçu,RJ,26015
36773541,Cataguases,MG,36773
86041750,Londrina,PR,86041
76812357,Porto Velho,RO,76812
69552340,Tefé,AM,69552
37504015,Itajubá,MG,37504
09170155,Santo André,SP,09170
22451740,Rio de Janeiro,RJ,22451
16011058,Araçatuba,SP,16011
76876556,Ariquemes,RO,76876
18048141,Sorocaba,SP,18048
25933510,Magé,RJ,25933
56915250,Serra Talhada,PE,56915
14935970,Trabiju,SP,14935
77405350,Gurupi,TO,77405
60183675,Fortaleza,CE,60183
18682759,Lençóis Paulista,SP,18682
89805290,Chapecó,SC,89805
14620972,Orlândia,SP,14620
25750225,Petrópolis,RJ,25750
77024470,Palmas,TO,77024
95084470,Caxias do Sul,RS,95084
30750585,Belo Horizonte,MG,30750
13800210,Mogi Mirim,SP,13800
09520100,São Caetano do Sul,SP,09520
81690170,Curitiba,PR,81690
83707067,Araucária,PR,83707
59616560,Mossoró,RN,59616
58483970,Barra de São Miguel,PB,58483
48745970,Bandiaçu,BA,48745
75804120,Jataí,GO,75804
47220970,Campo Alegre de Lourdes,BA,47220
09274145,Santo André,SP,09274
14871685,Jaboticabal,SP,14871
68415970,Limoeiro do Ajuru,PA,68415
68725970,Igarapé-Açu,PA,68725
61700995,Aquiraz,CE,61700
58387970,Juarez Távora,PB,58387
76980638,Vilhena,RO,76980
79050010,Campo Grande,MS,79050
57740970,Paulo Jacinto,AL,57740
82210000,Curitiba,PR,82210
98025110,Cruz Alta,RS,98025
15035000,São José do Rio Preto,SP,15035
49047040,Aracaju,SE,49047
58887970,Bom Sucesso,PB,58887
59990970,Rafael Fernandes,RN,59990
64360970,Alto Longá,PI,64360
95034242,Caxias do Sul,RS,95034
01407913,São Paulo,SP,01407
30830482,Belo Horizonte,MG,30830
53422630,Paulista,PE,53422
64140970,Nossa Senhora dos Remédios,PI,64140
41640210,Salvador,BA,41640
26099185,Nova Iguaçu,RJ,26099
30480760,Belo Horizonte,MG,30480
19057360,Presidente Prudente,SP,19057
72120015,Brasília,DF,72120
32676105,Betim,MG,32676
68909008,Macapá,AP,68909
61908030,Maracanaú,CE,61908
40313015,Salvador,BA,40313
35120970,Itanhomi,MG,35120
76812040,Porto Velho,RO,76812
49510010,Itabaiana,SE,49510
29213430,Guarapari,ES,29213
76813572,Porto Velho,RO,76813
32900990,Igarapé,MG,32900
98180970,Jóia,RS,98180
28555971,Valão do Barro,RJ,28555
09434650,Ribeirão Pires,SP,09434
