07704060,Caieiras,SP,07704
76670000,Heitoraí,GO,76670
78554168,Sinop,MT,78554
90251095,Porto Alegre,RS,90251
14955970,Borborema,SP,14955
29146520,Cariacica,ES,29146
97843970,Rolador,RS,97843
75160970,Campo Limpo de Goiás,GO,75160
84935970,Tomazina,PR,84935
29906312,Linhares,ES,29906
87180970,Presidente Castelo Branco,PR,87180
85770970,Realeza,PR,85770
87308830,Campo Mourão,PR,87308
18360970,Itaóca,SP,18360
87670970,Inajá,PR,87670
83250991,Alexandra,PR,83250
98400970,Frederico Westphalen,RS,98400
37504315,Itajubá,MG,37504
27230060,Volta Redonda,RJ,27230
87538970,Perobal,PR,87538
08567430,Poá,SP,08567
45436970,Piraí do Norte,BA,45436
89545970,Timbó Grande,SC,89545
96076240,Pelotas,RS,96076
82025272,Curitiba,PR,82025
88545971,Palmeira,SC,88545
95914520,Lajeado,RS,95914
45950970,Lajedão,BA,45950
30110027,Belo Horizonte,MG,30110
58994970,Diamante,PB,58994
78550454,Sinop,MT,78550
76808066,Porto Velho,RO,76808
58465970,Riacho de Santo Antônio,PB,58465
72669341,Brasília,DF,72669
32310180,Contagem,MG,32310
58326959,Caaporã,PB,58326
58570970,São José dos Cordeiros,PB,58570
62230970,Ipueiras,CE,62230
11669330,Caraguatatuba,SP,11669
58890970,Brejo do Cruz,PB,58890
74933000,Aparecida de Goiânia,GO,74933
68900030,Macapá,AP,68900
64675970,Alegrete do Piauí,PI,64675
81250160,Curitiba,PR,81250
58375970,Mogeiro,PB,58375
62960970,Tabuleiro do Norte,CE,62960
36050350,Juiz de Fora,MG,36050
29654990,Santo Antônio do Canaã,ES,29654
62360990,Ibiapina,CE,62360
76813280,Porto Velho,RO,76813
45987900,Teixeira de Freitas,BA,45987
16203083,Birigüi,SP,16203
96842000,Santa Cruz do Sul,RS,96842
76824096,Porto Velho,RO,76824
13909000,Amparo,SP,13909
14803890,Araraquara,SP,14803
45070310,Vitória da Conquista,BA,45070
26520075,Nilópolis,RJ,26520
38701459,Patos de Minas,MG,38701
31840192,Belo Horizonte,MG,31840
70634100,Brasília,DF,70634
35960970,Santa Bárbara,MG,35960
36544959,Paula Cândido,MG,36544
76821450,Porto Velho,RO,76821
36690970,Descoberto,MG,36690
06387900,Carapicuíba,SP,06387
59600397,Mossoró,RN,59600
08780290,Mogi das Cruzes,SP,08780
32422475,Ibirité,MG,32422
37720970,Botelhos,MG,37720
72251500,Brasília,DF,72251
36730971,Pirapetinga,MG,36730
64012725,Teresina,PI,64012
05642000,São Paulo,SP,05642
71988000,Brasília,DF,71988
19915641,Ourinhos,SP,19915
35791959,Curvelo,MG,35791
73375803,Brasília,DF,73375
85910320,Toledo,PR,85910
78077200,Cuiabá,MT,78077
08686000,Suzano,SP,08686
61616990,Caucaia,CE,61616
89803805,Chapecó,SC,89803
13340350,Indaiatuba,SP,13340
76964280,Cacoal,RO,76964
25887970,Jamapará,RJ,25887
88080160,Florianópolis,SC,88080
88525000,Lages,SC,88525
60544770,Fortaleza,CE,60544
36208972,Correia de Almeida,MG,36208
88330239,Balneário Camboriú,SC,88330
87309101,Campo Mourão,PR,87309
41810215,Salvador,BA,41810
60761281,Fortaleza,CE,60761
19806170,Assis,SP,19806
18603020,Botucatu,SP,18603
50710110,Recife,PE,50710
58416252,Campina Grande,PB,58416
60830055,Fortaleza,CE,60830
21361140,Rio de Janeiro,RJ,21361
72151510,Brasília,DF,72151
44051605,Feira de Santana,BA,44051
64800004,Floriano,PI,64800
35010131,Governador Valadares,MG,35010
98915970,Independência,RS,98915
55643091,Gravatá,PE,55643
57035180,Maceió,AL,57035
11666000,Caraguatatuba,SP,11666
74850585,Goiânia,GO,74850
20240051,Rio de Janeiro,RJ,20240
95790970,Brochier,RS,95790
60533360,Fortaleza,CE,60533
76812628,Porto Velho,RO,76812
78301526,Tangará da Serra,MT,78301
69301000,Boa Vista,RR,69301
76807970,Porto Velho,RO,76807
79020920,Campo Grande,MS,79020
78553571,Sinop,MT,78553
26280000,Nova Iguaçu,RJ,26280
15265970,Zacarias,SP,15265
86920970,Kaloré,PR,86920
79480970,Rio Verde de Mato Grosso,MS,79480
78293971,Glória D'Oeste,MT,78293
